fiscal_yr;service_id;volume_meeting_target;total_volume;volume_not_meeting_target
2018-2019;895;0.0;490.0;490.0
2018-2019;896;85.0;134.0;49.0
2018-2019;898;1943.0;2524.0;581.0
2018-2019;899;6278.0;6976.0;698.0
2018-2019;900;1824229391437093.0;1863529996528037.0;39300605090944.0
2018-2019;902;3.2000001649961774e+18;3.2000002014601774e+18;36464000000.0
2018-2019;903;339.0;339.0;0.0
2018-2019;904;45000000.0;45000000.0;0.0
2018-2019;905;95.0;140.0;45.0
2018-2019;906;14857.0;14857.0;0.0
2018-2019;907;11192.0;11538.0;346.0
2018-2019;908;347.0;365.0;18.0
2018-2019;909;275.0;275.0;0.0
2018-2019;910;137.0;138.0;1.0
2018-2019;912;251.0;261.0;10.0
2018-2019;914;1120.0;1167.0;47.0
2018-2019;915;328.0;339.0;11.0
2018-2019;916;271.0;287.0;16.0
2018-2019;917;46.0;50.0;4.0
2018-2019;918;1078595238.0;1123744264.0;45149026.0
2018-2019;919;458464.0;478468.0;20004.0
2018-2019;920;79.0;94.0;15.0
2018-2019;921;3939.0;3939.0;0.0
2018-2019;926;9292.0;451848451848.0;451848442556.0
2018-2019;927;88.0;927.0;839.0
2018-2019;929;90.0;700000.0;699910.0
2018-2019;937;0.0;8500.0;8500.0
2018-2019;938;2.5626210951260137e+29;2.752021590139464e+29;1.8940049501345039e+28
2018-2019;939;26480.0;26747.0;267.0
2018-2019;940;50610931390826.0;81917771429850.0;31306840039024.0
2018-2019;943;26.0;26.0;0.0
2018-2019;944;0.0;0.0;0.0
2018-2019;95;0.0;3.5315263231396436e+16;3.5315263231396436e+16
2018-2019;950;0.0;823861771425.0;823861771425.0
2018-2019;956;350.0;150170350.0;150170000.0
2018-2019;960;20761466.0;22471690.0;1710224.0
2018-2019;961;281.0;281.0;0.0
2018-2019;962;100.0;158.0;58.0
2018-2019;965;0.0;0.0;0.0
2018-2019;977;0.0;0.0;0.0
2018-2019;979;460008200.0;489008200.0;29000000.0
2018-2019;980;32802552525328.0;3.283282525252533e+16;3.28000227e+16
2018-2019;984;0.0;0.0;0.0
2018-2019;985;8.0;9.0;1.0
2018-2019;986;13891342374.0;16941352553.0;3050010179.0
2018-2019;987;5426511124846207.0;5426641135891207.0;130011045000.0
2018-2019;988;203.0;207.0;4.0
2018-2019;989;586479.0;836883.0;250404.0
2018-2019;991;3.833342512958614e+16;6.042646503521874e+16;2.209303990563259e+16
2018-2019;992;0.0;0.0;0.0
2018-2019;993;0.0;0.0;0.0
2018-2019;994;0.0;0.0;0.0
2018-2019;995;0.0;21303.0;21303.0
2018-2019;997;50.0;50.0;0.0
2018-2019;998;8.0;10.0;2.0
2018-2019;999;35.0;35.0;0.0
2019-2020;1;905765132296.0;10341844132301.0;9436079000005.0
2019-2020;10;100666701777.0;134874092276.0;34207390499.0
2019-2020;1001;347391.0;383728.0;36337.0
2019-2020;1002;0.0;0.0;0.0
2019-2020;1003;214299337195.0;268019548814.0;53720211619.0
2019-2020;1004;0.0;0.0;0.0
2019-2020;1005;0.0;0.0;0.0
2019-2020;1006;8.061821512802117e+16;8.066821512802118e+16;50000000000016.0
2019-2020;1007;93075.0;94412.0;1337.0
2019-2020;1008;868786.0;869786.0;1000.0
2019-2020;1009;149146.0;150150.0;1004.0
2019-2020;1010;51.0;51.0;0.0
2019-2020;1011;515151.0;515151.0;0.0
2019-2020;1013;415.0;419.0;4.0
2019-2020;1015;8.0;8.0;0.0
2019-2020;1016;8.0;8.0;0.0
2019-2020;1017;0.0;0.0;0.0
2019-2020;1019;0.0;0.0;0.0
2019-2020;1020;1.0;1.0;0.0
2019-2020;1021;5.0;5.0;0.0
2019-2020;1022;3.0;3.0;0.0
2019-2020;1023;0.0;0.0;0.0
2019-2020;1024;1.0;1.0;0.0
2019-2020;1025;11.0;11.0;0.0
2019-2020;1027;2224626793.0;2224626793.0;0.0
2019-2020;1028;3599.0;35911.0;32312.0
2019-2020;1029;77777171.0;77777777.0;606.0
2019-2020;1030;0.0;0.0;0.0
2019-2020;1031;3.0;3.0;0.0
2019-2020;1032;231980.0;231980.0;0.0
2019-2020;1033;455546.0;555555.0;100009.0
2019-2020;1034;464.0;666.0;202.0
2019-2020;1035;156.0;158.0;2.0
2019-2020;1037;277.0;284.0;7.0
2019-2020;1041;0.0;0.0;0.0
2019-2020;1042;12.0;16.0;4.0
2019-2020;1043;0.0;0.0;0.0
2019-2020;1045;43.0;43.0;0.0
2019-2020;1046;0.0;0.0;0.0
2019-2020;1047;0.0;0.0;0.0
2019-2020;1052;11085542.0;16917436.0;5831894.0
2019-2020;1055;0.0;0.0;0.0
2019-2020;1058;68.0;68.0;0.0
2019-2020;1059;0.0;0.0;0.0
2019-2020;1060;0.0;0.0;0.0
2019-2020;1062;0.0;0.0;0.0
2019-2020;1064;0.0;0.0;0.0
2019-2020;1065;8981491093.0;89894910103.0;80913419010.0
2019-2020;1066;1490780.0;1846995.0;356215.0
2019-2020;1088;0.0;0.0;0.0
2019-2020;1089;0.0;0.0;0.0
2019-2020;1090;13669.0;13948.0;279.0
2019-2020;1093;1238279.0;1768970.0;530691.0
2019-2020;1095;33000000.0;33000000.0;0.0
2019-2020;1097;210198821843142.0;215706122468376.0;5507300625234.0
2019-2020;1098;3450002367841.0;4588742393970.0;1138740026129.0
2019-2020;1099;4687236900588.0;4779907219208.0;92670318620.0
2019-2020;1100;1187.0;1366.0;179.0
2019-2020;1101;2208219.0;2293873.0;85654.0
2019-2020;1104;95.0;112.0;17.0
2019-2020;1107;41484539.0;42314706.0;830167.0
2019-2020;1113;3093926057.0;3183031508.0;89105451.0
2019-2020;1115;300634.0;304238.0;3604.0
2019-2020;1117;0.0;0.0;0.0
2019-2020;1120;0.0;0.0;0.0
2019-2020;1122;1369193460.0;20134105010.0;18764911550.0
2019-2020;1130;0.0;0.0;0.0
2019-2020;1132;67236.0;74444.0;7208.0
2019-2020;1139;6728235.0;14032392.0;7304157.0
2019-2020;1141;2427998.0;4340157.0;1912159.0
2019-2020;1142;7.0;7.0;0.0
2019-2020;1143;1620456.0;3979725.0;2359269.0
2019-2020;1144;194802883900.0;2181441174137.0;1986638290237.0
2019-2020;1147;2327.0;2453.0;126.0
2019-2020;1154;988.0;988.0;0.0
2019-2020;1155;55316.0;55316.0;0.0
2019-2020;1156;153.0;153.0;0.0
2019-2020;1160;0.0;0.0;0.0
2019-2020;1161;0.0;0.0;0.0
2019-2020;1162;0.0;0.0;0.0
2019-2020;1163;0.0;0.0;0.0
2019-2020;1164;22.0;22.0;0.0
2019-2020;1165;25.0;25.0;0.0
2019-2020;1176;152.0;154.0;2.0
2019-2020;1180;912.0;1105.0;193.0
2019-2020;1187;65.0;87.0;22.0
2019-2020;1195;43914.0;45520.0;1606.0
2019-2020;1202;1861.0;2546.0;685.0
2019-2020;1204;144000.0;200000.0;56000.0
2019-2020;1208;1930.0;1933.0;3.0
2019-2020;1211;11862150.0;13166176.0;1304026.0
2019-2020;1218;10210210297.0;10310310398.0;100100101.0
2019-2020;1220;82802374464.0;83872375501.0;1070001037.0
2019-2020;1221;1782717827.0;1839718397.0;57000570.0
2019-2020;1222;1215.0;1215.0;0.0
2019-2020;1223;0.0;0.0;0.0
2019-2020;1228;0.0;0.0;0.0
2019-2020;1234;40.0;40.0;0.0
2019-2020;1235;58601.0;72236.0;13635.0
2019-2020;1237;5900000.0;5900000.0;0.0
2019-2020;1238;0.0;0.0;0.0
2019-2020;1242;2.433911203451505e+18;2.4406412076615066e+18;6730004210001408.0
2019-2020;1243;646.0;680.0;34.0
2019-2020;1244;16453.0;16857.0;404.0
2019-2020;1248;853.0;859.0;6.0
2019-2020;1249;791.0;791.0;0.0
2019-2020;1250;0.0;0.0;0.0
2019-2020;1251;210.0;210.0;0.0
2019-2020;1252;7219155.0;8572800.0;1353645.0
2019-2020;1253;1.426713922381426e+35;1.66075142260166e+35;2.3403750022023398e+34
2019-2020;1254;7121.0;7121.0;0.0
2019-2020;1255;2086797.0;2278510.0;191713.0
2019-2020;1256;5423.0;6613.0;1190.0
2019-2020;1257;5877.0;25286.0;19409.0
2019-2020;1258;4.822382933714231e+38;4.9244154047103434e+39;4.44217711133892e+39
2019-2020;1264;888.0;1020.0;132.0
2019-2020;1266;139437506.0;154539968.0;15102462.0
2019-2020;1267;1.5866142111083353e+56;1.6371201611103454e+56;5.050595000201016e+54
2019-2020;1268;14352137.0;14586145.0;234008.0
2019-2020;1269;785.0;903.0;118.0
2019-2020;127;95.0;100.0;5.0
2019-2020;1270;7179.0;7179.0;0.0
2019-2020;1271;31645.0;31645.0;0.0
2019-2020;1273;209.0;209.0;0.0
2019-2020;1275;262111468.0;270221931.0;8110463.0
2019-2020;1276;632011654.0;1037711846.0;405700192.0
2019-2020;1277;243201.0;243201.0;0.0
2019-2020;1279;14427.0;14429.0;2.0
2019-2020;1280;55143.0;55151.0;8.0
2019-2020;1281;1208.0;1359.0;151.0
2019-2020;1282;62199207.0;101210210.0;39011003.0
2019-2020;1283;1078.0;1416.0;338.0
2019-2020;1287;23922.0;231423.0;207501.0
2019-2020;1289;63138144.0;104146146.0;41008002.0
2019-2020;129;131.0;131.0;0.0
2019-2020;1291;4330.0;4530.0;200.0
2019-2020;1292;8759622471358124.0;8840386013358124.0;80763542000000.0
2019-2020;1294;24066256536.0;24066259038.0;2502.0
2019-2020;1295;5920.0;5920.0;0.0
2019-2020;1296;1.0030521852333915e+46;1.4876801852333913e+46;4.8462799999999986e+45
2019-2020;1298;2.3468153605775127e+19;2.9575153995798127e+19;6.107000390023e+18
2019-2020;1299;0.0;0.0;0.0
2019-2020;13;13889.0;14172.0;283.0
2019-2020;130;4265.0;4472.0;207.0
2019-2020;1301;883231.0;983731.0;100500.0
2019-2020;1304;15234.0;15250.0;16.0
2019-2020;1306;1.1908227777251429e+22;1.227723477978146e+22;3.690070025300324e+20
2019-2020;1307;1.1826215410759184e+16;1.673241571441422e+17;1.5549794173338304e+17
2019-2020;1309;0.0;0.0;0.0
2019-2020;131;1240.0;1240.0;0.0
2019-2020;1315;441407253.0;441407253.0;0.0
2019-2020;1317;0.0;0.0;0.0
2019-2020;1318;0.0;0.0;0.0
2019-2020;1319;0.0;0.0;0.0
2019-2020;132;957653.0;1017858.0;60205.0
2019-2020;1320;0.0;0.0;0.0
2019-2020;1321;0.0;0.0;0.0
2019-2020;1322;3.2571792139208536e+28;3.385884515009357e+28;1.2870530108850325e+27
2019-2020;1323;975894.0;999599.0;23705.0
2019-2020;1326;0.0;0.0;0.0
2019-2020;1327;0.0;0.0;0.0
2019-2020;1328;42.0;45.0;3.0
2019-2020;133;115134.0;115898.0;764.0
2019-2020;1330;0.0;0.0;0.0
2019-2020;1331;2042760352681.0;2138066452716.0;95306100035.0
2019-2020;1332;3642616993.0;3702627903.0;60010910.0
2019-2020;1336;689.0;851.0;162.0
2019-2020;1337;3592.0;4344.0;752.0
2019-2020;1338;17756.0;17788.0;32.0
2019-2020;1339;6641.0;10380.0;3739.0
2019-2020;134;4971.0;5672.0;701.0
2019-2020;1340;5016.0;5021.0;5.0
2019-2020;1343;0.0;0.0;0.0
2019-2020;1344;1012.0;1213.0;201.0
2019-2020;1345;28.0;48.0;20.0
2019-2020;1347;70134.0;88420.0;18286.0
2019-2020;1348;81004000600285.0;90008400800350.0;9004400200065.0
2019-2020;135;16872220296203.0;16872570296254.0;350000051.0
2019-2020;1351;0.0;0.0;0.0
2019-2020;1352;0.0;0.0;0.0
2019-2020;1353;0.0;0.0;0.0
2019-2020;1354;0.0;0.0;0.0
2019-2020;1355;0.0;0.0;0.0
2019-2020;136;470111112.0;470111415.0;303.0
2019-2020;1366;0.0;0.0;0.0
2019-2020;1367;0.0;73366.0;73366.0
2019-2020;1369;5.0;5.0;0.0
2019-2020;137;37175154.0;37181256.0;6102.0
2019-2020;1371;13990.0;13990.0;0.0
2019-2020;1372;985.0;985.0;0.0
2019-2020;1373;129.0;129.0;0.0
2019-2020;1374;1295863.0;21171074.0;19875211.0
2019-2020;138;97120822839.0;97122933250.0;2110411.0
2019-2020;139;9718108206.0;97201242012.0;87483133806.0
2019-2020;1391;0.0;0.0;0.0
2019-2020;1393;0.0;0.0;0.0
2019-2020;1397;494.0;548.0;54.0
2019-2020;140;211230.0;211231.0;1.0
2019-2020;1407;62.0;64.0;2.0
2019-2020;1414;0.0;0.0;0.0
2019-2020;1415;0.0;0.0;0.0
2019-2020;1420;2.3083623083623085e+35;2.565292565292565e+35;2.569302569302564e+34
2019-2020;1421;3530.0;3693.0;163.0
2019-2020;1422;3212688.0;3212706.0;18.0
2019-2020;1423;112016019599.0;191704722092.0;79688702493.0
2019-2020;1428;155980409709.0;160785439964.0;4805030255.0
2019-2020;1429;82202.0;83050.0;848.0
2019-2020;1430;24610.0;44152.0;19542.0
2019-2020;1431;715.0;1268.0;553.0
2019-2020;1433;20673.0;28031.0;7358.0
2019-2020;1439;63856385.0;1645916459.0;1582060074.0
2019-2020;144;12011629.0;13011629.0;1000000.0
2019-2020;1441;1120419330.0;1485241080.0;364821750.0
2019-2020;1442;52357.0;61860.0;9503.0
2019-2020;1445;47.0;50.0;3.0
2019-2020;145;180179849423590.0;184179849423590.0;4000000000000.0
2019-2020;1458;51133.0;60153.0;9020.0
2019-2020;146;30229113.0;302321310.0;272092197.0
2019-2020;1462;2.0;2.0;0.0
2019-2020;1466;646464.0;646464.0;0.0
2019-2020;1467;5360.0;5950.0;590.0
2019-2020;1468;0.0;0.0;0.0
2019-2020;1469;0.0;0.0;0.0
2019-2020;147;400.0;420.0;20.0
2019-2020;1472;4.0;5.0;1.0
2019-2020;1473;732.0;732.0;0.0
2019-2020;1474;19.0;19.0;0.0
2019-2020;1475;5656.0;5656.0;0.0
2019-2020;148;33458328.0;33458334.0;6.0
2019-2020;1482;163157140707.0;249211152255.0;86054011548.0
2019-2020;149;22724.0;22924.0;200.0
2019-2020;1491;5.049731337351204e+41;5.0591813653212085e+41;9.450027970004637e+38
2019-2020;1494;653653.0;782782.0;129129.0
2019-2020;1495;14415.0;22642.0;8227.0
2019-2020;1496;4325.0;4351.0;26.0
2019-2020;1498;66.0;77.0;11.0
2019-2020;15;0.0;303470.0;303470.0
2019-2020;1500;1568415684.0;1585315853.0;16900169.0
2019-2020;1501;15021.0;15371.0;350.0
2019-2020;1505;42.0;42.0;0.0
2019-2020;1506;2755310.0;3055900.0;300590.0
2019-2020;1507;127.0;127.0;0.0
2019-2020;1509;43.0;43.0;0.0
2019-2020;1514;7185671856.0;116928116928.0;109742445072.0
2019-2020;1515;249.0;249.0;0.0
2019-2020;1516;84108410.0;1596315963.0;1512207553.0
2019-2020;152;44433.0;49435.0;5002.0
2019-2020;1521;0.0;0.0;0.0
2019-2020;1526;4536.0;5040.0;504.0
2019-2020;153;12533.0;12533.0;0.0
2019-2020;1533;2.0;6.0;4.0
2019-2020;1535;1.0;1.0;0.0
2019-2020;1536;91133.0;91134.0;1.0
2019-2020;1538;17.0;20.0;3.0
2019-2020;1539;8.0;8.0;0.0
2019-2020;154;19301483.0;25301488.0;6000005.0
2019-2020;1540;0.0;0.0;0.0
2019-2020;1541;6.0;6.0;0.0
2019-2020;1542;6.0;9.0;3.0
2019-2020;1543;100145.0;107145.0;7000.0
2019-2020;1548;10341013.0;10361013.0;20000.0
2019-2020;1549;579.0;579.0;0.0
2019-2020;155;0.0;0.0;0.0
2019-2020;1550;55.0;71.0;16.0
2019-2020;1553;12131.0;11331612506.0;11331600375.0
2019-2020;1556;18.0;23.0;5.0
2019-2020;1557;1243.0;1243.0;0.0
2019-2020;156;88372482201700.0;894095502331488.0;805723020129788.0
2019-2020;1561;1452.0;2712.0;1260.0
2019-2020;1564;32871.0;32871.0;0.0
2019-2020;157;209135135.0;23071879879.0;22862744744.0
2019-2020;1579;9.0;9.0;0.0
2019-2020;158;1566720.0;15661122.0;14094402.0
2019-2020;1581;4113125.0;4113226.0;101.0
2019-2020;1584;53632252.0;58693458.0;5061206.0
2019-2020;1585;51219.0;51419.0;200.0
2019-2020;1586;11.0;12.0;1.0
2019-2020;1587;253.0;263.0;10.0
2019-2020;1588;0.0;0.0;0.0
2019-2020;1589;2.0;2.0;0.0
2019-2020;1590;1.0;1.0;0.0
2019-2020;1591;1.0;1.0;0.0
2019-2020;1592;3.0;3.0;0.0
2019-2020;1593;4.0;4.0;0.0
2019-2020;1594;74.0;75.0;1.0
2019-2020;1595;8.0;8.0;0.0
2019-2020;1596;11.0;12.0;1.0
2019-2020;160;17904904.0;1712741274.0;1694836370.0
2019-2020;161;3518418.0;3520419.0;2001.0
2019-2020;1612;0.0;0.0;0.0
2019-2020;1614;0.0;0.0;0.0
2019-2020;1616;1514.0;1514.0;0.0
2019-2020;162;2819218281.0;2919519282.0;100301001.0
2019-2020;1620;0.0;0.0;0.0
2019-2020;1621;210.0;220.0;10.0
2019-2020;1622;0.0;0.0;0.0
2019-2020;1623;3.0;3.0;0.0
2019-2020;1624;32345792.0;32345792.0;0.0
2019-2020;1629;0.0;4909.0;4909.0
2019-2020;163;622132.0;722132.0;100000.0
2019-2020;1631;198.0;1910.0;1712.0
2019-2020;1632;177.0;179.0;2.0
2019-2020;1634;2110.0;2111.0;1.0
2019-2020;1635;1.0;1.0;0.0
2019-2020;1636;1.0;1.0;0.0
2019-2020;1637;7.952313107162037e+54;8.410751313031022e+58;8.409956081720306e+58
2019-2020;1638;1.2816065915454291e+69;1.292868162112653e+71;1.280052096197199e+71
2019-2020;164;38811471542.0;38811602555.0;131013.0
2019-2020;1640;0.0;0.0;0.0
2019-2020;1641;0.0;0.0;0.0
2019-2020;1646;0.0;19039.0;19039.0
2019-2020;1648;1.1808040800620865e+23;1.2121047281126712e+34;1.2121047281008632e+34
2019-2020;1649;1.4109318813152535e+18;1.6601038701395752e+20;1.6459945513264228e+20
2019-2020;165;201283369.0;240564778.0;39281409.0
2019-2020;1650;112.0;117.0;5.0
2019-2020;1655;73800.0;961136.0;887336.0
2019-2020;1658;1369.0;1488.0;119.0
2019-2020;1659;15112.0;48152.0;33040.0
2019-2020;1660;2.1706057926322303e+31;2.2838666028422302e+31;1.1326081020999999e+30
2019-2020;1664;121600.0;136690.0;15090.0
2019-2020;167;787.0;846.0;59.0
2019-2020;1671;601610601.0;613613613.0;12003012.0
2019-2020;1678;1260.0;1385.0;125.0
2019-2020;1679;6000.0;6000.0;0.0
2019-2020;1688;0.0;0.0;0.0
2019-2020;169;74277056.0;74277427.0;371.0
2019-2020;1691;0.0;0.0;0.0
2019-2020;1707;178871.0;2131010.0;1952139.0
2019-2020;1710;5.0;5.0;0.0
2019-2020;1714;0.0;0.0;0.0
2019-2020;1717;1209.0;1452.0;243.0
2019-2020;172;0.0;0.0;0.0
2019-2020;1720;17.0;17.0;0.0
2019-2020;1728;10.0;14.0;4.0
2019-2020;173;27839482465.0;27839483626.0;1161.0
2019-2020;1737;1088795.0;1099696.0;10901.0
2019-2020;1738;492208222.0;549226226.0;57018004.0
2019-2020;1739;612625.0;622626.0;10001.0
2019-2020;1740;909091.0;959595.0;50504.0
2019-2020;1742;0.0;0.0;0.0
2019-2020;1744;0.0;0.0;0.0
2019-2020;1745;81002403400.0;90003004000.0;9000600600.0
2019-2020;1746;2400.0;3000.0;600.0
2019-2020;1748;232625.0;272727.0;40102.0
2019-2020;1749;434853.0;535353.0;100500.0
2019-2020;1772;901513.0;9151514.0;8250001.0
2019-2020;1773;749207.0;10514014.0;9764807.0
2019-2020;1774;319149.0;323159.0;4010.0
2019-2020;1775;13111.0;14114.0;1003.0
2019-2020;1776;20119.0;21124.0;1005.0
2019-2020;1779;294.0;324.0;30.0
2019-2020;178;460567064883.0;496167075012.0;35600010129.0
2019-2020;1780;0.0;0.0;0.0
2019-2020;1781;11.0;21.0;10.0
2019-2020;1785;137.0;139.0;2.0
2019-2020;1789;223.0;243.0;20.0
2019-2020;1790;700.0;740.0;40.0
2019-2020;18;4113866523669.0;4334417530306.0;220551006637.0
2019-2020;1818;194.0;206.0;12.0
2019-2020;1821;2600.0;2900.0;300.0
2019-2020;1823;13602427.0;20432427.0;6830000.0
2019-2020;1824;36.0;43.0;7.0
2019-2020;1825;20.0;20.0;0.0
2019-2020;1828;120.0;130.0;10.0
2019-2020;1837;715742.0;736745.0;21003.0
2019-2020;1849;0.0;0.0;0.0
2019-2020;1854;1754.0;2454.0;700.0
2019-2020;1862;98.0;191.0;93.0
2019-2020;1863;0.0;0.0;0.0
2019-2020;1866;51500.0;53600.0;2100.0
2019-2020;1868;0.0;0.0;0.0
2019-2020;1870;82582582.0;82582582.0;0.0
2019-2020;1871;8.0;13.0;5.0
2019-2020;1872;0.0;1794179480128012.0;1794179480128012.0
2019-2020;1873;150647150647.0;150647150647.0;0.0
2019-2020;1874;82.0;83.0;1.0
2019-2020;1875;7.101802036755832e+21;7.101802036755832e+21;0.0
2019-2020;1886;0.0;0.0;0.0
2019-2020;1892;492844591004.0;493044811004.0;200220000.0
2019-2020;1894;6919.0;6970.0;51.0
2019-2020;1896;41.0;41.0;0.0
2019-2020;1899;0.0;0.0;0.0
2019-2020;1901;394405.0;398418.0;4013.0
2019-2020;1902;1480106.0;16204112.0;14724006.0
2019-2020;1903;3934.0;4537.0;603.0
2019-2020;1904;1827.0;2284.0;457.0
2019-2020;1905;379.0;413.0;34.0
2019-2020;1906;26269.0;272619.0;246350.0
2019-2020;1907;232156.0;232171.0;15.0
2019-2020;1908;2541084.0;2801113.0;260029.0
2019-2020;1909;101223203.0;106243244.0;5020041.0
2019-2020;1910;16061947.0;16151956.0;90009.0
2019-2020;1911;106176.0;108178.0;2002.0
2019-2020;1912;68615621414.0;76115891535.0;7500270121.0
2019-2020;1913;21222.0;24222.0;3000.0
2019-2020;1917;390.0;396.0;6.0
2019-2020;1920;678873.0;799676.0;120803.0
2019-2020;1921;29537357.0;44946358.0;15409001.0
2019-2020;1922;134187.0;137372.0;3185.0
2019-2020;1923;381004.0;381056.0;52.0
2019-2020;1924;299403.0;313413.0;14010.0
2019-2020;1925;140157.0;140166.0;9.0
2019-2020;1928;434.0;467.0;33.0
2019-2020;1929;14.0;14.0;0.0
2019-2020;1931;0.0;0.0;0.0
2019-2020;1943;776.0;892.0;116.0
2019-2020;1944;276.0;317.0;41.0
2019-2020;1947;974.0;974.0;0.0
2019-2020;1948;200.0;304.0;104.0
2019-2020;195;0.0;0.0;0.0
2019-2020;1950;0.0;0.0;0.0
2019-2020;1954;698.0;798.0;100.0
2019-2020;1957;26877.0;28292.0;1415.0
2019-2020;1973;110106180.0;110110180.0;4000.0
2019-2020;1977;275.0;276.0;1.0
2019-2020;1978;514716.0;519918.0;5202.0
2019-2020;1979;46252.0;51269.0;5017.0
2019-2020;1980;340.0;440.0;100.0
2019-2020;1981;161490.0;1616926.0;1455436.0
2019-2020;1982;0.0;332893.0;332893.0
2019-2020;1984;181185207.0;191192207.0;10007000.0
2019-2020;1985;3638252439481.0;3639259456481.0;1007017000.0
2019-2020;1986;23910.0;23910.0;0.0
2019-2020;1988;13.0;13.0;0.0
2019-2020;1989;0.0;1.72957546122485e+16;1.72957546122485e+16
2019-2020;1991;14669.0;15116.0;447.0
2019-2020;1992;1.300223176225176e+18;1.300225176225176e+18;2000000000000.0
2019-2020;1993;85608567320.0;8568568567320.0;8482960000000.0
2019-2020;1994;3.0;3.0;0.0
2019-2020;1995;5840.0;6146.0;306.0
2019-2020;1996;3135.0;3344.0;209.0
2019-2020;1997;5.0;5.0;0.0
2019-2020;1998;901.0;901.0;0.0
2019-2020;1999;18615.0;18615.0;0.0
2019-2020;2;0.0;3815496.0;3815496.0
2019-2020;2000;979.0;980.0;1.0
2019-2020;2001;9332.0;9332.0;0.0
2019-2020;2002;204.0;210.0;6.0
2019-2020;2003;670.0;670.0;0.0
2019-2020;2005;590.0;1533.0;943.0
2019-2020;2007;6570.0;6710.0;140.0
2019-2020;2013;32.0;44.0;12.0
2019-2020;2014;22.0;22.0;0.0
2019-2020;2015;6.118873525161184e+19;6.215100253166215e+20;5.6032129006500964e+20
2019-2020;2016;820.0;863.0;43.0
2019-2020;2017;10126.0;10126.0;0.0
2019-2020;2023;30.0;30.0;0.0
2019-2020;2032;186219081673.0;190819081908.0;4600000235.0
2019-2020;2035;5637.0;5694.0;57.0
2019-2020;2038;120.0;131.0;11.0
2019-2020;2041;3985.0;3985.0;0.0
2019-2020;2043;291.0;343.0;52.0
2019-2020;2047;0.0;0.0;0.0
2019-2020;2048;49832.0;52924.0;3092.0
2019-2020;2055;4393021335.0;4393038432.0;17097.0
2019-2020;2058;0.0;260100.0;260100.0
2019-2020;2060;0.0;0.0;0.0
2019-2020;2070;1.0;1.0;0.0
2019-2020;2072;14316.0;19418.0;5102.0
2019-2020;2073;1.0;1.0;0.0
2019-2020;2074;721.0;727.0;6.0
2019-2020;2075;15.0;15.0;0.0
2019-2020;2076;117.0;117.0;0.0
2019-2020;2077;5.0;5.0;0.0
2019-2020;2078;14.0;14.0;0.0
2019-2020;2079;14.0;14.0;0.0
2019-2020;2080;101.0;108.0;7.0
2019-2020;2082;88.0;98.0;10.0
2019-2020;2083;71.0;75.0;4.0
2019-2020;2084;76.0;82.0;6.0
2019-2020;2085;1422.0;1422.0;0.0
2019-2020;2087;100100100.0;100100100.0;0.0
2019-2020;2091;1193049.0;2383049.0;1190000.0
2019-2020;2092;0.0;0.0;0.0
2019-2020;2093;0.0;0.0;0.0
2019-2020;2094;0.0;0.0;0.0
2019-2020;2095;0.0;0.0;0.0
2019-2020;21;413206888383.0;434214898397.0;21008010014.0
2019-2020;2104;5597.0;7167.0;1570.0
2019-2020;2105;54.0;73.0;19.0
2019-2020;2106;130.0;150.0;20.0
2019-2020;2107;7386.0;7488.0;102.0
2019-2020;2108;7438.0;7478.0;40.0
2019-2020;2109;0.0;0.0;0.0
2019-2020;2110;1228.0;1228.0;0.0
2019-2020;2112;26.0;28.0;2.0
2019-2020;2114;647.0;688.0;41.0
2019-2020;2115;0.0;0.0;0.0
2019-2020;2117;1.0;1.0;0.0
2019-2020;2121;0.0;0.0;0.0
2019-2020;2132;125112511251.0;125112511251.0;0.0
2019-2020;2147;28.0;49.0;21.0
2019-2020;2155;10452.0;10452.0;0.0
2019-2020;2158;100979099.0;100100100100.0;99999121001.0
2019-2020;22;213.0;224.0;11.0
2019-2020;243;50.0;53.0;3.0
2019-2020;245;1121551.0;1131551.0;10000.0
2019-2020;247;2645000.0;315024024.0;312379024.0
2019-2020;254;0.0;0.0;0.0
2019-2020;255;1944.0;1944.0;0.0
2019-2020;261;84.0;84.0;0.0
2019-2020;262;1720.0;1800.0;80.0
2019-2020;263;10974234307329.0;2611553343234339.0;2600579108927010.0
2019-2020;265;441919.0;441919.0;0.0
2019-2020;267;0.0;0.0;0.0
2019-2020;268;2188.0;2188.0;0.0
2019-2020;278;0.0;0.0;0.0
2019-2020;280;0.0;0.0;0.0
2019-2020;282;0.0;0.0;0.0
2019-2020;283;0.0;0.0;0.0
2019-2020;284;0.0;0.0;0.0
2019-2020;288;0.0;0.0;0.0
2019-2020;289;26.0;26.0;0.0
2019-2020;290;1.0;2.0;1.0
2019-2020;291;17.0;21.0;4.0
2019-2020;292;207.0;219.0;12.0
2019-2020;293;11.0;11.0;0.0
2019-2020;294;21.0;25.0;4.0
2019-2020;296;14011.0;14013.0;2.0
2019-2020;299;4000.0;4000.0;0.0
2019-2020;3;102.0;104.0;2.0
2019-2020;304;0.0;0.0;0.0
2019-2020;309;29.0;29.0;0.0
2019-2020;314;548.0;613.0;65.0
2019-2020;315;34.0;38.0;4.0
2019-2020;335;0.0;0.0;0.0
2019-2020;337;0.0;0.0;0.0
2019-2020;339;0.0;0.0;0.0
2019-2020;34;0.0;45997.0;45997.0
