fiscal_yr;service_id;volume_meeting_target;total_volume;volume_not_meeting_target
2019-2020;341;0.0;0.0;0.0
2019-2020;344;0.0;0.0;0.0
2019-2020;351;0.0;0.0;0.0
2019-2020;352;0.0;0.0;0.0
2019-2020;353;0.0;0.0;0.0
2019-2020;354;0.0;0.0;0.0
2019-2020;355;0.0;0.0;0.0
2019-2020;356;0.0;0.0;0.0
2019-2020;357;730390.0;758464.0;28074.0
2019-2020;36;0.0;165758.0;165758.0
2019-2020;37;0.0;10011457.0;10011457.0
2019-2020;4;114.0;127.0;13.0
2019-2020;425;246266732.0;273288791.0;27022059.0
2019-2020;429;99.0;2668.0;2569.0
2019-2020;46;0.0;28.0;28.0
2019-2020;47;0.0;80.0;80.0
2019-2020;48;0.0;101206744253400.0;101206744253400.0
2019-2020;5;14.0;29.0;15.0
2019-2020;53;1216.0;2285.0;1069.0
2019-2020;57;54.0;66.0;12.0
2019-2020;6;23.0;26.0;3.0
2019-2020;655;11.0;12.0;1.0
2019-2020;656;0.0;0.0;0.0
2019-2020;657;1255650.0;1256760.0;1110.0
2019-2020;658;509.0;880.0;371.0
2019-2020;659;84129129.0;86129129.0;2000000.0
2019-2020;660;361830850.0;492871871.0;131041021.0
2019-2020;661;865784.0;888886.0;23102.0
2019-2020;662;120120131.0;126126144.0;6006013.0
2019-2020;663;3129124.0;3232150.0;103026.0
2019-2020;664;510670.0;527116.0;16446.0
2019-2020;665;1553.0;1627.0;74.0
2019-2020;667;13746.0;13746.0;0.0
2019-2020;668;514.0;514.0;0.0
2019-2020;669;37903219177.0;38684228384.0;781009207.0
2019-2020;679;280714.0;370824.0;90110.0
2019-2020;680;11401142.0;11421142.0;20000.0
2019-2020;687;2185.0;2185.0;0.0
2019-2020;688;0.0;10248.0;10248.0
2019-2020;689;67163.0;68583.0;1420.0
2019-2020;690;345.0;350.0;5.0
2019-2020;691;0.0;0.0;0.0
2019-2020;694;7184304.0;7414807.0;230503.0
2019-2020;7;302369.0;313011.0;10642.0
2019-2020;707;3363031773.0;3553932097.0;190900324.0
2019-2020;712;0.0;0.0;0.0
2019-2020;716;1985.0;2203.0;218.0
2019-2020;719;1748.0;1961.0;213.0
2019-2020;723;147102.0;158102.0;11000.0
2019-2020;726;44626.0;83414.0;38788.0
2019-2020;728;2888314619720.0;4615174634237.0;1726860014517.0
2019-2020;730;1.1002110021100212e+19;1.1890118901189011e+19;8.880088800887992e+17
2019-2020;731;18.0;18.0;0.0
2019-2020;732;6100610.0;7180718.0;1080108.0
2019-2020;733;32.0;32.0;0.0
2019-2020;734;14812.0;14818.0;6.0
2019-2020;735;104104.0;116116.0;12012.0
2019-2020;736;0.0;0.0;0.0
2019-2020;737;1287.0;1598.0;311.0
2019-2020;739;176176176.0;196196196.0;20020020.0
2019-2020;740;14.0;14.0;0.0
2019-2020;741;0.0;0.0;0.0
2019-2020;742;71.0;71.0;0.0
2019-2020;743;125604.0;125604.0;0.0
2019-2020;744;124958.0;197963.0;73005.0
2019-2020;745;1025.0;1190.0;165.0
2019-2020;746;2948.0;3369.0;421.0
2019-2020;747;0.0;0.0;0.0
2019-2020;748;34353065.0;37023702.0;2670637.0
2019-2020;749;24492521.0;32752963.0;8260442.0
2019-2020;750;9811645106343.0;12862269140431.0;3050624034088.0
2019-2020;751;99798.0;101840.0;2042.0
2019-2020;752;136637564.0;138667953.0;2030389.0
2019-2020;753;0.0;0.0;0.0
2019-2020;754;467.0;473.0;6.0
2019-2020;755;422237372631.0;422237772631.0;400000.0
2019-2020;756;3523.0;3914.0;391.0
2019-2020;757;54455173.0;54455445.0;272.0
2019-2020;758;25302404.0;25302530.0;126.0
2019-2020;759;734.0;734.0;0.0
2019-2020;761;339.0;341.0;2.0
2019-2020;762;350025.0;350025.0;0.0
2019-2020;763;600000.0;600000.0;0.0
2019-2020;766;0.0;0.0;0.0
2019-2020;767;0.0;0.0;0.0
2019-2020;768;0.0;0.0;0.0
2019-2020;770;0.0;0.0;0.0
2019-2020;771;0.0;0.0;0.0
2019-2020;772;0.0;0.0;0.0
2019-2020;775;0.0;0.0;0.0
2019-2020;795;0.0;0.0;0.0
2019-2020;8;0.0;11408.0;11408.0
2019-2020;800;52.0;52.0;0.0
2019-2020;808;0.0;0.0;0.0
2019-2020;810;4400.0;4700.0;300.0
2019-2020;811;0.0;0.0;0.0
2019-2020;813;0.0;0.0;0.0
2019-2020;814;0.0;0.0;0.0
2019-2020;815;0.0;0.0;0.0
2019-2020;816;0.0;0.0;0.0
2019-2020;817;0.0;0.0;0.0
2019-2020;818;0.0;0.0;0.0
2019-2020;838;0.0;0.0;0.0
2019-2020;843;80000.0;1000010000.0;999930000.0
2019-2020;845;0.0;0.0;0.0
2019-2020;846;333.0;333.0;0.0
2019-2020;849;60.0;61.0;1.0
2019-2020;850;37.0;58.0;21.0
2019-2020;851;0.0;0.0;0.0
2019-2020;859;263.0;333.0;70.0
2019-2020;860;802.0;827.0;25.0
2019-2020;861;1382.0;1386.0;4.0
2019-2020;862;98.0;123.0;25.0
2019-2020;863;926.0;945.0;19.0
2019-2020;864;171.0;196.0;25.0
2019-2020;868;173.0;208.0;35.0
2019-2020;869;19.0;19.0;0.0
2019-2020;870;1.2101111663213904e+17;1.4395614531714531e+17;2.294502868500627e+16
2019-2020;871;17313311463.0;17313311465.0;2.0
2019-2020;872;891.0;900.0;9.0
2019-2020;874;2564.0;2564.0;0.0
2019-2020;875;4102.0;4102.0;0.0
2019-2020;876;479.0;755.0;276.0
2019-2020;877;3151.0;3151.0;0.0
2019-2020;878;203.0;203.0;0.0
2019-2020;879;105348.0;105906.0;558.0
2019-2020;880;29.0;29.0;0.0
2019-2020;882;0.0;0.0;0.0
2019-2020;888;2291749.0;2291896.0;147.0
2019-2020;890;20.0;20.0;0.0
2019-2020;891;313.0;325.0;12.0
2019-2020;892;4660.0;5060.0;400.0
2019-2020;895;1190.0;1190.0;0.0
2019-2020;896;100.0;153.0;53.0
2019-2020;898;3003.0;3618.0;615.0
2019-2020;899;3982.0;4279.0;297.0
2019-2020;900;2996118589430128.0;3037618853502834.0;41500264072706.0
2019-2020;902;3.200000001725712e+20;3.200000002101972e+20;37625987072.0
2019-2020;903;397.0;397.0;0.0
2019-2020;904;40000000.0;40000000.0;0.0
2019-2020;905;216.0;216.0;0.0
2019-2020;906;4275.0;10219.0;5944.0
2019-2020;907;8153.0;9265.0;1112.0
2019-2020;908;347.0;365.0;18.0
2019-2020;909;304.0;305.0;1.0
2019-2020;910;109.0;112.0;3.0
2019-2020;912;129.0;147.0;18.0
2019-2020;914;3087.0;3087.0;0.0
2019-2020;915;248.0;256.0;8.0
2019-2020;916;282.0;292.0;10.0
2019-2020;917;44.0;49.0;5.0
2019-2020;918;2414451047.0;2837301136.0;422850089.0
2019-2020;919;477502.0;511511.0;34009.0
2019-2020;920;67.0;76.0;9.0
2019-2020;921;10366.0;103103.0;92737.0
2019-2020;926;418672418672.0;460332460332.0;41660041660.0
2019-2020;927;0.0;1020.0;1020.0
2019-2020;928;0.0;0.0;0.0
2019-2020;929;630000.0;700000.0;70000.0
2019-2020;937;59075907.0;85008500.0;25932593.0
2019-2020;938;2.397325412157184e+29;2.7876261981827737e+29;3.903007860255897e+28
2019-2020;939;26480.0;26747.0;267.0
2019-2020;940;1390826242451.0;142985014772786.0;141594188530335.0
2019-2020;943;60.0;60.0;0.0
2019-2020;944;0.0;0.0;0.0
2019-2020;950;60525277.0;60525277.0;0.0
2019-2020;956;165453124.0;481479400.0;316026276.0
2019-2020;960;19201635.0;20432043.0;1230408.0
2019-2020;961;77.0;133.0;56.0
2019-2020;965;4.0;4.0;0.0
2019-2020;977;7610.0;8010.0;400.0
2019-2020;979;6816718300.0;753171830139.0;746355111839.0
2019-2020;980;44601961819446.0;4461919191919446.0;4417317230100000.0
2019-2020;984;0.0;0.0;0.0
2019-2020;985;11.0;11.0;0.0
2019-2020;986;28951630131.0;32901940152.0;3950310021.0
2019-2020;987;7936041303688143.0;8146041307734143.0;210000004046000.0
2019-2020;988;213.0;222.0;9.0
2019-2020;989;271325325.0;309359359.0;38034034.0
2019-2020;991;3.1737430735724024e+16;5.914369763886437e+16;2.7406266903140344e+16
2019-2020;993;560.0;560.0;0.0
2019-2020;994;47.0;47.0;0.0
2019-2020;995;0.0;0.0;0.0
2019-2020;997;111.0;111.0;0.0
2019-2020;998;20.0;20.0;0.0
2019-2020;999;27.0;27.0;0.0
2020-2021;1;1398285135716.0;2505290141960.0;1107005006244.0
2020-2021;10;712216451212.0;715421221499.0;3204770287.0
2020-2021;1001;335545.0;370582.0;35037.0
2020-2021;1002;0.0;0.0;0.0
2020-2021;1003;626460121373.0;705139824095.0;78679702722.0
2020-2021;1004;0.0;0.0;0.0
2020-2021;1005;0.0;0.0;0.0
2020-2021;1006;8.061821512802117e+16;8.066821512802118e+16;50000000000016.0
2020-2021;1008;8786.0;869786.0;861000.0
2020-2021;1009;138148.0;150150.0;12002.0
2020-2021;1010;28.0;28.0;0.0
2020-2021;1011;515151.0;515151.0;0.0
2020-2021;1013;415.0;419.0;4.0
2020-2021;1015;8.0;8.0;0.0
2020-2021;1016;0.0;0.0;0.0
2020-2021;1017;0.0;0.0;0.0
2020-2021;1019;100.0;100.0;0.0
2020-2021;1020;1.0;1.0;0.0
2020-2021;1021;5.0;5.0;0.0
2020-2021;1022;3.0;3.0;0.0
2020-2021;1023;100.0;100.0;0.0
2020-2021;1024;1.0;1.0;0.0
2020-2021;1025;11.0;11.0;0.0
2020-2021;1027;6793222462.0;6793222462.0;0.0
2020-2021;1028;9359.0;11359.0;2000.0
2020-2021;1029;77777171.0;77777777.0;606.0
2020-2021;1030;0.0;0.0;0.0
2020-2021;1032;231980.0;231980.0;0.0
2020-2021;1033;838383.0;838383.0;0.0
2020-2021;1034;222.0;222.0;0.0
2020-2021;1035;155.0;158.0;3.0
2020-2021;1037;277.0;284.0;7.0
2020-2021;1041;0.0;0.0;0.0
2020-2021;1043;5101.0;5101.0;0.0
2020-2021;1045;43.0;43.0;0.0
2020-2021;1046;12.0;12.0;0.0
2020-2021;1047;4.0;4.0;0.0
2020-2021;1050;0.0;0.0;0.0
2020-2021;1052;0.0;0.0;0.0
2020-2021;1055;12134.0;12219.0;85.0
2020-2021;1058;35.0;35.0;0.0
2020-2021;1059;8915.0;15110.0;6195.0
2020-2021;1060;2381.0;3261.0;880.0
2020-2021;1062;34120.0;34120.0;0.0
2020-2021;1064;674793.0;95479479.0;94804686.0
2020-2021;1065;1111115011113.0;1111115011113.0;0.0
2020-2021;1066;1715584.0;2064785.0;349201.0
2020-2021;1089;67.0;67.0;0.0
2020-2021;1090;15320.0;17137.0;1817.0
2020-2021;1093;1271983.0;2051586.0;779603.0
2020-2021;1095;8929350.0;8929350.0;0.0
2020-2021;1097;229678791076245.0;236015371592179.0;6336580515934.0
2020-2021;1098;3481861225900.0;3609231501023.0;127370275123.0
2020-2021;1099;6572002317795.0;6755872335894.0;183870018099.0
2020-2021;1100;590.0;1002.0;412.0
2020-2021;1101;2319550.0;2384684.0;65134.0
2020-2021;1103;36.0;36.0;0.0
2020-2021;1104;94.0;107.0;13.0
2020-2021;1107;0.0;0.0;0.0
2020-2021;1113;1745013753.0;2299319421.0;554305668.0
2020-2021;1115;309067.0;328458.0;19391.0
2020-2021;1117;0.0;0.0;0.0
2020-2021;1119;20.0;21.0;1.0
2020-2021;1120;9.0;9.0;0.0
2020-2021;1122;95877395.0;1.0114152995751948e+16;1.0114152899874552e+16
2020-2021;1130;495475.0;500500.0;5025.0
2020-2021;1132;37098.0;43742.0;6644.0
2020-2021;1139;0.0;0.0;0.0
2020-2021;1141;0.0;0.0;0.0
2020-2021;1142;5.0;5.0;0.0
2020-2021;1143;0.0;0.0;0.0
2020-2021;1144;346616838101.0;4111701132246.0;3765084294145.0
2020-2021;1146;0.0;0.0;0.0
2020-2021;1147;4064.0;4326.0;262.0
2020-2021;1156;58.0;59.0;1.0
2020-2021;1160;0.0;0.0;0.0
2020-2021;1161;0.0;0.0;0.0
2020-2021;1162;0.0;0.0;0.0
2020-2021;1163;0.0;0.0;0.0
2020-2021;1164;0.0;0.0;0.0
2020-2021;1165;0.0;0.0;0.0
2020-2021;1176;432.0;435.0;3.0
2020-2021;1180;641.0;743.0;102.0
2020-2021;1187;0.0;0.0;0.0
2020-2021;1195;5023816702.0;5152618496.0;128801794.0
2020-2021;1202;1861.0;2546.0;685.0
2020-2021;1204;0.0;0.0;0.0
2020-2021;1208;2860.0;2866.0;6.0
2020-2021;1211;96.0;96.0;0.0
2020-2021;1218;168100.0;168106.0;6.0
2020-2021;1220;773661120432.0;774063127458.0;402007026.0
2020-2021;1221;85235987.0;86296062.0;1060075.0
2020-2021;1222;1209.0;1209.0;0.0
2020-2021;1223;31.0;31.0;0.0
2020-2021;1228;2.0;2.0;0.0
2020-2021;1234;38.0;38.0;0.0
2020-2021;1235;6.565965659656597e+55;1.0382010382010382e+65;1.0382010375444416e+65
2020-2021;1237;268357.0;268357.0;0.0
2020-2021;1238;354.0;486.0;132.0
2020-2021;1242;0.0;0.0;0.0
2020-2021;1243;430.0;648.0;218.0
2020-2021;1244;1221224242424242.0;1251255050505050.0;30030808080808.0
2020-2021;1248;1356.0;1474.0;118.0
2020-2021;1249;694.0;694.0;0.0
2020-2021;1250;1111.0;1111.0;0.0
2020-2021;1251;621.0;621.0;0.0
2020-2021;1252;112154840838.0;117596741126.0;5441900288.0
2020-2021;1253;6.8346834214221435e+59;8.332833236243625e+59;1.4981498148214816e+59
2020-2021;1254;8.231439651580507e+19;8.321442651581507e+19;9.000300000100024e+17
2020-2021;1255;1.1566115661156612e+34;1.2377123771237711e+39;1.2377008110081099e+39
2020-2021;1256;1788.0;2190.0;402.0
2020-2021;1257;7400.0;25200.0;17800.0
2020-2021;1258;1.8526622931485532e+170;1.1123475314048554e+190;1.1123475314048554e+190
2020-2021;1260;0.0;0.0;0.0
2020-2021;1264;721.0;794.0;73.0
2020-2021;1266;370629407.0;418032994.0;47403587.0
2020-2021;1267;2.022320223202232e+139;2.615826158261582e+139;5.935059350593501e+138
2020-2021;1268;4742123228.0;4949333333.0;207210105.0
2020-2021;1269;244.0;268.0;24.0
2020-2021;127;84.0;86.0;2.0
2020-2021;1270;11497.0;11497.0;0.0
2020-2021;1271;14282.0;14282.0;0.0
2020-2021;1273;113.0;136.0;23.0
2020-2021;1274;15651774270000.0;18771877770000.0;3120103500000.0
2020-2021;1275;179424361.0;208624867.0;29200506.0
2020-2021;1276;2.2362064540823447e+22;6.370243163702432e+22;4.1340367096200875e+22
2020-2021;1277;359243.0;361243.0;2000.0
2020-2021;1279;9887.0;9887.0;0.0
2020-2021;1280;8858.0;9167.0;309.0
2020-2021;1281;934.0;1009.0;75.0
2020-2021;1282;1.211304294345334e+18;3.461358346358346e+18;2.2500540520130122e+18
2020-2021;1283;1050.0;1147.0;97.0
2020-2021;1287;111391040000.0;13131010100000.0;13019619060000.0
2020-2021;1289;9.411910713549e+16;1.1114011114014e+18;1.01728200426591e+18
2020-2021;129;97.0;97.0;0.0
2020-2021;1291;2937.0;3137.0;200.0
2020-2021;1292;4.111191992033698e+16;4.195092580033698e+16;839005880000000.0
2020-2021;1294;21063219795.0;21074220696.0;11000901.0
2020-2021;1295;2784.0;2845.0;61.0
2020-2021;1296;4.466946854054927e+47;1.0602306854112052e+48;6.135360000057125e+47
2020-2021;1298;8.634124034104787e+18;8.634124034180647e+18;75859968.0
2020-2021;1299;0.0;0.0;0.0
2020-2021;13;10663.0;12186.0;1523.0
2020-2021;130;6319.0;6319.0;0.0
2020-2021;1301;307178151.0;313184155.0;6006004.0
2020-2021;1304;305313917614.0;305313917614.0;0.0
2020-2021;1306;1.1731173117311734e+49;1.2191219121912195e+49;4.600460046004605e+47
2020-2021;1307;246246.0;373373.0;127127.0
2020-2021;1309;0.0;0.0;0.0
2020-2021;131;2190.0;2200.0;10.0
2020-2021;1315;12411644225.0;12411644225.0;0.0
2020-2021;1317;12.0;12.0;0.0
2020-2021;1318;4.0;4.0;0.0
2020-2021;1319;12.0;12.0;0.0
2020-2021;132;72945.0;841015.0;768070.0
2020-2021;1320;12.0;12.0;0.0
2020-2021;1321;41.0;41.0;0.0
2020-2021;1322;3.79338848706527e+27;3.817410193822284e+27;2.402170675701435e+25
2020-2021;1323;4102920000.0;101021020000.0;96918100000.0
2020-2021;1326;0.0;0.0;0.0
2020-2021;1327;12.0;12.0;0.0
2020-2021;1328;51.0;52.0;1.0
2020-2021;133;103842.0;104419.0;577.0
2020-2021;1330;129898.0;129898.0;0.0
2020-2021;1331;21120684241038.0;22956728461314.0;1836044220276.0
2020-2021;1332;7.769213388907817e+26;2.2130221309238823e+27;1.4361007920331007e+27
2020-2021;1337;1920.0;2647.0;727.0
2020-2021;1338;13257.0;13284.0;27.0
2020-2021;1339;10169.0;11596.0;1427.0
2020-2021;134;4669.0;5333.0;664.0
2020-2021;1340;351182.0;351195.0;13.0
2020-2021;1343;13511.0;14612.0;1101.0
2020-2021;1345;84.0;87.0;3.0
2020-2021;1347;25654.0;31768.0;6114.0
2020-2021;1348;53521192167251.0;53522216188273.0;1024021022.0
2020-2021;135;682401351781097.0;702481612001103.0;20080260220006.0
2020-2021;1350;110.0;120.0;10.0
2020-2021;1351;0.0;0.0;0.0
2020-2021;1352;120000.0;120000.0;0.0
2020-2021;1353;120000.0;120000.0;0.0
2020-2021;1354;0.0;0.0;0.0
2020-2021;1355;0.0;0.0;0.0
2020-2021;136;81561490.0;81571492.0;10002.0
2020-2021;1366;0.0;0.0;0.0
2020-2021;1367;51524.0;51524.0;0.0
2020-2021;1369;2.0;2.0;0.0
2020-2021;137;1745012145.0;1945012152.0;200000007.0
2020-2021;1371;9065.0;9250.0;185.0
2020-2021;1373;73.0;73.0;0.0
2020-2021;1374;1090755.0;21511098.0;20420343.0
2020-2021;138;93351353117.0;101361553124.0;8010200007.0
2020-2021;139;13024415316.0;16325615321.0;3301200005.0
2020-2021;1391;0.0;0.0;0.0
2020-2021;1393;0.0;0.0;0.0
2020-2021;1397;113.0;169.0;56.0
2020-2021;140;22440.0;23440.0;1000.0
2020-2021;1414;0.0;0.0;0.0
2020-2021;1415;0.0;0.0;0.0
2020-2021;1420;9.938801460299064e+20;1.337210905305008e+22;1.2378228907020174e+22
2020-2021;1421;980.0;989.0;9.0
2020-2021;1422;1755629455.0;17627012122.0;15871382667.0
2020-2021;1423;273681303.0;1018143206.0;744461903.0
2020-2021;1428;152221203035.0;259525223307.0;107304020272.0
2020-2021;1429;758.0;3124.0;2366.0
2020-2021;1430;1238.0;7597.0;6359.0
2020-2021;1431;1.0;19.0;18.0
2020-2021;1433;10264.0;27035.0;16771.0
2020-2021;1439;40.0;68660.0;68620.0
2020-2021;144;1516121133.0;1716141133.0;200020000.0
2020-2021;1441;31241014.0;758512486.0;727271472.0
2020-2021;1442;8252.0;22059.0;13807.0
2020-2021;145;4596726381274370.0;4646727971344374.0;50001590070004.0
2020-2021;146;21115910.0;29178911.0;8063001.0
2020-2021;1462;1.0;1.0;0.0
2020-2021;1466;101.0;101.0;0.0
2020-2021;1467;3411007.0;3741060.0;330053.0
2020-2021;1468;47.0;49.0;2.0
2020-2021;1469;10983.0;10983.0;0.0
2020-2021;147;39.0;43.0;4.0
2020-2021;1472;0.0;0.0;0.0
2020-2021;1473;730.0;730.0;0.0
2020-2021;1474;215120.0;215150.0;30.0
2020-2021;1475;2922927.0;36536512.0;33613585.0
2020-2021;148;246063.0;246363.0;300.0
2020-2021;1482;5739742.0;579682756.0;573943014.0
2020-2021;149;17517.0;17517.0;0.0
2020-2021;1491;2.6089339778584185e+36;3.2395175128152025e+37;2.978624115029361e+37
2020-2021;1494;48.0;9308.0;9260.0
2020-2021;1495;1581.0;10476.0;8895.0
2020-2021;1496;985.0;1001.0;16.0
2020-2021;1498;0.0;0.0;0.0
2020-2021;15;0.0;80228.0;80228.0
2020-2021;1500;98849884.0;1108111081.0;1009261197.0
2020-2021;1501;6098.0;6989.0;891.0
2020-2021;1506;6570236.0;7300262.0;730026.0
2020-2021;1514;0.0;0.0;0.0
2020-2021;1515;249.0;249.0;0.0
2020-2021;1516;0.0;0.0;0.0
2020-2021;152;97037.0;99037.0;2000.0
2020-2021;1521;0.0;0.0;0.0
2020-2021;1526;2549.0;2832.0;283.0
2020-2021;1528;782.0;1286.0;504.0
2020-2021;1533;13.0;21.0;8.0
2020-2021;1536;3124.0;3124.0;0.0
2020-2021;1538;10.0;11.0;1.0
2020-2021;1539;0.0;0.0;0.0
2020-2021;154;134656.0;144674.0;10018.0
2020-2021;1540;0.0;0.0;0.0
2020-2021;1541;1.0;1.0;0.0
2020-2021;1542;9.0;9.0;0.0
2020-2021;1543;127147.0;127159.0;12.0
2020-2021;1548;126331.0;126331.0;0.0
2020-2021;1549;522.0;522.0;0.0
2020-2021;155;5.1421112748134e+18;6.3731180786138e+18;1.2310068038004e+18
2020-2021;1550;0.0;0.0;0.0
2020-2021;1551;107510621012.0;125012501250.0;17501880238.0
2020-2021;1552;470465.0;547547.0;77082.0
2020-2021;1553;80930.0;861076712.0;860995782.0
2020-2021;1556;18.0;18.0;0.0
2020-2021;1557;0.0;1045.0;1045.0
2020-2021;156;120143414108420.0;145156424109472.0;25013010001052.0
2020-2021;1561;796.0;2272.0;1476.0
2020-2021;1564;42274.0;42274.0;0.0
2020-2021;1567;0.0;0.0;0.0
2020-2021;157;2822270.0;62244840.0;59422570.0
2020-2021;1578;0.0;0.0;0.0
2020-2021;1579;17.0;17.0;0.0
2020-2021;158;511312.0;611313.0;100001.0
2020-2021;1581;1147.0;1166.0;19.0
2020-2021;1584;104491555.0;105521657.0;1030102.0
2020-2021;1585;1929.0;19212.0;17283.0
2020-2021;1586;12.0;12.0;0.0
2020-2021;1587;323.0;373.0;50.0
2020-2021;1588;128.0;128.0;0.0
2020-2021;1589;1.0;1.0;0.0
2020-2021;1590;1.0;1.0;0.0
2020-2021;1591;1.0;1.0;0.0
2020-2021;1592;0.0;0.0;0.0
2020-2021;1593;5.0;5.0;0.0
2020-2021;1594;0.0;0.0;0.0
2020-2021;1595;9.0;9.0;0.0
2020-2021;1596;10.0;10.0;0.0
2020-2021;160;143600.0;146430.0;2830.0
2020-2021;161;37382512.0;40382516.0;3000004.0
2020-2021;1612;20270.0;20270.0;0.0
2020-2021;1614;8.179258311914141e+56;8.179258311914141e+56;0.0
2020-2021;1616;4111.0;4111.0;0.0
2020-2021;162;3598101881.0;39822112283.0;36224010402.0
2020-2021;1620;1.355001108e+24;1.355001108e+24;0.0
2020-2021;1621;80.0;80.0;0.0
2020-2021;1622;100000000.0;100000000.0;0.0
2020-2021;1623;6.0;6.0;0.0
2020-2021;1624;5651.0;5651.0;0.0
2020-2021;163;83.0;83.0;0.0
2020-2021;1631;110.0;110.0;0.0
2020-2021;1632;1115.0;1118.0;3.0
2020-2021;1634;19.0;111.0;92.0
2020-2021;1635;0.0;0.0;0.0
2020-2021;1636;0.0;0.0;0.0
2020-2021;1637;0.0;0.0;0.0
2020-2021;1638;0.0;0.0;0.0
2020-2021;1640;165800.0;174500.0;8700.0
2020-2021;1641;265.0;279.0;14.0
2020-2021;1643;0.0;0.0;0.0
2020-2021;1644;0.0;0.0;0.0
2020-2021;1645;441.0;465.0;24.0
2020-2021;1646;0.0;0.0;0.0
2020-2021;1647;0.0;0.0;0.0
2020-2021;1648;0.0;0.0;0.0
2020-2021;1649;0.0;0.0;0.0
2020-2021;165;321451494.0;481774512.0;160323018.0
2020-2021;1650;0.0;0.0;0.0
2020-2021;1654;0.0;0.0;0.0
2020-2021;1655;0.0;0.0;0.0
2020-2021;1658;1319.0;1386.0;67.0
2020-2021;1659;0.0;0.0;0.0
2020-2021;1660;0.0;0.0;0.0
2020-2021;167;513.0;541.0;28.0
2020-2021;1670;0.0;0.0;0.0
2020-2021;1671;455379384.0;464445389.0;9066005.0
2020-2021;1672;0.0;0.0;0.0
2020-2021;1673;0.0;0.0;0.0
2020-2021;1677;358.0;365.0;7.0
2020-2021;1679;12000.0;12000.0;0.0
2020-2021;169;69493022.0;69496535.0;3513.0
2020-2021;1690;1154.0;1154.0;0.0
2020-2021;1691;678782027.0;678892134.0;110107.0
2020-2021;1698;308428.0;312974.0;4546.0
2020-2021;1704;20458.0;20458.0;0.0
2020-2021;1709;0.0;0.0;0.0
2020-2021;1711;0.0;0.0;0.0
2020-2021;172;5611.0;6431.0;820.0
2020-2021;1720;52.0;52.0;0.0
2020-2021;1728;4.0;9.0;5.0
2020-2021;173;299225842541.0;331625844825.0;32400002284.0
2020-2021;1737;9587108.0;9696109.0;109001.0
2020-2021;1738;22220850.0;226226549.0;204005699.0
2020-2021;1739;262561.0;262662.0;101.0
2020-2021;1740;909190.0;959595.0;50405.0
2020-2021;1742;0.0;0.0;0.0
2020-2021;1744;0.0;0.0;0.0
2020-2021;1745;34008100240.0;40009000300.0;6000900060.0
2020-2021;1746;2400.0;3000.0;600.0
2020-2021;1748;252623.0;272727.0;20104.0
2020-2021;1749;534843.0;535353.0;510.0
2020-2021;178;385812852812.0;431736315192.0;45923462380.0
2020-2021;18;4112366938665.0;4333030644175.0;220663705510.0
2020-2021;1804;24248.0;37305.0;13057.0
2020-2021;1805;23337.0;28283.0;4946.0
2020-2021;1821;2590.0;40100.0;37510.0
2020-2021;1823;0.0;0.0;0.0
2020-2021;1824;0.0;0.0;0.0
2020-2021;1825;0.0;0.0;0.0
2020-2021;1837;23711531.0;24501541.0;790010.0
2020-2021;1849;0.0;0.0;0.0
2020-2021;1854;3449.0;8414.0;4965.0
2020-2021;1855;7254.0;7254.0;0.0
2020-2021;1859;113.0;113.0;0.0
2020-2021;1862;108.0;111.0;3.0
2020-2021;1863;1.0;1.0;0.0
2020-2021;1866;4216.0;4242.0;26.0
2020-2021;1867;0.0;0.0;0.0
2020-2021;1868;0.0;0.0;0.0
2020-2021;1870;864123.0;864123.0;0.0
2020-2021;1872;2.422840324228403e+31;2.4228946242289464e+31;5.430000054345297e+26
2020-2021;1873;6743700.0;6764000.0;20300.0
2020-2021;1874;0.0;0.0;0.0
2020-2021;1875;38942.0;39336.0;394.0
2020-2021;1892;362634321021.0;400239811060.0;37605490039.0
2020-2021;1899;21.0;21.0;0.0
2020-2021;1901;141811.0;167825.0;26014.0
2020-2021;1902;22677.0;213678.0;191001.0
2020-2021;1903;62.0;62.0;0.0
2020-2021;1904;1944.0;2354.0;410.0
2020-2021;1905;338.0;380.0;42.0
2020-2021;1906;203062.0;206162.0;3100.0
2020-2021;1907;121160.0;125161.0;4001.0
2020-2021;1908;212942.0;234973.0;22031.0
2020-2021;1909;107274222.0;115292277.0;8018055.0
2020-2021;1910;9811563.0;10981662.0;1170099.0
2020-2021;1911;11001436.0;11251440.0;250004.0
2020-2021;1912;3241391908.0;42214141396.0;38972749488.0
2020-2021;1913;17160.0;64163.0;47003.0
2020-2021;1920;328581.0;348695.0;20114.0
2020-2021;1921;4453013.0;4703343.0;250330.0
2020-2021;1922;25285.0;25290.0;5.0
2020-2021;1923;858312160.0;1230724177.0;372412017.0
2020-2021;1924;183450.0;205467.0;22017.0
2020-2021;1925;115123.0;117136.0;2013.0
2020-2021;1931;77.0;77.0;0.0
2020-2021;1943;776.0;892.0;116.0
2020-2021;1944;276.0;317.0;41.0
2020-2021;1947;974.0;974.0;0.0
2020-2021;1948;200.0;304.0;104.0
2020-2021;195;1257999.0;15511551.0;14253552.0
2020-2021;1950;0.0;0.0;0.0
2020-2021;1954;0.0;0.0;0.0
2020-2021;1957;26877.0;28292.0;1415.0
2020-2021;1961;50.0;74.0;24.0
2020-2021;1967;364.0;364.0;0.0
2020-2021;1973;615151.0;665151.0;50000.0
