fiscal_yr;org_id;service_id;channel;volume
2021-2022;138;1620;mail;60.0
2020-2021;138;1622;mail;13169.0
2019-2020;138;1627;mail;3.0
2022-2023;139;1628;mail;547.0
2019-2020;139;1628;mail;705.0
2020-2021;139;1628;mail;267.0
2021-2022;139;1628;mail;14.0
2018-2019;138;1629;mail;1609.0
2019-2020;138;1629;mail;1194.0
2018-2019;138;1631;mail;3.0
2018-2019;138;1635;mail;2.0
2020-2021;138;1646;mail;289.0
2021-2022;134;1647;mail;409.0
2020-2021;138;1648;mail;3098.0
2020-2021;138;1649;mail;1200.0
2022-2023;134;1657;mail;600.0
2020-2021;99;165;mail;56.0
2021-2022;99;165;mail;58.0
2019-2020;138;1664;mail;381.0
2018-2019;134;1670;mail;3130.0
2020-2021;134;1670;mail;3130.0
2022-2023;95;1671;mail;3.0
2019-2020;95;1671;mail;613.0
2020-2021;95;1671;mail;143.0
2021-2022;95;1671;mail;8.0
2018-2019;134;1672;mail;1500.0
2020-2021;134;1672;mail;1500.0
2018-2019;134;1673;mail;575.0
2020-2021;134;1673;mail;575.0
2019-2020;63;1678;mail;5.0
2022-2023;126;1690;mail;92.0
2020-2021;126;1690;mail;480.0
2021-2022;126;1690;mail;12.0
2020-2021;126;1695;mail;2.0
2021-2022;126;1695;mail;2.0
2022-2023;126;1699;mail;15200.0
2019-2020;126;1699;mail;15200.0
2020-2021;126;1699;mail;15200.0
2021-2022;126;1699;mail;35000.0
2019-2020;139;1707;mail;178.0
2019-2020;348;1717;mail;100.0
2019-2020;63;1719;mail;3.0
2019-2020;63;1721;mail;37.0
2019-2020;63;1722;mail;13.0
2020-2021;223;1728;mail;1.0
2018-2019;129;1734;mail;3.0
2018-2019;129;1736;mail;70.0
2018-2019;306;173;mail;563.0
2018-2019;129;1753;mail;483.0
2018-2019;539;1818;mail;26.0
2019-2020;539;1818;mail;19.0
2018-2019;266;1821;mail;16.0
2022-2023;266;1822;mail;1.0
2018-2019;247;1823;mail;445.0
2019-2020;247;1823;mail;285.0
2019-2020;247;1824;mail;38.0
2018-2019;247;1825;mail;345.0
2022-2023;122;1837;mail;398.0
2018-2019;122;1837;mail;1855.0
2020-2021;122;1837;mail;870.0
2021-2022;122;1837;mail;854.0
2022-2023;199;1854;mail;75.0
2020-2021;199;1854;mail;1726.0
2022-2023;126;1856;mail;61857.0
2020-2021;126;1856;mail;31137.0
2022-2023;199;1867;mail;3.0
2018-2019;199;1867;mail;29.0
2019-2020;199;1867;mail;3.0
2022-2023;199;1869;mail;8.0
2020-2021;199;1869;mail;25.0
2021-2022;199;1869;mail;16.0
2018-2019;295;1873;mail;394.0
2019-2020;295;1873;mail;394.0
2018-2019;93;1874;mail;31.0
2019-2020;93;1874;mail;5.0
2022-2023;240;1877;mail;5708.0
2018-2019;240;1877;mail;23000.0
2019-2020;240;1877;mail;23000.0
2020-2021;240;1877;mail;5804.0
2021-2022;240;1877;mail;6750.0
2022-2023;240;1879;mail;391.0
2018-2019;240;1879;mail;600.0
2019-2020;240;1879;mail;569.0
2020-2021;240;1879;mail;361.0
2021-2022;240;1879;mail;234.0
2018-2019;240;1882;mail;200.0
2019-2020;240;1882;mail;200.0
2020-2021;240;1882;mail;200.0
2021-2022;240;1882;mail;100.0
2018-2019;130;1888;mail;46.0
2022-2023;227;1892;mail;16121.0
2018-2019;227;1892;mail;13826.0
2019-2020;227;1892;mail;10415.0
2020-2021;227;1892;mail;9137.0
2021-2022;227;1892;mail;10981.0
2022-2023;227;1893;mail;21.0
2018-2019;227;1893;mail;38.0
2019-2020;227;1893;mail;57.0
2020-2021;227;1893;mail;26.0
2021-2022;227;1893;mail;21.0
2018-2019;227;1900;mail;14.0
2019-2020;227;1900;mail;15.0
2020-2021;227;1900;mail;12.0
2021-2022;227;1900;mail;18.0
2018-2019;122;1901;mail;521.0
2022-2023;122;1907;mail;2.0
2018-2019;122;1907;mail;173.0
2020-2021;122;1907;mail;22.0
2021-2022;122;1907;mail;25.0
2020-2021;122;1909;mail;10.0
2021-2022;122;1909;mail;5.0
2021-2022;122;1910;mail;28.0
2020-2021;122;1911;mail;5.0
2021-2022;122;1911;mail;1.0
2018-2019;122;1912;mail;60.0
2020-2021;122;1912;mail;5.0
2018-2019;122;1913;mail;60.0
2020-2021;122;1913;mail;1.0
2020-2021;122;1922;mail;15.0
2022-2023;127;1957;mail;36872.0
2018-2019;127;1957;mail;30000.0
2020-2021;127;1957;mail;57186.0
2021-2022;127;1957;mail;36872.0
2022-2023;139;1973;mail;816.0
2018-2019;139;1973;mail;5977.0
2019-2020;139;1973;mail;1053.0
2020-2021;139;1973;mail;604.0
2021-2022;139;1973;mail;642.0
2022-2023;65;1978;mail;5.0
2019-2020;65;1978;mail;18.0
2020-2021;65;1978;mail;5.0
2021-2022;65;1978;mail;16.0
2019-2020;65;1979;mail;109.0
2020-2021;65;1979;mail;40.0
2022-2023;1;1986;mail;687.0
2019-2020;1;1986;mail;9959.0
2020-2021;1;1986;mail;798.0
2021-2022;1;1986;mail;741.0
2022-2023;69;1991;mail;10239.0
2020-2021;69;1991;mail;13771.0
2021-2022;69;1991;mail;10946.0
2022-2023;139;1996;mail;47.0
2019-2020;139;1996;mail;460.0
2020-2021;139;1996;mail;3.0
2022-2023;69;1999;mail;20889.0
2021-2022;69;1999;mail;19872.0
2019-2020;65;1;mail;13504.0
2020-2021;65;1;mail;3897.0
2022-2023;69;2002;mail;96.0
2021-2022;69;2002;mail;232.0
2020-2021;69;2004;mail;3.0
2021-2022;69;2004;mail;5.0
2022-2023;139;2005;mail;600.0
2020-2021;139;2005;mail;380.0
2021-2022;139;2005;mail;519.0
2021-2022;130;2015;mail;2.0
2022-2023;137;2028;mail;7.0
2019-2020;137;2028;mail;257.0
2022-2023;348;2041;mail;3565.0
2020-2021;348;2041;mail;3580.0
2021-2022;348;2041;mail;8.0
2022-2023;348;2045;mail;533.0
2019-2020;348;2045;mail;392.0
2020-2021;348;2045;mail;415.0
2021-2022;348;2045;mail;146.0
2022-2023;348;2047;mail;18003.0
2019-2020;348;2047;mail;14426.0
2020-2021;348;2047;mail;13881.0
2021-2022;348;2047;mail;16194.0
2022-2023;348;2048;mail;63148.0
2019-2020;348;2048;mail;23877.0
2020-2021;348;2048;mail;13088.0
2021-2022;348;2048;mail;36911.0
2020-2021;348;2049;mail;257.0
2022-2023;348;2058;mail;601.0
2022-2023;348;2059;mail;28.0
2020-2021;348;2059;mail;13.0
2021-2022;348;2059;mail;20.0
2021-2022;125;2072;mail;1.0
2020-2021;123;2107;mail;3253.0
2022-2023;132;2110;mail;3.0
2019-2020;132;2110;mail;125.0
2020-2021;132;2110;mail;1.0
2019-2020;129;2126;mail;1.0
2020-2021;129;2126;mail;1.0
2021-2022;129;2126;mail;11.0
2019-2020;129;2130;mail;100.0
2019-2020;129;2133;mail;100.0
2019-2020;297;2150;mail;182.0
2020-2021;297;2150;mail;1.0
2020-2021;297;2151;mail;1.0
2020-2021;297;2152;mail;1.0
2022-2023;302;2154;mail;19.0
2020-2021;302;2154;mail;13.0
2021-2022;302;2154;mail;16.0
2018-2019;140;21;mail;3.0
2019-2020;140;21;mail;4.0
2021-2022;1;2201;mail;16.0
2022-2023;127;2269;mail;8.0
2020-2021;127;2269;mail;9.0
2021-2022;127;2269;mail;10.0
2022-2023;256;2275;mail;73.0
2020-2021;256;2275;mail;53.0
2021-2022;256;2275;mail;121.0
2022-2023;132;2290;mail;566.0
2020-2021;132;2290;mail;703.0
2021-2022;132;2290;mail;930.0
2022-2023;132;2291;mail;42971.0
2020-2021;132;2291;mail;38875.0
2021-2022;132;2291;mail;47948.0
2022-2023;127;2298;mail;59.0
2020-2021;127;2298;mail;30.0
2021-2022;127;2298;mail;43.0
2020-2021;135;2300;mail;2.0
2021-2022;135;2300;mail;1.0
2020-2021;122;2358;mail;93.0
2020-2021;122;2359;mail;25.0
2020-2021;46;2450;mail;2549.0
2021-2022;46;2450;mail;2157.0
2022-2023;129;2480;mail;54.0
2021-2022;129;2480;mail;58.0
2022-2023;199;2531;mail;7.0
2020-2021;199;2531;mail;15.0
2021-2022;199;2531;mail;5.0
2022-2023;199;2534;mail;48.0
2020-2021;199;2534;mail;74.0
2021-2022;199;2534;mail;86.0
2020-2021;199;2538;mail;1.0
2020-2021;199;2542;mail;74.0
2022-2023;199;2545;mail;2305.0
2020-2021;199;2545;mail;809.0
2022-2023;256;2554;mail;281.0
2020-2021;256;2554;mail;241.0
2022-2023;256;2556;mail;84.0
2020-2021;256;2556;mail;123.0
2021-2022;256;2556;mail;76.0
2020-2021;134;2600;mail;90.0
2022-2023;278;2626;mail;51.0
2018-2019;135;285;mail;6.0
2019-2020;135;285;mail;11.0
2020-2021;135;285;mail;5.0
2018-2019;221;296;mail;19.0
2018-2019;221;299;mail;1.0
2019-2020;65;2;mail;11083.0
2020-2021;65;2;mail;457.0
2019-2020;218;30;mail;1.0
2020-2021;221;315;mail;2.0
2018-2019;174;32;mail;5715.0
2019-2020;135;356;mail;18.0
2020-2021;65;3;mail;73.0
2020-2021;210;423;mail;3.0
2018-2019;140;57;mail;15.0
2019-2020;140;57;mail;1.0
2021-2022;65;5;mail;2.0
2022-2023;132;660;mail;329.0
2018-2019;132;660;mail;49.0
2019-2020;132;660;mail;3.0
2018-2019;26;664;mail;35316.0
2019-2020;26;664;mail;7315.0
2022-2023;26;665;mail;2799.0
2018-2019;26;665;mail;2950.0
2019-2020;26;665;mail;1627.0
2020-2021;26;665;mail;207.0
2021-2022;26;665;mail;267.0
2018-2019;26;666;mail;8546.0
2019-2020;26;666;mail;6477.0
2021-2022;26;666;mail;8.0
2018-2019;26;667;mail;1398.0
2019-2020;26;667;mail;478.0
2022-2023;26;668;mail;517.0
2018-2019;26;668;mail;508.0
2019-2020;26;668;mail;605.0
2020-2021;26;668;mail;205.0
2021-2022;26;668;mail;581.0
2021-2022;230;691;mail;7178.0
2018-2019;12;694;mail;839.0
2019-2020;12;694;mail;1087.0
2020-2021;65;6;mail;1.0
2018-2019;12;707;mail;158.0
2019-2020;12;707;mail;685.0
2019-2020;12;716;mail;970.0
2019-2020;12;718;mail;2.0
2022-2023;26;719;mail;287.0
2018-2019;26;719;mail;226.0
2019-2020;26;719;mail;237.0
2020-2021;26;719;mail;605.0
2021-2022;26;719;mail;337.0
2018-2019;26;720;mail;10.0
2018-2019;26;722;mail;68.0
2019-2020;26;722;mail;101.0
2020-2021;26;722;mail;62.0
2022-2023;26;723;mail;706.0
2018-2019;26;723;mail;243.0
2019-2020;26;723;mail;260.0
2018-2019;26;724;mail;1.0
2022-2023;26;731;mail;9.0
2018-2019;26;731;mail;12.0
2019-2020;26;731;mail;18.0
2020-2021;26;731;mail;11.0
2021-2022;26;731;mail;6.0
2022-2023;26;733;mail;47.0
2018-2019;26;733;mail;28.0
2019-2020;26;733;mail;32.0
2020-2021;26;733;mail;35.0
2021-2022;26;733;mail;37.0
2022-2023;26;734;mail;490.0
2018-2019;26;734;mail;144.0
2019-2020;26;734;mail;168.0
2020-2021;26;734;mail;6.0
2021-2022;26;734;mail;86.0
2022-2023;26;737;mail;2893.0
2018-2019;26;737;mail;1766.0
2019-2020;26;737;mail;1598.0
2020-2021;26;737;mail;1058.0
2021-2022;26;737;mail;2291.0
2022-2023;26;740;mail;28.0
2018-2019;26;740;mail;97.0
2019-2020;26;740;mail;14.0
2020-2021;26;740;mail;6.0
2021-2022;26;740;mail;35.0
2018-2019;26;741;mail;1.0
2021-2022;26;741;mail;1.0
2022-2023;26;743;mail;141677.0
2018-2019;26;743;mail;125940.0
2019-2020;26;743;mail;125604.0
2020-2021;26;743;mail;159029.0
2021-2022;26;743;mail;125754.0
2018-2019;26;744;mail;185838.0
2019-2020;26;744;mail;197963.0
2020-2021;26;744;mail;163856.0
2021-2022;26;744;mail;159208.0
2022-2023;26;745;mail;664.0
2018-2019;26;745;mail;1197.0
2019-2020;26;745;mail;1190.0
2020-2021;26;745;mail;850.0
2021-2022;26;745;mail;745.0
2022-2023;26;746;mail;2430.0
2018-2019;26;746;mail;3102.0
2019-2020;26;746;mail;3369.0
2020-2021;26;746;mail;2466.0
2021-2022;26;746;mail;2267.0
2022-2023;127;747;mail;28.0
2018-2019;127;747;mail;108.0
2020-2021;127;747;mail;19.0
2021-2022;127;747;mail;21.0
2022-2023;26;748;mail;37.0
2019-2020;26;748;mail;94.0
2020-2021;26;748;mail;125.0
2021-2022;26;748;mail;36.0
2022-2023;26;749;mail;816.0
2018-2019;26;749;mail;1428.0
2019-2020;26;749;mail;1273.0
2020-2021;26;749;mail;683.0
2022-2023;26;750;mail;148.0
2018-2019;26;750;mail;544.0
2019-2020;26;750;mail;351.0
2020-2021;26;750;mail;110.0
2019-2020;26;752;mail;2907.0
2019-2020;26;755;mail;2.0
2018-2019;127;762;mail;50.0
2021-2022;127;762;mail;50.0
2018-2019;127;763;mail;70.0
2020-2021;127;763;mail;23.0
2022-2023;135;767;mail;7.0
2022-2023;127;771;mail;50.0
2018-2019;127;771;mail;777.0
2020-2021;127;771;mail;3.0
2022-2023;128;7;mail;492480.0
2018-2019;128;7;mail;490609.0
2019-2020;128;7;mail;508214.0
2020-2021;128;7;mail;495735.0
2021-2022;128;7;mail;484738.0
2018-2019;333;800;mail;21.0
2019-2020;333;800;mail;3.0
2019-2020;135;803;mail;8.0
2018-2019;141;851;mail;76.0
2019-2020;141;851;mail;16.0
2021-2022;141;851;mail;1191.0
2018-2019;141;869;mail;1.0
2022-2023;127;873;mail;612.0
2018-2019;127;873;mail;46592.0
2019-2020;127;873;mail;16317.0
2020-2021;127;873;mail;1488.0
2021-2022;127;873;mail;5059.0
2018-2019;127;874;mail;3028.0
2019-2020;127;874;mail;2564.0
2018-2019;127;876;mail;1200.0
2019-2020;127;876;mail;755.0
2018-2019;280;892;mail;26.0
2019-2020;280;892;mail;25.0
2022-2023;280;896;mail;2.0
2018-2019;280;896;mail;8.0
2019-2020;280;896;mail;4.0
2020-2021;280;896;mail;2.0
2021-2022;280;896;mail;3.0
2021-2022;280;898;mail;10.0
2022-2023;280;899;mail;50.0
2018-2019;280;899;mail;350.0
2020-2021;280;899;mail;3.0
2021-2022;280;899;mail;10.0
2022-2023;136;900;mail;334124.0
2018-2019;136;900;mail;349150.0
2019-2020;136;900;mail;372444.0
2020-2021;136;900;mail;370075.0
2021-2022;136;900;mail;358096.0
2021-2022;136;906;mail;672.0
2022-2023;151;907;mail;190.0
2021-2022;151;907;mail;116.0
2018-2019;87;912;mail;261.0
2019-2020;87;912;mail;147.0
2018-2019;136;914;mail;2.0
2018-2019;280;925;mail;46592.0
2021-2022;280;925;mail;5059.0
2022-2023;295;926;mail;232143.0
2018-2019;295;926;mail;267239.0
2019-2020;295;926;mail;254387.0
2020-2021;295;926;mail;211149.0
2021-2022;295;926;mail;235327.0
2022-2023;295;927;mail;1100.0
2018-2019;295;927;mail;927.0
2019-2020;295;927;mail;1020.0
2020-2021;295;927;mail;2417.0
2021-2022;295;927;mail;1038.0
2018-2019;295;930;mail;37.0
2022-2023;295;932;mail;28693.0
2018-2019;295;932;mail;37000.0
2019-2020;295;932;mail;27400.0
2021-2022;295;932;mail;28693.0
2022-2023;295;935;mail;2462.0
2021-2022;295;935;mail;2462.0
2018-2019;295;936;mail;1.0
2018-2019;295;937;mail;3094.0
2019-2020;295;937;mail;3094.0
2018-2019;136;938;mail;3.0
2019-2020;136;938;mail;4.0
2022-2023;136;940;mail;201.0
2019-2020;136;940;mail;568.0
2020-2021;136;940;mail;405.0
2021-2022;136;940;mail;332.0
2022-2023;137;950;mail;2.0
2021-2022;137;950;mail;15.0
2018-2019;125;956;mail;690.0
2019-2020;125;956;mail;468.0
2020-2021;125;956;mail;324.0
2021-2022;125;956;mail;176.0
2022-2023;136;970;mail;63.0
2019-2020;136;970;mail;1150.0
2020-2021;136;970;mail;140.0
2021-2022;136;970;mail;70.0
2018-2019;137;977;mail;100.0
2019-2020;137;977;mail;81.0
2021-2022;152;978;mail;2.0
2019-2020;137;981;mail;11.0
2021-2022;137;981;mail;4158.0
2022-2023;137;982;mail;2406.0
2018-2019;137;982;mail;2810.0
2019-2020;137;982;mail;3079.0
2020-2021;137;982;mail;852.0
2021-2022;137;982;mail;3711.0
2018-2019;137;983;mail;409.0
2020-2021;137;983;mail;226.0
2021-2022;137;983;mail;70.0
2018-2019;137;985;mail;10.0
2019-2020;137;985;mail;15.0
2018-2019;137;986;mail;5672.0
2019-2020;137;986;mail;5800.0
2018-2019;130;989;mail;50.0
2019-2020;130;989;mail;50.0
2018-2019;152;990;mail;5.0
2020-2021;152;990;mail;25.0
2022-2023;128;991;mail;55108.0
2018-2019;128;991;mail;85837.0
2019-2020;128;991;mail;81179.0
2020-2021;128;991;mail;86438.0
2021-2022;128;991;mail;67549.0
2022-2023;313;995;mail;53.0
2018-2019;313;995;mail;10.0
2022-2023;65;SRV02660;mail;417.0
2021-2022;65;SRV02660;mail;1684.0
2022-2023;65;SRV02664;mail;6.0
2021-2022;65;SRV02728;mail;21.0
2022-2023;65;SRV02735;mail;3.0
2021-2022;1;SRV02745;mail;4.0
2022-2023;1;SRV02747;mail;1.0
2021-2022;227;SRV02789;mail;195.0
2022-2023;127;SRV02903;mail;36958.0
2021-2022;127;SRV02903;mail;36958.0
2022-2023;134;SRV02939;mail;6.0
2021-2022;134;SRV02939;mail;4.0
2021-2022;127;SRV02947;mail;5.0
2021-2022;138;SRV02955;mail;35.0
2022-2023;123;SRV03044;mail;940.0
2022-2023;123;SRV03045;mail;7710.0
2022-2023;123;SRV03046;mail;45724.0
2022-2023;123;SRV03047;mail;10441.0
2022-2023;123;SRV03048;mail;151101.0
2022-2023;123;SRV03049;mail;1947090.0
2022-2023;123;SRV03050;mail;182942.0
2022-2023;123;SRV03051;mail;3450.0
2022-2023;139;SRV03062;mail;21.0
2022-2023;126;SRV03158;mail;2.0
2022-2023;122;SRV03184;mail;19.0
2022-2023;122;SRV03190;mail;300.0
2022-2023;134;SRV03193;mail;409.0
2022-2023;122;SRV03194;mail;1.0
2022-2023;122;SRV03255;mail;1.0
2022-2023;122;SRV03301;mail;1.0
2022-2023;122;SRV03307;mail;1.0
2022-2023;138;SRV03463;mail;31265.0
2022-2023;138;SRV03475;mail;1082.0
2022-2023;138;SRV03477;mail;41.0
2022-2023;138;SRV03480;mail;1068.0
2022-2023;138;SRV03489;mail;14.0
2022-2023;138;SRV03502;mail;16.0
2022-2023;138;SRV03512;mail;61.0
2022-2023;138;SRV03517;mail;6.0
2022-2023;138;SRV03533;mail;14.0
2022-2023;138;SRV03534;mail;49.0
2022-2023;138;SRV03543;mail;4.0
2022-2023;138;SRV03544;mail;29.0
2022-2023;138;SRV03551;mail;362.0
2022-2023;138;SRV03552;mail;1.0
2022-2023;138;SRV03560;mail;4.0
2022-2023;46;3709;mail;1570.0
2022-2023;46;3710;mail;2164.0
2022-2023;46;3716;mail;4527.0
2022-2023;46;1115;mail;229183.0
2022-2023;46;3711;mail;2508.0
2022-2023;46;1105;mail;66756.0
2022-2023;46;3714;mail;246.0
2022-2023;46;3717;mail;11254.0
2022-2023;46;1101;mail;168646.0
2022-2023;46;1099;mail;339967.0
2022-2023;46;1102;mail;50098.0
2022-2023;46;1109;mail;6472.0
2022-2023;46;1097;mail;2678440.0
2022-2023;46;3728;mail;6816141.0
2022-2023;46;3722;mail;86660.0
2022-2023;46;1107;mail;103600.0
2022-2023;46;1112;mail;436462.0
2022-2023;46;1111;mail;6001008.0
2022-2023;46;1110;mail;4288.0
2022-2023;46;1108;mail;8417516.0
2022-2023;46;1137;mail;1839.0
2022-2023;46;1113;mail;18073.0
2022-2023;46;2450;mail;817.0
2022-2023;46;1116;mail;35405.0
2022-2023;46;1106;mail;2850.0
2022-2023;46;1117;mail;1604.0
2022-2023;46;1104;mail;5.0
2022-2023;46;3721;mail;19166.0
2022-2023;46;1098;mail;328493.0
2023-2024;539;3598;mail;2.0
2023-2024;1;133;mail;7357.0
2023-2024;1;134;mail;2020.0
2023-2024;1;135;mail;16.0
2023-2024;1;SRV02747;mail;1.0
2023-2024;26;719;mail;219.0
2023-2024;26;731;mail;9.0
2023-2024;26;741;mail;2.0
2023-2024;26;733;mail;47.0
2023-2024;26;737;mail;2893.0
2023-2024;26;734;mail;490.0
2023-2024;26;745;mail;664.0
2023-2024;26;740;mail;28.0
2023-2024;26;743;mail;133188.0
2023-2024;26;746;mail;2430.0
2023-2024;26;668;mail;233.0
2023-2024;26;666;mail;8756.0
2023-2024;26;665;mail;3595.0
2023-2024;26;749;mail;789.0
2023-2024;26;750;mail;437.0
2023-2024;26;748;mail;45.0
2023-2024;46;1113;mail;19114.0
2023-2024;46;1110;mail;957286.0
2023-2024;46;1098;mail;303724.0
2023-2024;46;1116;mail;48234.0
2023-2024;46;1107;mail;125875.0
2023-2024;46;1109;mail;6475.0
2023-2024;46;3728;mail;8679792.0
2023-2024;46;1102;mail;53276.0
2023-2024;46;1099;mail;318168.0
2023-2024;46;1097;mail;2505009.0
2023-2024;46;1106;mail;2678.0
2023-2024;46;1111;mail;2336625.0
2023-2024;46;1112;mail;465072.0
2023-2024;46;1101;mail;178560.0
2023-2024;46;1115;mail;173984.0
2023-2024;46;3721;mail;39696.0
2023-2024;46;3716;mail;4423.0
2023-2024;46;3714;mail;271.0
2023-2024;46;3711;mail;2089.0
2023-2024;46;3717;mail;11373.0
2023-2024;46;1105;mail;65219.0
2023-2024;46;3709;mail;1998.0
2023-2024;46;3710;mail;2538.0
2023-2024;46;1104;mail;5.0
2023-2024;46;1117;mail;1535.0
2023-2024;46;1137;mail;2490.0
2023-2024;46;2450;mail;1230.0
2023-2024;65;1978;mail;14.0
2023-2024;65;1979;mail;13.0
2023-2024;65;SRV02752;mail;123.0
2023-2024;69;1991;mail;9903.0
2023-2024;69;1999;mail;18954.0
2023-2024;69;2002;mail;161.0
2023-2024;122;SRV03257;mail;3.0
2023-2024;122;SRV03194;mail;1.0
2023-2024;122;1907;mail;1.0
2023-2024;122;SRV03184;mail;15.0
2023-2024;71;1153;mail;289.0
2023-2024;297;2150;mail;169.0
2023-2024;110;3413;mail;1.0
2023-2024;110;3414;mail;1.0
2023-2024;117;155;mail;616.0
2023-2024;129;1164;mail;14.0
2023-2024;129;1165;mail;4.0
2023-2024;129;1356;mail;13.0
2023-2024;129;1357;mail;5.0
2023-2024;129;1483;mail;3.0
2023-2024;129;2130;mail;4.0
2023-2024;129;2480;mail;72.0
2023-2024;237;SRV03451;mail;5.0
2023-2024;132;2290;mail;324.0
2023-2024;128;1298;mail;165.0
2023-2024;128;1007;mail;574.0
2023-2024;128;7;mail;556632.0
2023-2024;128;991;mail;60270.0
2023-2024;128;1296;mail;29532.0
2023-2024;128;1242;mail;1002451.0
2023-2024;128;1254;mail;19.0
2023-2024;128;1001;mail;823743.0
2023-2024;128;1292;mail;3689.0
2023-2024;128;1090;mail;117.0
2023-2024;137;983;mail;41.0
2023-2024;137;950;mail;4.0
2023-2024;137;982;mail;3711.0
2023-2024;137;981;mail;4158.0
2023-2024;151;1726;mail;58.0
2023-2024;151;907;mail;213.0
2023-2024;126;1856;mail;88166.0
2023-2024;126;3584;mail;121.0
2023-2024;126;1699;mail;15200.0
2023-2024;126;SRV03158;mail;2.0
2023-2024;126;1690;mail;367.0
2023-2024;127;771;mail;10.0
2023-2024;127;873;mail;1773.0
2023-2024;127;762;mail;20.0
2023-2024;127;763;mail;55.0
2023-2024;127;2298;mail;54.0
2023-2024;127;865;mail;1.0
2023-2024;123;1423;mail;19390.0
2023-2024;123;1426;mail;3832.0
2023-2024;123;1428;mail;4172.0
2023-2024;123;1450;mail;2936.0
2023-2024;123;1455;mail;12090.0
2023-2024;123;1488;mail;38981.0
2023-2024;123;SRV03044;mail;2.0
2023-2024;123;SRV03045;mail;30.0
2023-2024;123;SRV03046;mail;697.0
2023-2024;123;SRV03047;mail;1114.0
2023-2024;123;SRV03048;mail;79391.0
2023-2024;123;SRV03049;mail;1035716.0
2023-2024;123;SRV03050;mail;945.0
2023-2024;123;SRV03051;mail;26252.0
2023-2024;348;2041;mail;7628.0
2023-2024;348;2045;mail;8.0
2023-2024;348;2047;mail;23333.0
2023-2024;348;2048;mail;81944.0
2023-2024;348;2059;mail;28.0
2023-2024;348;1367;mail;7.0
2023-2024;130;1304;mail;828.0
2023-2024;130;1303;mail;7.0
2023-2024;130;1306;mail;43.0
2023-2024;130;1253;mail;157.0
2023-2024;130;1255;mail;404.0
2023-2024;130;1258;mail;1806.0
2023-2024;130;1267;mail;5507.0
2023-2024;130;2015;mail;1.0
2023-2024;130;1332;mail;16.0
2023-2024;130;1235;mail;2327.0
2023-2024;199;1854;mail;1920.0
2023-2024;199;3575;mail;466.0
2023-2024;199;3577;mail;63.0
2023-2024;228;1553;mail;26.0
2023-2024;302;2154;mail;18.0
2023-2024;134;2597;mail;9.0
2023-2024;134;1672;mail;1662.0
2023-2024;134;3193;mail;409.0
2023-2024;134;2939;mail;4.0
2023-2024;238;SRV02852;mail;1.0
2023-2024;240;3699;mail;2716.0
2023-2024;240;1879;mail;407.0
2023-2024;256;2554;mail;249.0
2023-2024;256;2556;mail;53.0
2023-2024;227;1893;mail;56.0
2023-2024;227;1892;mail;17572.0
2023-2024;227;1900;mail;11.0
2023-2024;227;SRV02789;mail;212.0
2023-2024;278;2626;mail;48.0
2023-2024;280;896;mail;2.0
2023-2024;136;942;mail;25.0
2023-2024;136;940;mail;300.0
2023-2024;136;900;mail;340422.0
2023-2024;136;970;mail;63.0
2023-2024;295;926;mail;489389.0
2023-2024;295;927;mail;1475.0
2023-2024;295;932;mail;32751.0
2023-2024;295;935;mail;2462.0
2023-2024;295;3651;mail;4.0
2023-2024;247;1824;mail;31.0
2023-2024;138;SRV03544;mail;42.0
2023-2024;138;SRV03534;mail;31.0
2023-2024;138;SRV03560;mail;2.0
2023-2024;138;SRV03533;mail;12.0
2023-2024;138;SRV03488;mail;6.0
2023-2024;138;SRV03551;mail;196.0
2023-2024;138;SRV03517;mail;3.0
2023-2024;138;SRV03477;mail;28.0
2023-2024;138;SRV03554;mail;2.0
2023-2024;138;SRV03552;mail;1.0
2023-2024;138;SRV03480;mail;12608.0
2023-2024;138;SRV03543;mail;7.0
2023-2024;138;SRV03526;mail;9841.0
2023-2024;138;SRV03475;mail;458.0
2023-2024;138;SRV03509;mail;9852.0
2023-2024;138;SRV03485;mail;1156.0
2023-2024;138;SRV03489;mail;18.0
2023-2024;138;SRV03486;mail;319.0
2023-2024;138;SRV03502;mail;5.0
2023-2024;138;SRV03512;mail;32.0
2023-2024;138;SRV03487;mail;36.0
2023-2024;326;1348;mail;90.0
2023-2024;326;1347;mail;17.0
2023-2024;139;2005;mail;5711.0
2023-2024;139;1264;mail;4.0
2023-2024;139;1368;mail;52.0
2023-2024;139;SRV03063;mail;5.0
2023-2024;139;1325;mail;33.0
2023-2024;139;1257;mail;20293.0
2023-2024;139;1272;mail;124.0
2023-2024;139;1284;mail;1026.0
2023-2024;139;1262;mail;227.0
2023-2024;139;1628;mail;1407.0
2023-2024;139;1269;mail;1482.0
2023-2024;139;1532;mail;191.0
2023-2024;139;1973;mail;600.0
2023-2024;139;1996;mail;1031.0
2023-2024;139;1419;mail;5.0
2023-2024;139;1271;mail;3964.0
2023-2024;139;SRV03062;mail;23.0
2023-2024;139;1273;mail;171.0
2022-2023;313;1002;email;32.0
2021-2022;128;1003;email;78547.0
2021-2022;125;1004;email;90.0
2021-2022;125;1008;email;90.0
2022-2023;125;1011;email;33.0
2021-2022;125;1011;email;60.0
2021-2022;125;1013;email;884.0
2020-2021;125;1020;email;1.0
2020-2021;125;1021;email;5.0
2020-2021;125;1022;email;3.0
2020-2021;125;1024;email;1.0
