fiscal_yr;org_id;service_id;channel;volume
2019-2020;333;800;online;18.0
2022-2023;135;816;online;9.0
2022-2023;135;840;online;385.0
2021-2022;135;840;online;324.0
2022-2023;127;850;online;74.0
2020-2021;127;850;online;51.0
2022-2023;141;851;online;195.0
2018-2019;141;851;online;919.0
2019-2020;141;851;online;616.0
2020-2021;141;851;online;2063.0
2021-2022;141;851;online;754.0
2022-2023;127;859;online;327.0
2020-2021;127;859;online;322.0
2022-2023;127;860;online;598.0
2020-2021;127;860;online;681.0
2021-2022;127;860;online;403.0
2022-2023;127;861;online;1705.0
2020-2021;127;861;online;1416.0
2022-2023;127;862;online;172.0
2020-2021;127;862;online;105.0
2022-2023;127;863;online;733.0
2020-2021;127;863;online;883.0
2022-2023;127;864;online;270.0
2020-2021;127;864;online;257.0
2021-2022;127;865;online;28.0
2022-2023;127;866;online;84.0
2020-2021;127;866;online;246.0
2022-2023;127;868;online;151.0
2020-2021;127;868;online;208.0
2018-2019;141;869;online;18.0
2019-2020;141;869;online;19.0
2022-2023;136;870;online;122999.0
2018-2019;136;870;online;178128.0
2019-2020;136;870;online;165451.0
2020-2021;136;870;online;143566.0
2021-2022;136;870;online;135696.0
2022-2023;136;871;online;1219.0
2018-2019;135;882;online;114.0
2021-2022;280;888;online;164.0
2022-2023;280;891;online;407.0
2018-2019;280;891;online;346.0
2019-2020;280;891;online;437.0
2020-2021;280;891;online;680.0
2021-2022;280;891;online;480.0
2022-2023;280;892;online;137.0
2020-2021;280;892;online;3.0
2021-2022;280;892;online;546.0
2022-2023;280;896;online;433.0
2018-2019;280;896;online;111.0
2019-2020;280;896;online;133.0
2020-2021;280;896;online;412.0
2021-2022;280;896;online;781.0
2022-2023;280;899;online;5352.0
2020-2021;280;899;online;2656.0
2021-2022;280;899;online;2596.0
2022-2023;305;8;online;1121.0
2018-2019;305;8;online;10117.0
2019-2020;305;8;online;11408.0
2020-2021;305;8;online;8372.0
2021-2022;305;8;online;4754.0
2022-2023;151;907;online;2993.0
2021-2022;151;907;online;2653.0
2022-2023;136;908;online;18216.0
2018-2019;136;908;online;39109.0
2019-2020;136;908;online;37110.0
2020-2021;136;908;online;15000.0
2021-2022;136;908;online;19207.0
2019-2020;136;913;online;4269.0
2020-2021;136;913;online;3859.0
2021-2022;136;913;online;4664.0
2018-2019;136;914;online;2591.0
2019-2020;136;914;online;3087.0
2020-2021;136;914;online;3859.0
2021-2022;136;914;online;4664.0
2022-2023;295;926;online;235673.0
2018-2019;295;926;online;184609.0
2019-2020;295;926;online;205945.0
2020-2021;295;926;online;232882.0
2021-2022;295;926;online;230463.0
2022-2023;295;932;online;12301.0
2019-2020;295;932;online;13844.0
2021-2022;295;932;online;12301.0
2022-2023;295;934;online;1563.0
2022-2023;295;935;online;953.0
2018-2019;295;935;online;300.0
2019-2020;295;935;online;495.0
2020-2021;295;935;online;1414.0
2021-2022;295;935;online;953.0
2018-2019;295;937;online;5580.0
2019-2020;295;937;online;5580.0
2022-2023;136;938;online;117966.0
2018-2019;136;938;online;136059.0
2019-2020;136;938;online;131742.0
2020-2021;136;938;online;106066.0
2018-2019;136;939;online;26642.0
2019-2020;136;939;online;28795.0
2020-2021;136;939;online;25386.0
2022-2023;136;942;online;13.0
2019-2020;135;946;online;400.0
2019-2020;263;951;online;45767.0
2018-2019;305;95;online;8774.0
2019-2020;263;961;online;133.0
2018-2019;137;962;online;158.0
2018-2019;136;967;online;82083.0
2019-2020;136;967;online;82083.0
2022-2023;136;970;online;932.0
2019-2020;136;970;online;650.0
2020-2021;136;970;online;750.0
2021-2022;136;970;online;983.0
2018-2019;137;975;online;545.0
2019-2020;137;975;online;525.0
2020-2021;137;975;online;475.0
2018-2019;137;979;online;82.0
2019-2020;137;979;online;71.0
2018-2019;137;980;online;328.0
2019-2020;137;980;online;446.0
2020-2021;137;980;online;421.0
2019-2020;137;981;online;4859.0
2018-2019;137;983;online;1863.0
2019-2020;137;983;online;1295.0
2020-2021;137;983;online;1527.0
2021-2022;137;983;online;2128.0
2022-2023;130;989;online;237.0
2020-2021;130;989;online;391.0
2021-2022;130;989;online;482.0
2018-2019;152;990;online;98.0
2022-2023;128;991;online;11003.0
2019-2020;128;991;online;50.0
2020-2021;128;991;online;5550.0
2021-2022;128;991;online;9474.0
2018-2019;552;992;online;400.0
2019-2020;552;993;online;56.0
2022-2023;552;994;online;283.0
2019-2020;552;994;online;47.0
2020-2021;552;994;online;37.0
2021-2022;552;994;online;53.0
2022-2023;313;995;online;94.0
2018-2019;313;995;online;1200.0
2020-2021;313;995;online;182.0
2022-2023;65;SRV02649;online;7146.0
2021-2022;65;SRV02649;online;7179.0
2022-2023;65;SRV02660;online;325.0
2022-2023;65;SRV02663;online;22.0
2022-2023;65;SRV02677;online;79.0
2022-2023;65;SRV02678;online;1947.0
2021-2022;65;SRV02678;online;1840.0
2022-2023;65;SRV02679;online;762.0
2021-2022;65;SRV02679;online;656.0
2022-2023;65;SRV02680;online;343.0
2021-2022;65;SRV02680;online;377.0
2022-2023;65;SRV02681;online;569.0
2022-2023;65;SRV02683;online;8339.0
2021-2022;65;SRV02683;online;2463.0
2022-2023;65;SRV02692;online;14.0
2022-2023;65;SRV02693;online;9.0
2021-2022;65;SRV02693;online;8.0
2022-2023;65;SRV02735;online;17.0
2022-2023;1;SRV02747;online;563.0
2021-2022;1;SRV02747;online;1075.0
2022-2023;65;SRV02762;online;3757.0
2021-2022;65;SRV02762;online;6397.0
2022-2023;130;SRV02791;online;9195.0
2021-2022;130;SRV02791;online;4355.0
2022-2023;326;SRV02815;online;50055.0
2021-2022;326;SRV02815;online;6531.0
2021-2022;46;SRV02825;online;2824324.0
2021-2022;46;SRV02826;online;145420.0
2021-2022;46;SRV02828;online;233730.0
2021-2022;46;SRV02830;online;185060.0
2022-2023;126;SRV02838;online;12402.0
2022-2023;238;SRV02853;online;21.0
2022-2023;126;SRV02859;online;2200.0
2021-2022;126;SRV02859;online;2160.0
2021-2022;126;SRV02862;online;512.0
2022-2023;127;SRV02864;online;9993.0
2022-2023;95;SRV02875;online;350.0
2022-2023;95;SRV02882;online;391968.0
2021-2022;95;SRV02882;online;337024.0
2021-2022;263;SRV02886;online;51370.0
2022-2023;95;SRV02888;online;136.0
2021-2022;95;SRV02888;online;161.0
2021-2022;130;SRV02890;online;729.0
2021-2022;263;SRV02896;online;430.0
2022-2023;134;SRV02914;online;210000.0
2021-2022;134;SRV02914;online;210000.0
2022-2023;295;SRV02916;online;44831.0
2021-2022;295;SRV02916;online;16733.0
2021-2022;263;SRV02933;online;726140.0
2022-2023;134;SRV02936;online;303.0
2021-2022;134;SRV02936;online;354.0
2022-2023;278;SRV02950;online;26224.0
2021-2022;278;SRV02950;online;21587.0
2021-2022;138;SRV02955;online;839.0
2022-2023;123;SRV03044;online;55767.0
2022-2023;123;SRV03045;online;102341.0
2022-2023;123;SRV03046;online;139215.0
2022-2023;123;SRV03047;online;10232.0
2022-2023;123;SRV03048;online;125110.0
2022-2023;123;SRV03049;online;886.0
2022-2023;123;SRV03051;online;377744.0
2022-2023;139;SRV03062;online;622.0
2022-2023;139;SRV03063;online;11.0
2022-2023;126;SRV03097;online;60.0
2022-2023;126;SRV03098;online;166.0
2022-2023;126;SRV03099;online;2061.0
2022-2023;126;SRV03176;online;20.0
2022-2023;134;SRV03193;online;3326.0
2022-2023;126;SRV03199;online;20.0
2022-2023;126;SRV03203;online;1.0
2022-2023;122;SRV03207;online;810.0
2022-2023;126;SRV03219;online;1000.0
2022-2023;130;SRV03238;online;395.0
2022-2023;130;SRV03243;online;132.0
2022-2023;130;SRV03248;online;3768.0
2022-2023;130;SRV03261;online;126.0
2022-2023;130;SRV03264;online;169.0
2022-2023;130;SRV03267;online;288.0
2022-2023;126;SRV03270;online;1.0
2022-2023;122;SRV03298;online;28.0
2022-2023;122;SRV03301;online;19.0
2022-2023;122;SRV03304;online;64.0
2022-2023;122;SRV03353;online;1900.0
2022-2023;126;SRV03371;online;100.0
2022-2023;237;SRV03438;online;99.0
2022-2023;237;SRV03441;online;75.0
2022-2023;237;SRV03444;online;33.0
2022-2023;237;SRV03446;online;1.0
2022-2023;199;SRV03447;online;2537.0
2022-2023;122;SRV03450;online;22.0
2022-2023;237;SRV03452;online;679.0
2022-2023;326;SRV03453;online;189584.0
2022-2023;326;SRV03454;online;87.0
2022-2023;326;SRV03455;online;1332.0
2022-2023;326;SRV03456;online;87.0
2022-2023;560;SRV03457;online;497.0
2022-2023;138;SRV03537;online;62545.0
2022-2023;46;1115;online;190053.0
2022-2023;46;1105;online;21091.0
2022-2023;46;3714;online;1821.0
2022-2023;46;3729;online;25311.0
2022-2023;46;1101;online;2740220.0
2022-2023;46;1099;online;7724465.0
2022-2023;46;1102;online;90282.0
2022-2023;46;3713;online;359.0
2022-2023;46;1100;online;359.0
2022-2023;46;1109;online;24657.0
2022-2023;46;1097;online;29750115.0
2022-2023;46;3728;online;26176203.0
2022-2023;46;3722;online;724080.0
2022-2023;46;3727;online;140760.0
2022-2023;46;1107;online;497604.0
2022-2023;46;1112;online;9397615.0
2022-2023;46;1111;online;34802027.0
2022-2023;46;1110;online;127211.0
2022-2023;46;1108;online;41314724.0
2022-2023;46;1137;online;588.0
2022-2023;46;1113;online;44211.0
2022-2023;46;3726;online;9929.0
2022-2023;46;2450;online;8556.0
2022-2023;46;1116;online;533886.0
2022-2023;46;1106;online;34545.0
2022-2023;46;1117;online;11081.0
2022-2023;46;3721;online;36043.0
2022-2023;46;1098;online;3553319.0
2023-2024;539;3598;online;15.0
2023-2024;1;SRV03054;online;16.0
2023-2024;1;SRV03055;online;19.0
2023-2024;1;136;online;27.0
2023-2024;1;158;online;18.0
2023-2024;1;SRV03056;online;2.0
2023-2024;1;144;online;27.0
2023-2024;1;161;online;26.0
2023-2024;1;139;online;3.0
2023-2024;1;133;online;69622.0
2023-2024;1;137;online;45.0
2023-2024;1;134;online;2554.0
2023-2024;1;152;online;163.0
2023-2024;1;148;online;131.0
2023-2024;1;146;online;4.0
2023-2024;1;2223;online;12.0
2023-2024;1;132;online;35.0
2023-2024;1;SRV02747;online;906.0
2023-2024;1;145;online;1601.0
2023-2024;12;3685;online;1433.0
2023-2024;26;728;online;24566685.0
2023-2024;26;667;online;12127.0
2023-2024;26;664;online;527179.0
2023-2024;26;721;online;145.0
2023-2024;26;749;online;2406.0
2023-2024;26;750;online;1396.0
2023-2024;26;748;online;5662.0
2023-2024;141;3585;online;2023.0
2023-2024;221;315;online;24.0
2023-2024;221;2013;online;12.0
2023-2024;221;293;online;13.0
2023-2024;221;292;online;188.0
2023-2024;221;291;online;4.0
2023-2024;221;290;online;2.0
2023-2024;221;299;online;11.0
2023-2024;221;296;online;40.0
2023-2024;221;309;online;149.0
2023-2024;221;2023;online;1.0
2023-2024;221;294;online;10.0
2023-2024;46;1113;online;65209.0
2023-2024;46;1110;online;5185411.0
2023-2024;46;1098;online;3487906.0
2023-2024;46;1116;online;585464.0
2023-2024;46;3727;online;222670.0
2023-2024;46;1107;online;542093.0
2023-2024;46;1109;online;24758.0
2023-2024;46;3728;online;36446618.0
2023-2024;46;3729;online;19380.0
2023-2024;46;1102;online;106066.0
2023-2024;46;1099;online;7913893.0
2023-2024;46;1097;online;30418805.0
2023-2024;46;1106;online;32792.0
2023-2024;46;1111;online;37423787.0
2023-2024;46;1112;online;9137399.0
2023-2024;46;1101;online;2835983.0
2023-2024;46;1115;online;168941.0
2023-2024;46;3721;online;23405.0
2023-2024;46;3726;online;14836.0
2023-2024;46;3714;online;2041.0
2023-2024;46;1105;online;22402.0
2023-2024;46;3713;online;314.0
2023-2024;46;1117;online;10340.0
2023-2024;46;1137;online;755.0
2023-2024;46;2450;online;11398.0
2023-2024;55;SRV02932;online;352579.0
2023-2024;55;3639;online;3935.0
2023-2024;55;3640;online;2226.0
2023-2024;55;3641;online;218.0
2023-2024;55;3642;online;446.0
2023-2024;65;2;online;3177.0
2023-2024;65;3;online;15592.0
2023-2024;65;4;online;52.0
2023-2024;65;1978;online;9013.0
2023-2024;65;1979;online;234.0
2023-2024;65;SRV02643;online;890.0
2023-2024;65;SRV02651;online;79.0
2023-2024;65;SRV02660;online;1126.0
2023-2024;65;SRV02661;online;8.0
2023-2024;65;SRV02662;online;2.0
2023-2024;65;SRV02663;online;22.0
2023-2024;65;SRV02664;online;12.0
2023-2024;65;SRV02665;online;100.0
2023-2024;65;SRV02666;online;46.0
2023-2024;65;SRV02677;online;110.0
2023-2024;65;SRV02678;online;2105.0
2023-2024;65;SRV02679;online;868.0
2023-2024;65;SRV02680;online;372.0
2023-2024;65;SRV02681;online;9.0
2023-2024;65;SRV02682;online;95.0
2023-2024;65;SRV02683;online;9068.0
2023-2024;65;SRV02691;online;32.0
2023-2024;65;SRV02693;online;12.0
2023-2024;65;SRV02728;online;284.0
2023-2024;65;SRV02729;online;775.0
2023-2024;65;SRV02731;online;135.0
2023-2024;65;SRV02735;online;22.0
2023-2024;65;SRV02738;online;20002.0
2023-2024;65;SRV02762;online;3459.0
2023-2024;65;SRV02767;online;1.0
2023-2024;65;SRV02770;online;2.0
2023-2024;65;SRV03148;online;3.0
2023-2024;65;SRV03149;online;4.0
2023-2024;65;SRV03154;online;5.0
2023-2024;65;SRV03159;online;6.0
2023-2024;65;SRV03160;online;7.0
2023-2024;65;SRV03161;online;8.0
2023-2024;65;SRV03162;online;9.0
2023-2024;65;3732;online;102.0
2023-2024;65;3731;online;113.0
2023-2024;65;3705;online;369000.0
2023-2024;69;1977;online;166.0
2023-2024;69;2003;online;292.0
2023-2024;122;1910;online;1487.0
2023-2024;122;1912;online;1079.0
2023-2024;122;SRV03450;online;30.0
2023-2024;122;1837;online;394.0
2023-2024;122;SRV03189;online;152.0
2023-2024;122;SRV03190;online;284.0
2023-2024;122;SRV03191;online;118.0
2023-2024;122;SRV03194;online;14.0
2023-2024;122;SRV03207;online;702.0
2023-2024;122;1901;online;42.0
2023-2024;122;SRV03175;online;261.0
2023-2024;122;1904;online;2768.0
2023-2024;122;1905;online;457.0
2023-2024;122;1906;online;20.0
2023-2024;122;1915;online;54.0
2023-2024;122;SRV03322;online;5.0
2023-2024;122;SRV03325;online;741.0
2023-2024;122;SRV03327;online;64.0
2023-2024;122;1911;online;16.0
2023-2024;122;SRV03298;online;46.0
2023-2024;122;SRV03301;online;26.0
2023-2024;122;SRV03304;online;64.0
2023-2024;71;1153;online;1692.0
2023-2024;74;2155;online;9749.0
2023-2024;86;2576;online;91.0
2023-2024;86;1533;online;13.0
2022-2023;86;2576;online;76.0
2022-2023;86;1533;online;9.0
2023-2024;93;1875;online;27454.0
2023-2024;93;1876;online;56.0
2023-2024;95;1462;online;46.0
2023-2024;95;1468;online;47.0
2023-2024;95;1474;online;68.0
2023-2024;95;1658;online;661.0
2023-2024;95;1671;online;340.0
2023-2024;95;SRV02875;online;365.0
2023-2024;95;SRV02877;online;12.0
2023-2024;95;SRV02878;online;335.0
2023-2024;95;SRV02882;online;433923.0
2023-2024;95;SRV02888;online;76.0
2023-2024;99;167;online;1751.0
2023-2024;99;208;online;29.0
2023-2024;297;2150;online;4032.0
2023-2024;110;3404;online;10.0
2023-2024;110;3408;online;1858.0
2023-2024;110;3411;online;37.0
2023-2024;110;3413;online;23.0
2023-2024;110;3414;online;51.0
2023-2024;110;3643;online;6491.0
2023-2024;114;1120;online;30.0
2023-2024;114;1119;online;23.0
2023-2024;117;155;online;901.0
2023-2024;129;1160;online;1493.0
2023-2024;129;1161;online;31.0
2023-2024;129;1162;online;15.0
2023-2024;129;2130;online;220.0
2023-2024;129;2133;online;33.0
2023-2024;237;SRV0348;online;287.0
2023-2024;237;SRV03440;online;18.0
2023-2024;237;SRV03441;online;37.0
2023-2024;237;SRV03444;online;150.0
2023-2024;237;SRV03452;online;16.0
2023-2024;237;3570;online;109.0
2023-2024;237;SRV03451;online;110.0
2023-2024;132;663;online;40.0
2023-2024;132;2110;online;35183.0
2023-2024;132;3700;online;37.0
2023-2024;128;1298;online;15785.0
2023-2024;128;1007;online;78677.0
2023-2024;128;7;online;190112.0
2023-2024;128;991;online;13923.0
2023-2024;128;1296;online;821143.0
2023-2024;128;1003;online;3071175.0
2023-2024;128;1293;online;1995278.0
2023-2024;128;1294;online;51813.0
2023-2024;128;1256;online;145520.0
2023-2024;128;1266;online;52874.0
2023-2024;128;1254;online;5747.0
2023-2024;128;1001;online;88033.0
2023-2024;128;1292;online;838339.0
2023-2024;128;1090;online;12642.0
2023-2024;137;983;online;2023.0
2023-2024;137;2009;online;8760.0
2023-2024;137;247;online;675.0
2023-2024;137;245;online;14.0
2023-2024;137;254;online;92.0
2023-2024;137;263;online;138.0
2023-2024;137;268;online;28.0
2023-2024;137;267;online;137.0
2023-2024;137;975;online;500.0
2023-2024;137;687;online;2190.0
2023-2024;137;985;online;13.0
2023-2024;137;689;online;932.0
2023-2024;137;SRV02793;online;31.0
2023-2024;137;987;online;2828.0
2023-2024;137;244;online;63658.0
2023-2024;137;SRV02867;online;82.0
2023-2024;137;2038;online;98.0
2023-2024;137;986;online;2617.0
2023-2024;137;988;online;191.0
2023-2024;137;1995;online;16870.0
2023-2024;137;243;online;118.0
2023-2024;137;3593;online;196.0
2023-2024;150;2158;online;989.0
2023-2024;151;1726;online;647.0
2023-2024;151;907;online;2388.0
2023-2024;152;172;online;6949.0
2023-2024;152;195;online;1589.0
2023-2024;126;1698;online;284734.0
2023-2024;126;1691;online;636.0
2023-2024;126;SRV02838;online;12402.0
2023-2024;126;SRV03097;online;59.0
2023-2024;126;SRV03098;online;187.0
2023-2024;126;SRV03099;online;2546.0
2023-2024;126;SRV03151;online;309.0
2023-2024;126;SRV03199;online;20.0
2023-2024;126;SRV03091;online;3.0
2023-2024;126;SRV03219;online;600.0
2023-2024;126;SRV03203;online;1.0
2023-2024;126;SRV03270;online;1.0
2023-2024;126;SRV03066;online;132.0
2023-2024;126;1690;online;2735.0
2023-2024;126;SRV03176;online;20.0
2023-2024;126;SRV03371;online;100.0
2023-2024;126;SRV02859;online;1977.0
2023-2024;127;747;online;1632.0
2023-2024;127;SRV02864;online;9476.0
2023-2024;127;1950;online;998.0
2023-2024;127;761;online;180.0
2023-2024;127;1089;online;88.0
2023-2024;127;3629;online;2178.0
2023-2024;127;3630;online;336.0
2023-2024;127;3631;online;856.0
2023-2024;127;850;online;47.0
2023-2024;127;859;online;398.0
2023-2024;127;860;online;1297.0
2023-2024;127;861;online;1612.0
2023-2024;127;862;online;98.0
2023-2024;127;863;online;706.0
2023-2024;127;864;online;274.0
2023-2024;127;866;online;59.0
2023-2024;127;868;online;149.0
2023-2024;123;1422;online;3687971.0
2023-2024;123;1423;online;3753588.0
2023-2024;123;1428;online;1042829.0
2023-2024;123;1457;online;89255.0
2023-2024;123;1488;online;13255.0
2023-2024;123;2132;online;7.0
2023-2024;123;SRV03044;online;110149.0
2023-2024;123;SRV03045;online;45594.0
2023-2024;123;SRV03048;online;257462.0
2023-2024;123;SRV03050;online;4318.0
2023-2024;123;SRV03051;online;1222800.0
2023-2024;348;2058;online;1060.0
2023-2024;348;2061;online;15.0
2023-2024;130;1307;online;380.0
2023-2024;130;1304;online;12187.0
2023-2024;130;2225;online;787.0
2023-2024;130;1303;online;116.0
2023-2024;130;1306;online;7717.0
2023-2024;130;2251;online;16.0
2023-2024;130;1291;online;23.0
2023-2024;130;1244;online;8.0
2023-2024;130;1250;online;1.0
2023-2024;130;989;online;440.0
2023-2024;130;1253;online;20093.0
2023-2024;130;1255;online;9627.0
2023-2024;130;1258;online;305814.0
2023-2024;130;2250;online;14.0
2023-2024;130;1248;online;612.0
2023-2024;130;1323;online;2.0
2023-2024;130;1222;online;1155.0
2023-2024;130;1234;online;38.0
2023-2024;130;1315;online;9810.0
2023-2024;130;1218;online;210.0
2023-2024;130;SRV03238;online;146.0
2023-2024;130;SRV03243;online;157.0
2023-2024;130;SRV03261;online;149.0
2023-2024;130;SRV03264;online;160.0
2023-2024;130;1268;online;1.0
2023-2024;130;1287;online;4.0
2023-2024;130;2229;online;33.0
2023-2024;130;1289;online;38.0
2023-2024;130;1282;online;89.0
2023-2024;130;1243;online;790.0
2023-2024;130;1267;online;461432.0
2023-2024;130;1276;online;1436.0
2023-2024;130;SRV02791;online;30312.0
2023-2024;130;2015;online;4471.0
2023-2024;130;1332;online;10318.0
2023-2024;130;1235;online;1006030.0
2023-2024;199;1854;online;4636.0
2023-2024;199;2538;online;5485.0
2023-2024;199;1867;online;10950.0
2023-2024;199;3573;online;1096.0
2023-2024;199;3581;online;112.0
2023-2024;199;3575;online;6954.0
2023-2024;199;3576;online;293.0
2023-2024;199;3577;online;6352.0
2023-2024;133;2271;online;70616.0
2023-2024;223;1506;online;27.0
2023-2024;223;2642;online;603.0
2023-2024;223;1728;online;5.0
2023-2024;228;2568;online;175.0
2023-2024;228;1553;online;608350.0
2023-2024;228;1549;online;49.0
2023-2024;228;1547;online;589.0
2023-2024;228;1677;online;69000000.0
2023-2024;134;2596;online;50.0
2023-2024;134;2597;online;9.0
2023-2024;134;2600;online;46.0
2023-2024;134;2601;online;135.0
2023-2024;134;2610;online;143.0
2023-2024;134;1578;online;148.0
2023-2024;134;2585;online;867.0
2023-2024;134;2589;online;17.0
2023-2024;134;2914;online;210000.0
2023-2024;134;1260;online;722.0
2023-2024;134;1522;online;1020582.0
2023-2024;134;2574;online;1370.0
2023-2024;134;3193;online;3326.0
2023-2024;134;1519;online;2000.0
2023-2024;134;1709;online;2830.0
2023-2024;134;2936;online;278.0
2023-2024;230;757;online;8459.0
2023-2024;230;758;online;1054.0
2023-2024;230;169;online;6062.0
2023-2024;230;690;online;778.0
2023-2024;238;SRV02853;online;12.0
2023-2024;240;1882;online;1183.0
2023-2024;256;2275;online;917.0
2023-2024;256;2554;online;864.0
2023-2024;256;2556;online;393.0
2023-2024;256;2558;online;596.0
2023-2024;560;SRV03457;online;485.0
2023-2024;552;993;online;1.0
2023-2024;552;994;online;54.0
2023-2024;552;3684;online;61.0
2023-2024;140;21;online;369.0
2023-2024;140;22;online;302.0
2023-2024;278;SRV02950;online;19725.0
2023-2024;280;891;online;498.0
2023-2024;280;892;online;158.0
2023-2024;280;896;online;190.0
2023-2024;280;2254;online;1762.0
2023-2024;135;2300;online;779.0
2023-2024;135;344;online;294.0
2023-2024;135;337;online;1.0
2023-2024;135;792;online;229.0
2023-2024;135;790;online;1560.0
2023-2024;135;818;online;20.0
2023-2024;135;282;online;51.0
2023-2024;282;1195;online;10234.0
2023-2024;282;1042;online;317.0
2023-2024;282;1154;online;716.0
2023-2024;282;1155;online;60562.0
2023-2024;282;1172;online;8387.0
2023-2024;282;1792;online;37484.0
2023-2024;282;1796;online;2628.0
2023-2024;282;1397;online;264.0
2023-2024;282;1202;online;3418.0
2023-2024;282;1204;online;134983.0
2023-2024;136;13;online;2540.0
2023-2024;136;942;online;13.0
2023-2024;136;938;online;118025.0
2023-2024;136;908;online;15805.0
2023-2024;136;900;online;22607.0
2023-2024;136;970;online;932.0
2023-2024;136;871;online;1002.0
2023-2024;136;870;online;104128.0
2023-2024;136;3589;online;14706.0
2023-2024;295;926;online;489389.0
2023-2024;295;1873;online;943.0
2023-2024;295;932;online;13861.0
2023-2024;295;935;online;1416.0
2023-2024;295;SRV02916;online;20977.0
2023-2024;295;3651;online;74766.0
2023-2024;305;15;online;85134.0
2023-2024;305;1987;online;198.0
2023-2024;305;1989;online;512.0
2023-2024;305;34;online;9532.0
2023-2024;305;36;online;298871.0
2023-2024;305;37;online;10831993.0
2023-2024;305;38;online;605.0
2023-2024;305;46;online;1194.0
2023-2024;305;47;online;12.0
2023-2024;305;48;online;14026.0
2023-2024;305;8;online;954.0
2023-2024;306;357;online;813.0
2023-2024;306;SRV03385;online;1660.0
2023-2024;306;178;online;4666.0
2023-2024;306;173;online;2990.0
2023-2024;313;995;online;110.0
2023-2024;313;1354;online;50.0
2023-2024;313;1330;online;100.0
2023-2024;313;1414;online;114.0
2023-2024;313;1309;online;6359.0
2023-2024;313;1002;online;384.0
2023-2024;313;1355;online;1310.0
2023-2024;138;SRV03531;online;350.0
2023-2024;138;SRV03520;online;1418.0
2023-2024;138;SRV03544;online;679.0
2023-2024;138;SRV03515;online;952.0
2023-2024;138;SRV03492;online;2371.0
2023-2024;138;SRV03534;online;57122.0
2023-2024;138;SRV03560;online;2123.0
2023-2024;138;SRV03533;online;494.0
2023-2024;138;SRV03488;online;882.0
2023-2024;138;SRV03551;online;23363.0
2023-2024;138;SRV03532;online;111.0
2023-2024;138;SRV03518;online;846.0
2023-2024;138;SRV03477;online;812.0
2023-2024;138;SRV03541;online;1041.0
2023-2024;138;SRV03521;online;5053.0
2023-2024;138;SRV03508;online;61.0
2023-2024;138;SRV03463;online;34312.0
2023-2024;138;SRV03480;online;20217.0
2023-2024;138;SRV03526;online;3003.0
2023-2024;138;SRV03509;online;115299.0
2023-2024;138;SRV03485;online;5125.0
2023-2024;138;SRV03486;online;1808.0
2023-2024;138;SRV03511;online;54322.0
2023-2024;138;SRV03548;online;51.0
2023-2024;138;SRV03487;online;771.0
2023-2024;138;SRV03537;online;139140.0
2023-2024;326;2019;online;1738.0
2023-2024;326;1348;online;414.0
2023-2024;326;1349;online;1270076.0
2023-2024;326;1347;online;497.0
2023-2024;326;2020;online;254.0
2023-2024;326;2035;online;481.0
2023-2024;326;2262;online;242.0
2023-2024;326;2230;online;250000.0
2023-2024;326;2242;online;7500.0
2023-2024;326;2022;online;250000.0
2023-2024;326;2036;online;172.0
2023-2024;326;1297;online;70170.0
2023-2024;326;2239;online;50.0
2023-2024;326;2253;online;209.0
2023-2024;326;SRV02815;online;1709.0
2023-2024;326;SRV03456;online;150.0
2023-2024;326;SRV03454;online;80.0
2023-2024;326;3675;online;99.0
2023-2024;326;SRV03455;online;17367.0
2023-2024;139;2005;online;2000.0
2023-2024;139;1264;online;9.0
2023-2024;139;1368;online;213.0
2023-2024;139;1283;online;1203.0
2023-2024;139;SRV03063;online;6.0
2023-2024;139;1280;online;285.0
2023-2024;139;1325;online;491.0
2023-2024;139;1257;online;44112.0
2023-2024;139;1272;online;64.0
2023-2024;139;1284;online;1970.0
2023-2024;139;1262;online;357.0
2023-2024;139;1628;online;1330.0
2023-2024;139;1269;online;97.0
2023-2024;139;1532;online;2827.0
2023-2024;139;1996;online;5761.0
2023-2024;139;1419;online;5725.0
2023-2024;139;1271;online;5659.0
2023-2024;139;SRV03062;online;649.0
2023-2024;139;1273;online;3.0
2023-2024;246;2104;online;770.0
2023-2024;246;2106;online;230.0
2018-2019;128;1007;in_person;15044.0
2019-2020;128;1007;in_person;13638.0
2019-2020;125;1027;in_person;105903.0
2020-2021;125;1027;in_person;105903.0
2021-2022;125;1027;in_person;61579.0
2019-2020;125;1032;in_person;77023.0
2020-2021;125;1032;in_person;77023.0
2021-2022;125;1032;in_person;47411.0
2018-2019;133;1050;in_person;28938.0
2019-2020;133;1050;in_person;30527.0
2018-2019;133;1051;in_person;1692.0
2018-2019;127;1060;in_person;284.0
2018-2019;128;1090;in_person;1615.0
2019-2020;128;1090;in_person;2181.0
2021-2022;128;1090;in_person;156.0
2018-2019;128;1096;in_person;2.0
2018-2019;136;10;in_person;198.0
2019-2020;136;10;in_person;25.0
2018-2019;46;1113;in_person;1642.0
2019-2020;46;1113;in_person;1127.0
2020-2021;46;1113;in_person;104.0
2021-2022;46;1113;in_person;82.0
2018-2019;129;1148;in_person;11278.0
2018-2019;129;1150;in_person;132976.0
2019-2020;263;1231;in_person;105109.0
2022-2023;128;1242;in_person;1461713.0
2018-2019;128;1242;in_person;1945393.0
2019-2020;128;1242;in_person;1559010.0
2020-2021;128;1242;in_person;78020.0
2021-2022;128;1242;in_person;549169.0
