fiscal_yr;org_id;service_id;online_interaction_point;activation;online_interaction_point_sort
2023-2024;129;1136;account_registration;NA;1
2023-2024;129;1136;authentication;NA;2
2023-2024;129;1136;application;NA;3
2023-2024;129;1136;decision;NA;4
2023-2024;129;1136;issuance;NA;5
2023-2024;129;1136;issue_resolution_feedback;NA;6
2023-2024;46;1137;account_registration;NA;1
2023-2024;46;1137;authentication;NA;2
2023-2024;46;1137;application;Y;3
2023-2024;46;1137;decision;N;4
2023-2024;46;1137;issuance;N;5
2023-2024;46;1137;issue_resolution_feedback;N;6
2023-2024;129;1138;account_registration;NA;1
2023-2024;129;1138;authentication;NA;2
2023-2024;129;1138;application;Y;3
2023-2024;129;1138;decision;NA;4
2023-2024;129;1138;issuance;Y;5
2023-2024;129;1138;issue_resolution_feedback;Y;6
2023-2024;46;1139;account_registration;Y;1
2023-2024;46;1139;authentication;NA;2
2023-2024;46;1139;application;NA;3
2023-2024;46;1139;decision;NA;4
2023-2024;46;1139;issuance;NA;5
2023-2024;46;1139;issue_resolution_feedback;NA;6
2018-2019;129;1140;account_registration;NA;1
2018-2019;129;1140;authentication;NA;2
2018-2019;129;1140;application;NA;3
2018-2019;129;1140;decision;NA;4
2018-2019;129;1140;issuance;NA;5
2018-2019;129;1140;issue_resolution_feedback;NA;6
2023-2024;46;1141;account_registration;NA;1
2023-2024;46;1141;authentication;NA;2
2023-2024;46;1141;application;NA;3
2023-2024;46;1141;decision;NA;4
2023-2024;46;1141;issuance;NA;5
2023-2024;46;1141;issue_resolution_feedback;NA;6
2023-2024;280;1142;account_registration;NA;1
2023-2024;280;1142;authentication;NA;2
2023-2024;280;1142;application;NA;3
2023-2024;280;1142;decision;NA;4
2023-2024;280;1142;issuance;NA;5
2023-2024;280;1142;issue_resolution_feedback;NA;6
2023-2024;46;1143;account_registration;NA;1
2023-2024;46;1143;authentication;NA;2
2023-2024;46;1143;application;NA;3
2023-2024;46;1143;decision;NA;4
2023-2024;46;1143;issuance;NA;5
2023-2024;46;1143;issue_resolution_feedback;NA;6
2023-2024;136;1144;account_registration;NA;1
2023-2024;136;1144;authentication;NA;2
2023-2024;136;1144;application;NA;3
2023-2024;136;1144;decision;NA;4
2023-2024;136;1144;issuance;NA;5
2023-2024;136;1144;issue_resolution_feedback;Y;6
2018-2019;129;1145;account_registration;N;1
2018-2019;129;1145;authentication;N;2
2018-2019;129;1145;application;N;3
2018-2019;129;1145;decision;N;4
2018-2019;129;1145;issuance;N;5
2018-2019;129;1145;issue_resolution_feedback;N;6
2023-2024;46;1146;account_registration;Y;1
2023-2024;46;1146;authentication;Y;2
2023-2024;46;1146;application;Y;3
2023-2024;46;1146;decision;N;4
2023-2024;46;1146;issuance;N;5
2023-2024;46;1146;issue_resolution_feedback;N;6
2023-2024;136;1147;account_registration;NA;1
2023-2024;136;1147;authentication;NA;2
2023-2024;136;1147;application;NA;3
2023-2024;136;1147;decision;NA;4
2023-2024;136;1147;issuance;NA;5
2023-2024;136;1147;issue_resolution_feedback;NA;6
2018-2019;129;1148;account_registration;N;1
2018-2019;129;1148;authentication;N;2
2018-2019;129;1148;application;N;3
2018-2019;129;1148;decision;N;4
2018-2019;129;1148;issuance;N;5
2018-2019;129;1148;issue_resolution_feedback;N;6
2023-2024;128;1149;account_registration;NA;1
2023-2024;128;1149;authentication;NA;2
2023-2024;128;1149;application;NA;3
2023-2024;128;1149;decision;NA;4
2023-2024;128;1149;issuance;Y;5
2023-2024;128;1149;issue_resolution_feedback;Y;6
2018-2019;129;1150;account_registration;NA;1
2018-2019;129;1150;authentication;NA;2
2018-2019;129;1150;application;NA;3
2018-2019;129;1150;decision;NA;4
2018-2019;129;1150;issuance;NA;5
2018-2019;129;1150;issue_resolution_feedback;NA;6
2018-2019;129;1151;account_registration;N;1
2018-2019;129;1151;authentication;N;2
2018-2019;129;1151;application;N;3
2018-2019;129;1151;decision;N;4
2018-2019;129;1151;issuance;N;5
2018-2019;129;1151;issue_resolution_feedback;N;6
2023-2024;71;1153;account_registration;Y;1
2023-2024;71;1153;authentication;NA;2
2023-2024;71;1153;application;N;3
2023-2024;71;1153;decision;N;4
2023-2024;71;1153;issuance;Y;5
2023-2024;71;1153;issue_resolution_feedback;N;6
2023-2024;282;1154;account_registration;Y;1
2023-2024;282;1154;authentication;NA;2
2023-2024;282;1154;application;Y;3
2023-2024;282;1154;decision;Y;4
2023-2024;282;1154;issuance;Y;5
2023-2024;282;1154;issue_resolution_feedback;Y;6
2023-2024;282;1155;account_registration;Y;1
2023-2024;282;1155;authentication;Y;2
2023-2024;282;1155;application;Y;3
2023-2024;282;1155;decision;Y;4
2023-2024;282;1155;issuance;Y;5
2023-2024;282;1155;issue_resolution_feedback;Y;6
2019-2020;282;1156;account_registration;N;1
2019-2020;282;1156;authentication;N;2
2019-2020;282;1156;application;N;3
2019-2020;282;1156;decision;N;4
2019-2020;282;1156;issuance;N;5
2019-2020;282;1156;issue_resolution_feedback;N;6
2023-2024;129;1157;account_registration;NA;1
2023-2024;129;1157;authentication;NA;2
2023-2024;129;1157;application;NA;3
2023-2024;129;1157;decision;NA;4
2023-2024;129;1157;issuance;NA;5
2023-2024;129;1157;issue_resolution_feedback;NA;6
2023-2024;282;1158;account_registration;NA;1
2023-2024;282;1158;authentication;NA;2
2023-2024;282;1158;application;NA;3
2023-2024;282;1158;decision;NA;4
2023-2024;282;1158;issuance;NA;5
2023-2024;282;1158;issue_resolution_feedback;NA;6
2018-2019;129;1159;account_registration;N;1
2018-2019;129;1159;authentication;N;2
2018-2019;129;1159;application;N;3
2018-2019;129;1159;decision;N;4
2018-2019;129;1159;issuance;N;5
2018-2019;129;1159;issue_resolution_feedback;N;6
2023-2024;129;1160;account_registration;N;1
2023-2024;129;1160;authentication;Y;2
2023-2024;129;1160;application;Y;3
2023-2024;129;1160;decision;Y;4
2023-2024;129;1160;issuance;Y;5
2023-2024;129;1160;issue_resolution_feedback;N;6
2023-2024;129;1161;account_registration;N;1
2023-2024;129;1161;authentication;Y;2
2023-2024;129;1161;application;Y;3
2023-2024;129;1161;decision;N;4
2023-2024;129;1161;issuance;N;5
2023-2024;129;1161;issue_resolution_feedback;N;6
2023-2024;129;1162;account_registration;Y;1
2023-2024;129;1162;authentication;N;2
2023-2024;129;1162;application;Y;3
2023-2024;129;1162;decision;Y;4
2023-2024;129;1162;issuance;Y;5
2023-2024;129;1162;issue_resolution_feedback;N;6
2023-2024;129;1163;account_registration;NA;1
2023-2024;129;1163;authentication;NA;2
2023-2024;129;1163;application;NA;3
2023-2024;129;1163;decision;NA;4
2023-2024;129;1163;issuance;NA;5
2023-2024;129;1163;issue_resolution_feedback;NA;6
2023-2024;129;1164;account_registration;NA;1
2023-2024;129;1164;authentication;NA;2
2023-2024;129;1164;application;NA;3
2023-2024;129;1164;decision;NA;4
2023-2024;129;1164;issuance;NA;5
2023-2024;129;1164;issue_resolution_feedback;NA;6
2023-2024;129;1165;account_registration;NA;1
2023-2024;129;1165;authentication;NA;2
2023-2024;129;1165;application;NA;3
2023-2024;129;1165;decision;NA;4
2023-2024;129;1165;issuance;NA;5
2023-2024;129;1165;issue_resolution_feedback;NA;6
2023-2024;129;1166;account_registration;NA;1
2023-2024;129;1166;authentication;Y;2
2023-2024;129;1166;application;Y;3
2023-2024;129;1166;decision;Y;4
2023-2024;129;1166;issuance;N;5
2023-2024;129;1166;issue_resolution_feedback;Y;6
2018-2019;129;1167;account_registration;NA;1
2018-2019;129;1167;authentication;NA;2
2018-2019;129;1167;application;NA;3
2018-2019;129;1167;decision;NA;4
2018-2019;129;1167;issuance;NA;5
2018-2019;129;1167;issue_resolution_feedback;NA;6
2023-2024;282;1172;account_registration;Y;1
2023-2024;282;1172;authentication;Y;2
2023-2024;282;1172;application;Y;3
2023-2024;282;1172;decision;Y;4
2023-2024;282;1172;issuance;Y;5
2023-2024;282;1172;issue_resolution_feedback;Y;6
2023-2024;71;1173;account_registration;NA;1
2023-2024;71;1173;authentication;NA;2
2023-2024;71;1173;application;NA;3
2023-2024;71;1173;decision;NA;4
2023-2024;71;1173;issuance;NA;5
2023-2024;71;1173;issue_resolution_feedback;NA;6
2023-2024;282;1176;account_registration;N;1
2023-2024;282;1176;authentication;N;2
2023-2024;282;1176;application;N;3
2023-2024;282;1176;decision;N;4
2023-2024;282;1176;issuance;N;5
2023-2024;282;1176;issue_resolution_feedback;N;6
2018-2019;129;1178;account_registration;NA;1
2018-2019;129;1178;authentication;NA;2
2018-2019;129;1178;application;NA;3
2018-2019;129;1178;decision;NA;4
2018-2019;129;1178;issuance;NA;5
2018-2019;129;1178;issue_resolution_feedback;NA;6
2023-2024;282;1179;account_registration;Y;1
2023-2024;282;1179;authentication;Y;2
2023-2024;282;1179;application;Y;3
2023-2024;282;1179;decision;Y;4
2023-2024;282;1179;issuance;Y;5
2023-2024;282;1179;issue_resolution_feedback;Y;6
2023-2024;282;1180;account_registration;Y;1
2023-2024;282;1180;authentication;Y;2
2023-2024;282;1180;application;Y;3
2023-2024;282;1180;decision;Y;4
2023-2024;282;1180;issuance;Y;5
2023-2024;282;1180;issue_resolution_feedback;Y;6
2018-2019;129;1182;account_registration;Y;1
2018-2019;129;1182;authentication;Y;2
2018-2019;129;1182;application;Y;3
2018-2019;129;1182;decision;Y;4
2018-2019;129;1182;issuance;Y;5
2018-2019;129;1182;issue_resolution_feedback;Y;6
2023-2024;282;1183;account_registration;N;1
2023-2024;282;1183;authentication;N;2
2023-2024;282;1183;application;N;3
2023-2024;282;1183;decision;N;4
2023-2024;282;1183;issuance;N;5
2023-2024;282;1183;issue_resolution_feedback;N;6
2021-2022;71;1187;account_registration;Y;1
2021-2022;71;1187;authentication;NA;2
2021-2022;71;1187;application;Y;3
2021-2022;71;1187;decision;NA;4
2021-2022;71;1187;issuance;NA;5
2021-2022;71;1187;issue_resolution_feedback;NA;6
2018-2019;129;1188;account_registration;NA;1
2018-2019;129;1188;authentication;NA;2
2018-2019;129;1188;application;NA;3
2018-2019;129;1188;decision;NA;4
2018-2019;129;1188;issuance;NA;5
2018-2019;129;1188;issue_resolution_feedback;NA;6
2018-2019;129;1190;account_registration;NA;1
2018-2019;129;1190;authentication;NA;2
2018-2019;129;1190;application;NA;3
2018-2019;129;1190;decision;NA;4
2018-2019;129;1190;issuance;NA;5
2018-2019;129;1190;issue_resolution_feedback;NA;6
2018-2019;129;1193;account_registration;NA;1
2018-2019;129;1193;authentication;NA;2
2018-2019;129;1193;application;NA;3
2018-2019;129;1193;decision;NA;4
2018-2019;129;1193;issuance;NA;5
2018-2019;129;1193;issue_resolution_feedback;NA;6
2023-2024;282;1195;account_registration;Y;1
2023-2024;282;1195;authentication;Y;2
2023-2024;282;1195;application;Y;3
2023-2024;282;1195;decision;Y;4
2023-2024;282;1195;issuance;Y;5
2023-2024;282;1195;issue_resolution_feedback;Y;6
2018-2019;129;1196;account_registration;Y;1
2018-2019;129;1196;authentication;NA;2
2018-2019;129;1196;application;Y;3
2018-2019;129;1196;decision;NA;4
2018-2019;129;1196;issuance;Y;5
2018-2019;129;1196;issue_resolution_feedback;NA;6
2018-2019;129;1197;account_registration;Y;1
2018-2019;129;1197;authentication;Y;2
2018-2019;129;1197;application;Y;3
2018-2019;129;1197;decision;Y;4
2018-2019;129;1197;issuance;Y;5
2018-2019;129;1197;issue_resolution_feedback;NA;6
2018-2019;129;1198;account_registration;NA;1
2018-2019;129;1198;authentication;NA;2
2018-2019;129;1198;application;NA;3
2018-2019;129;1198;decision;NA;4
2018-2019;129;1198;issuance;NA;5
2018-2019;129;1198;issue_resolution_feedback;NA;6
2018-2019;129;1199;account_registration;NA;1
2018-2019;129;1199;authentication;NA;2
2018-2019;129;1199;application;NA;3
2018-2019;129;1199;decision;NA;4
2018-2019;129;1199;issuance;NA;5
2018-2019;129;1199;issue_resolution_feedback;NA;6
2018-2019;136;12;account_registration;Y;1
2018-2019;136;12;authentication;Y;2
2018-2019;136;12;application;Y;3
2018-2019;136;12;decision;Y;4
2018-2019;136;12;issuance;Y;5
2018-2019;136;12;issue_resolution_feedback;Y;6
2019-2020;278;1200;account_registration;NA;1
2019-2020;278;1200;authentication;NA;2
2019-2020;278;1200;application;Y;3
2019-2020;278;1200;decision;Y;4
2019-2020;278;1200;issuance;Y;5
2019-2020;278;1200;issue_resolution_feedback;Y;6
2023-2024;282;1202;account_registration;Y;1
2023-2024;282;1202;authentication;Y;2
2023-2024;282;1202;application;N;3
2023-2024;282;1202;decision;Y;4
2023-2024;282;1202;issuance;N;5
2023-2024;282;1202;issue_resolution_feedback;N;6
2023-2024;282;1204;account_registration;Y;1
2023-2024;282;1204;authentication;Y;2
2023-2024;282;1204;application;N;3
2023-2024;282;1204;decision;Y;4
2023-2024;282;1204;issuance;Y;5
2023-2024;282;1204;issue_resolution_feedback;Y;6
2023-2024;137;1208;account_registration;N;1
2023-2024;137;1208;authentication;N;2
2023-2024;137;1208;application;N;3
2023-2024;137;1208;decision;N;4
2023-2024;137;1208;issuance;N;5
2023-2024;137;1208;issue_resolution_feedback;N;6
2023-2024;282;1210;account_registration;N;1
2023-2024;282;1210;authentication;N;2
2023-2024;282;1210;application;N;3
2023-2024;282;1210;decision;N;4
2023-2024;282;1210;issuance;N;5
2023-2024;282;1210;issue_resolution_feedback;N;6
2021-2022;130;1211;account_registration;N;1
2021-2022;130;1211;authentication;N;2
2021-2022;130;1211;application;Y;3
2021-2022;130;1211;decision;Y;4
2021-2022;130;1211;issuance;Y;5
2021-2022;130;1211;issue_resolution_feedback;Y;6
2018-2019;129;1212;account_registration;NA;1
2018-2019;129;1212;authentication;NA;2
2018-2019;129;1212;application;NA;3
2018-2019;129;1212;decision;NA;4
2018-2019;129;1212;issuance;NA;5
2018-2019;129;1212;issue_resolution_feedback;NA;6
2018-2019;129;1213;account_registration;NA;1
2018-2019;129;1213;authentication;NA;2
2018-2019;129;1213;application;NA;3
2018-2019;129;1213;decision;NA;4
2018-2019;129;1213;issuance;NA;5
2018-2019;129;1213;issue_resolution_feedback;NA;6
2018-2019;129;1214;account_registration;NA;1
2018-2019;129;1214;authentication;NA;2
2018-2019;129;1214;application;NA;3
2018-2019;129;1214;decision;NA;4
2018-2019;129;1214;issuance;NA;5
2018-2019;129;1214;issue_resolution_feedback;NA;6
2018-2019;129;1215;account_registration;NA;1
2018-2019;129;1215;authentication;NA;2
2018-2019;129;1215;application;NA;3
2018-2019;129;1215;decision;NA;4
2018-2019;129;1215;issuance;NA;5
2018-2019;129;1215;issue_resolution_feedback;NA;6
2018-2019;129;1216;account_registration;NA;1
2018-2019;129;1216;authentication;NA;2
2018-2019;129;1216;application;NA;3
2018-2019;129;1216;decision;NA;4
2018-2019;129;1216;issuance;NA;5
2018-2019;129;1216;issue_resolution_feedback;NA;6
2018-2019;129;1217;account_registration;NA;1
2018-2019;129;1217;authentication;NA;2
2018-2019;129;1217;application;Y;3
2018-2019;129;1217;decision;NA;4
2018-2019;129;1217;issuance;NA;5
2018-2019;129;1217;issue_resolution_feedback;NA;6
2023-2024;130;1218;account_registration;N;1
2023-2024;130;1218;authentication;Y;2
2023-2024;130;1218;application;Y;3
2023-2024;130;1218;decision;Y;4
2023-2024;130;1218;issuance;Y;5
2023-2024;130;1218;issue_resolution_feedback;N;6
2018-2019;129;1219;account_registration;NA;1
2018-2019;129;1219;authentication;NA;2
2018-2019;129;1219;application;NA;3
2018-2019;129;1219;decision;NA;4
2018-2019;129;1219;issuance;NA;5
2018-2019;129;1219;issue_resolution_feedback;NA;6
2023-2024;253;1220;account_registration;NA;1
2023-2024;253;1220;authentication;NA;2
2023-2024;253;1220;application;N;3
2023-2024;253;1220;decision;N;4
2023-2024;253;1220;issuance;N;5
2023-2024;253;1220;issue_resolution_feedback;N;6
2023-2024;130;1221;account_registration;Y;1
2023-2024;130;1221;authentication;Y;2
2023-2024;130;1221;application;NA;3
2023-2024;130;1221;decision;NA;4
2023-2024;130;1221;issuance;NA;5
2023-2024;130;1221;issue_resolution_feedback;Y;6
2023-2024;130;1222;account_registration;Y;1
2023-2024;130;1222;authentication;Y;2
2023-2024;130;1222;application;Y;3
2023-2024;130;1222;decision;Y;4
2023-2024;130;1222;issuance;Y;5
2023-2024;130;1222;issue_resolution_feedback;Y;6
2023-2024;263;1223;account_registration;NA;1
2023-2024;263;1223;authentication;NA;2
2023-2024;263;1223;application;NA;3
2023-2024;263;1223;decision;NA;4
2023-2024;263;1223;issuance;NA;5
2023-2024;263;1223;issue_resolution_feedback;NA;6
2023-2024;263;1225;account_registration;N;1
2023-2024;263;1225;authentication;N;2
2023-2024;263;1225;application;N;3
2023-2024;263;1225;decision;N;4
2023-2024;263;1225;issuance;N;5
2023-2024;263;1225;issue_resolution_feedback;N;6
2023-2024;253;1228;account_registration;NA;1
2023-2024;253;1228;authentication;NA;2
2023-2024;253;1228;application;N;3
2023-2024;253;1228;decision;N;4
2023-2024;253;1228;issuance;N;5
2023-2024;253;1228;issue_resolution_feedback;N;6
2018-2019;129;1229;account_registration;NA;1
2018-2019;129;1229;authentication;NA;2
2018-2019;129;1229;application;NA;3
2018-2019;129;1229;decision;NA;4
2018-2019;129;1229;issuance;NA;5
2018-2019;129;1229;issue_resolution_feedback;NA;6
2018-2019;129;1230;account_registration;N;1
2018-2019;129;1230;authentication;N;2
2018-2019;129;1230;application;N;3
2018-2019;129;1230;decision;N;4
2018-2019;129;1230;issuance;N;5
2018-2019;129;1230;issue_resolution_feedback;N;6
2020-2021;263;1231;account_registration;N;1
2020-2021;263;1231;authentication;N;2
2020-2021;263;1231;application;N;3
2020-2021;263;1231;decision;N;4
2020-2021;263;1231;issuance;N;5
2020-2021;263;1231;issue_resolution_feedback;N;6
2020-2021;263;1232;account_registration;N;1
2020-2021;263;1232;authentication;N;2
2020-2021;263;1232;application;N;3
2020-2021;263;1232;decision;N;4
2020-2021;263;1232;issuance;N;5
2020-2021;263;1232;issue_resolution_feedback;N;6
2023-2024;348;1233;account_registration;NA;1
2023-2024;348;1233;authentication;NA;2
2023-2024;348;1233;application;NA;3
2023-2024;348;1233;decision;NA;4
2023-2024;348;1233;issuance;NA;5
2023-2024;348;1233;issue_resolution_feedback;NA;6
2023-2024;130;1234;account_registration;Y;1
2023-2024;130;1234;authentication;Y;2
2023-2024;130;1234;application;Y;3
2023-2024;130;1234;decision;Y;4
2023-2024;130;1234;issuance;Y;5
2023-2024;130;1234;issue_resolution_feedback;Y;6
2023-2024;130;1235;account_registration;Y;1
2023-2024;130;1235;authentication;Y;2
2023-2024;130;1235;application;Y;3
2023-2024;130;1235;decision;Y;4
2023-2024;130;1235;issuance;Y;5
2023-2024;130;1235;issue_resolution_feedback;Y;6
2023-2024;348;1236;account_registration;NA;1
2023-2024;348;1236;authentication;NA;2
2023-2024;348;1236;application;NA;3
2023-2024;348;1236;decision;N;4
2023-2024;348;1236;issuance;NA;5
2023-2024;348;1236;issue_resolution_feedback;N;6
2022-2023;130;1237;account_registration;NA;1
2022-2023;130;1237;authentication;Y;2
2022-2023;130;1237;application;Y;3
2022-2023;130;1237;decision;Y;4
2022-2023;130;1237;issuance;Y;5
2022-2023;130;1237;issue_resolution_feedback;Y;6
2022-2023;124;1238;account_registration;Y;1
2022-2023;124;1238;authentication;Y;2
2022-2023;124;1238;application;Y;3
2022-2023;124;1238;decision;Y;4
2022-2023;124;1238;issuance;Y;5
2022-2023;124;1238;issue_resolution_feedback;N;6
2023-2024;348;1239;account_registration;NA;1
2023-2024;348;1239;authentication;NA;2
2023-2024;348;1239;application;N;3
2023-2024;348;1239;decision;N;4
2023-2024;348;1239;issuance;NA;5
2023-2024;348;1239;issue_resolution_feedback;N;6
2018-2019;130;1240;account_registration;NA;1
2018-2019;130;1240;authentication;NA;2
2018-2019;130;1240;application;NA;3
2018-2019;130;1240;decision;NA;4
2018-2019;130;1240;issuance;NA;5
2018-2019;130;1240;issue_resolution_feedback;NA;6
2023-2024;348;1241;account_registration;NA;1
2023-2024;348;1241;authentication;NA;2
