org_id;latest_si_yr;program_id;report_yr;measure_yr;planned_actual;spending_fte;measure;si_link_yr
127;2024-2025;BVH14;2022-2023;2022-2023;actual;spending;90210378.83;2022-2023
127;2024-2025;BVH15;2022-2023;2022-2023;actual;spending;22459206.82;2022-2023
127;2024-2025;BVH16;2022-2023;2022-2023;actual;spending;62466772.08;2022-2023
127;2024-2025;BVH17;2022-2023;2022-2023;actual;spending;30822696.95;2022-2023
127;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;63045750.48;2022-2023
127;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;84029406.92;2022-2023
127;2024-2025;ISS03;2022-2023;2022-2023;actual;spending;27035466.4;2022-2023
127;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;62487594.13;2022-2023
127;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;30364019.93;2022-2023
127;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;14178486.76;2022-2023
127;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;128454863.36;2022-2023
127;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;91158708.95;2022-2023
127;2024-2025;ISS09;2022-2023;2022-2023;actual;spending;380558.98;2022-2023
127;2024-2025;ISS0Z;2022-2023;2022-2023;actual;spending;4679704.44;2022-2023
128;2024-2025;BGM01;2022-2023;2022-2023;actual;spending;0.0;2022-2023
128;2024-2025;BGM02;2022-2023;2022-2023;actual;spending;474044153.63;2022-2023
128;2024-2025;BGM03;2022-2023;2022-2023;actual;spending;84591572.78;2022-2023
128;2024-2025;BGM04;2022-2023;2022-2023;actual;spending;89421400.7;2022-2023
128;2024-2025;BGM05;2022-2023;2022-2023;actual;spending;5215220148.56;2022-2023
128;2024-2025;BGM06;2022-2023;2022-2023;actual;spending;913142.17;2022-2023
128;2024-2025;BGM07;2022-2023;2022-2023;actual;spending;232488091.23;2022-2023
128;2024-2025;BGM08;2022-2023;2022-2023;actual;spending;5228785.73;2022-2023
128;2024-2025;BGM09;2022-2023;2022-2023;actual;spending;10576076.5;2022-2023
128;2024-2025;BGM10;2022-2023;2022-2023;actual;spending;147358482.51;2022-2023
128;2024-2025;BGM11;2022-2023;2022-2023;actual;spending;4040212.66;2022-2023
128;2024-2025;BGM12;2022-2023;2022-2023;actual;spending;199476227.0;2022-2023
128;2024-2025;BGN01;2022-2023;2022-2023;actual;spending;70562235632.93;2022-2023
128;2024-2025;BGN02;2022-2023;2022-2023;actual;spending;650156532.92;2022-2023
128;2024-2025;BGN03;2022-2023;2022-2023;actual;spending;40032913.06;2022-2023
128;2024-2025;BGO01;2022-2023;2022-2023;actual;spending;-345998297.97;2022-2023
128;2024-2025;BGO02;2022-2023;2022-2023;actual;spending;924219221.32;2022-2023
128;2024-2025;BGO03;2022-2023;2022-2023;actual;spending;611375.74;2022-2023
128;2024-2025;BGO04;2022-2023;2022-2023;actual;spending;52196132.11;2022-2023
128;2024-2025;BGO05;2022-2023;2022-2023;actual;spending;8037395.67;2022-2023
128;2024-2025;BGO06;2022-2023;2022-2023;actual;spending;715736302.46;2022-2023
128;2024-2025;BGO07;2022-2023;2022-2023;actual;spending;55365385.9;2022-2023
128;2024-2025;BGO08;2022-2023;2022-2023;actual;spending;37580694.92;2022-2023
128;2024-2025;BGO09;2022-2023;2022-2023;actual;spending;123434985.41;2022-2023
128;2024-2025;BGO10;2022-2023;2022-2023;actual;spending;270110992.61;2022-2023
128;2024-2025;BGO11;2022-2023;2022-2023;actual;spending;201399806.47;2022-2023
128;2024-2025;BGO12;2022-2023;2022-2023;actual;spending;22587177.4;2022-2023
128;2024-2025;BGO13;2022-2023;2022-2023;actual;spending;133146594.76;2022-2023
128;2024-2025;BGO14;2022-2023;2022-2023;actual;spending;129938574.2;2022-2023
128;2024-2025;BGO15;2022-2023;2022-2023;actual;spending;37636007.89;2022-2023
128;2024-2025;BGO16;2022-2023;2022-2023;actual;spending;16558028.52;2022-2023
128;2024-2025;BGO17;2022-2023;2022-2023;actual;spending;4910059094.38;2022-2023
128;2024-2025;BGO18;2022-2023;2022-2023;actual;spending;1199864175.7;2022-2023
128;2024-2025;BGO19;2022-2023;2022-2023;actual;spending;1174246.16;2022-2023
128;2024-2025;BGO20;2022-2023;2022-2023;actual;spending;63429736.13;2022-2023
128;2024-2025;BGO21;2022-2023;2022-2023;actual;spending;75929168.09;2022-2023
128;2024-2025;BGO22;2022-2023;2022-2023;actual;spending;23709730.18;2022-2023
128;2024-2025;BGO23;2022-2023;2022-2023;actual;spending;97407331.0;2022-2023
128;2024-2025;BGO24;2022-2023;2022-2023;actual;spending;131541918.32;2022-2023
128;2024-2025;BGO25;2022-2023;2022-2023;actual;spending;186545526.69;2022-2023
128;2024-2025;BGO26;2022-2023;2022-2023;actual;spending;192893395.31;2022-2023
128;2024-2025;BGO27;2022-2023;2022-2023;actual;spending;1650793.66;2022-2023
128;2024-2025;BGO28;2022-2023;2022-2023;actual;spending;18910388.23;2022-2023
128;2024-2025;BGO29;2022-2023;2022-2023;actual;spending;30886746.0;2022-2023
128;2024-2025;BGP01;2022-2023;2022-2023;actual;spending;17389071.25;2022-2023
128;2024-2025;BGP02;2022-2023;2022-2023;actual;spending;32422493.65;2022-2023
128;2024-2025;BGP03;2022-2023;2022-2023;actual;spending;32486766.68;2022-2023
128;2024-2025;BGP04;2022-2023;2022-2023;actual;spending;4590567.45;2022-2023
128;2024-2025;BGP05;2022-2023;2022-2023;actual;spending;31226602.94;2022-2023
128;2024-2025;BGP06;2022-2023;2022-2023;actual;spending;21821034.99;2022-2023
128;2024-2025;BGP07;2022-2023;2022-2023;actual;spending;15406755.66;2022-2023
128;2024-2025;BGQ01;2022-2023;2022-2023;actual;spending;17686043.77;2022-2023
128;2024-2025;BGQ02;2022-2023;2022-2023;actual;spending;20564501.66;2022-2023
128;2024-2025;BGQ03;2022-2023;2022-2023;actual;spending;22852502.72;2022-2023
128;2024-2025;BGQ04;2022-2023;2022-2023;actual;spending;346203095.29;2022-2023
128;2024-2025;BGQ05;2022-2023;2022-2023;actual;spending;53673395.24;2022-2023
128;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;115778365.31;2022-2023
128;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;24015815.29;2022-2023
128;2024-2025;ISS03;2022-2023;2022-2023;actual;spending;9039907.63;2022-2023
128;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;76304890.07;2022-2023
128;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;42324404.82;2022-2023
128;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;6394274.47;2022-2023
128;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;133091894.71;2022-2023
128;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;93714004.65;2022-2023
128;2024-2025;ISS09;2022-2023;2022-2023;actual;spending;1866284.78;2022-2023
128;2024-2025;ISS0Z;2022-2023;2022-2023;actual;spending;1038658.44;2022-2023
129;2024-2025;BWM02;2022-2023;2022-2023;actual;spending;271601032.74;2022-2023
129;2024-2025;BWM03;2022-2023;2022-2023;actual;spending;3603212723.38;2022-2023
129;2024-2025;BWM04;2022-2023;2022-2023;actual;spending;1741705502.21;2022-2023
129;2024-2025;BWM05;2022-2023;2022-2023;actual;spending;31045045.47;2022-2023
129;2024-2025;BWM06;2022-2023;2022-2023;actual;spending;715870714.39;2022-2023
129;2024-2025;BWM07;2022-2023;2022-2023;actual;spending;210461983.66;2022-2023
129;2024-2025;BWM08;2022-2023;2022-2023;actual;spending;31924729.96;2022-2023
129;2024-2025;BWM09;2022-2023;2022-2023;actual;spending;1476749215.54;2022-2023
129;2024-2025;BWM10;2022-2023;2022-2023;actual;spending;44160514.95;2022-2023
129;2024-2025;BWM13;2022-2023;2022-2023;actual;spending;3866352.81;2022-2023
129;2024-2025;BWM14;2022-2023;2022-2023;actual;spending;63517654.57;2022-2023
129;2024-2025;BWR04;2022-2023;2022-2023;actual;spending;64413395.51;2022-2023
129;2024-2025;BWR05;2022-2023;2022-2023;actual;spending;7424454.85;2022-2023
129;2024-2025;BWR06;2022-2023;2022-2023;actual;spending;15974133.11;2022-2023
129;2024-2025;BWR07;2022-2023;2022-2023;actual;spending;14822614.18;2022-2023
129;2024-2025;BWR08;2022-2023;2022-2023;actual;spending;268975459.39;2022-2023
129;2024-2025;BWR09;2022-2023;2022-2023;actual;spending;4151617.71;2022-2023
129;2024-2025;BWR10;2022-2023;2022-2023;actual;spending;209501099.74;2022-2023
129;2024-2025;BWR11;2022-2023;2022-2023;actual;spending;168912561.65;2022-2023
129;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;58952278.73;2022-2023
129;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;7635976.91;2022-2023
129;2024-2025;ISS03;2022-2023;2022-2023;actual;spending;69886214.37;2022-2023
129;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;14650458.79;2022-2023
129;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;16573076.43;2022-2023
129;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;6682104.63;2022-2023
129;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;1019289.38;2022-2023
129;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;3723347.82;2022-2023
129;2024-2025;ISS09;2022-2023;2022-2023;actual;spending;5167485.91;2022-2023
130;2024-2025;BNN02;2022-2023;2022-2023;actual;spending;141476602.58;2022-2023
130;2024-2025;BNN03;2022-2023;2022-2023;actual;spending;337533474.5;2022-2023
130;2024-2025;BNO01;2022-2023;2022-2023;actual;spending;721499560.18;2022-2023
130;2024-2025;BNP01;2022-2023;2022-2023;actual;spending;1429315904.59;2022-2023
130;2024-2025;BNP02;2022-2023;2022-2023;actual;spending;68485346.89;2022-2023
130;2024-2025;BNP04;2022-2023;2022-2023;actual;spending;8919792.87;2022-2023
130;2024-2025;BNP05;2022-2023;2022-2023;actual;spending;9845151.7;2022-2023
130;2024-2025;BNP06;2022-2023;2022-2023;actual;spending;125372837.83;2022-2023
130;2024-2025;BNP07;2022-2023;2022-2023;actual;spending;153493843.34;2022-2023
130;2024-2025;BNP11;2022-2023;2022-2023;actual;spending;18877909.17;2022-2023
130;2024-2025;BNP12;2022-2023;2022-2023;actual;spending;55445713.36;2022-2023
130;2024-2025;BNP16;2022-2023;2022-2023;actual;spending;16001506.42;2022-2023
130;2024-2025;BNP17;2022-2023;2022-2023;actual;spending;262058378.06;2022-2023
130;2024-2025;BNP18;2022-2023;2022-2023;actual;spending;65115009.06;2022-2023
130;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;62599100.77;2022-2023
130;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;27017050.36;2022-2023
130;2024-2025;ISS03;2022-2023;2022-2023;actual;spending;4854919.57;2022-2023
130;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;32822147.29;2022-2023
130;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;27297814.75;2022-2023
130;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;8203995.21;2022-2023
130;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;45838074.37;2022-2023
130;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;15948342.78;2022-2023
130;2024-2025;ISS09;2022-2023;2022-2023;actual;spending;1780381.05;2022-2023
130;2024-2025;ISS0Z;2022-2023;2022-2023;actual;spending;3869065.48;2022-2023
132;2024-2025;BNX01;2022-2023;2022-2023;actual;spending;81419946.62;2022-2023
132;2024-2025;BNX02;2022-2023;2022-2023;actual;spending;17204465.71;2022-2023
132;2024-2025;BNX03;2022-2023;2022-2023;actual;spending;106023251.41;2022-2023
132;2024-2025;BNY01;2022-2023;2022-2023;actual;spending;52968977.89;2022-2023
132;2024-2025;BNY02;2022-2023;2022-2023;actual;spending;242629881.84;2022-2023
132;2024-2025;BNY03;2022-2023;2022-2023;actual;spending;6458136.53;2022-2023
132;2024-2025;BNY04;2022-2023;2022-2023;actual;spending;6951649.58;2022-2023
132;2024-2025;BNY05;2022-2023;2022-2023;actual;spending;31608414.29;2022-2023
132;2024-2025;BNY06;2022-2023;2022-2023;actual;spending;202143485.37;2022-2023
132;2024-2025;BNY07;2022-2023;2022-2023;actual;spending;21346122.23;2022-2023
132;2024-2025;BNY08;2022-2023;2022-2023;actual;spending;50371800.75;2022-2023
132;2024-2025;BNY09;2022-2023;2022-2023;actual;spending;47180419.79;2022-2023
132;2024-2025;BNY10;2022-2023;2022-2023;actual;spending;1184775.48;2022-2023
132;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;30188697.31;2022-2023
132;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;8047201.34;2022-2023
132;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;15985136.13;2022-2023
132;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;11669709.45;2022-2023
132;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;10328264.99;2022-2023
132;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;27153101.52;2022-2023
132;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;10991794.32;2022-2023
132;2024-2025;ISS0Z;2022-2023;2022-2023;actual;spending;1467339.8;2022-2023
133;2024-2025;BUN01;2022-2023;2022-2023;actual;spending;9413076.94;2022-2023
133;2024-2025;BUN02;2022-2023;2022-2023;actual;spending;13675986.82;2022-2023
133;2024-2025;BUN03;2022-2023;2022-2023;actual;spending;351192864.87;2022-2023
133;2024-2025;BUN04;2022-2023;2022-2023;actual;spending;1376882013.07;2022-2023
133;2024-2025;BUN05;2022-2023;2022-2023;actual;spending;67615652.42;2022-2023
133;2024-2025;BUN06;2022-2023;2022-2023;actual;spending;153793115.84;2022-2023
133;2024-2025;BUN07;2022-2023;2022-2023;actual;spending;47171169.39;2022-2023
133;2024-2025;BUO01;2022-2023;2022-2023;actual;spending;235461287.41;2022-2023
133;2024-2025;BUO02;2022-2023;2022-2023;actual;spending;1484532095.02;2022-2023
133;2024-2025;BUO03;2022-2023;2022-2023;actual;spending;2318151543.65;2022-2023
133;2024-2025;BUO04;2022-2023;2022-2023;actual;spending;1888041513.64;2022-2023
133;2024-2025;BUO05;2022-2023;2022-2023;actual;spending;438162208.39;2022-2023
133;2024-2025;BUO06;2022-2023;2022-2023;actual;spending;132438072.96;2022-2023
133;2024-2025;BUO07;2022-2023;2022-2023;actual;spending;186090134.68;2022-2023
133;2024-2025;BUO08;2022-2023;2022-2023;actual;spending;131819915.6;2022-2023
133;2024-2025;BUO09;2022-2023;2022-2023;actual;spending;170126337.58;2022-2023
133;2024-2025;BUO10;2022-2023;2022-2023;actual;spending;3809989239.85;2022-2023
133;2024-2025;BUO11;2022-2023;2022-2023;actual;spending;1547260.16;2022-2023
133;2024-2025;BUP01;2022-2023;2022-2023;actual;spending;167492982.84;2022-2023
133;2024-2025;BUP02;2022-2023;2022-2023;actual;spending;536554879.15;2022-2023
133;2024-2025;BUP03;2022-2023;2022-2023;actual;spending;750429520.38;2022-2023
133;2024-2025;BUP04;2022-2023;2022-2023;actual;spending;1810963855.82;2022-2023
133;2024-2025;BUP05;2022-2023;2022-2023;actual;spending;218762450.95;2022-2023
133;2024-2025;BUP06;2022-2023;2022-2023;actual;spending;163725141.38;2022-2023
133;2024-2025;BUP07;2022-2023;2022-2023;actual;spending;6809453.39;2022-2023
133;2024-2025;BUP08;2022-2023;2022-2023;actual;spending;49493046.49;2022-2023
133;2024-2025;BUP09;2022-2023;2022-2023;actual;spending;8685960.85;2022-2023
133;2024-2025;BUP10;2022-2023;2022-2023;actual;spending;201775158.6;2022-2023
133;2024-2025;BUQ01;2022-2023;2022-2023;actual;spending;41748457.5;2022-2023
133;2024-2025;BUQ02;2022-2023;2022-2023;actual;spending;40098649.04;2022-2023
133;2024-2025;BUQ03;2022-2023;2022-2023;actual;spending;31028315.76;2022-2023
133;2024-2025;BUQ04;2022-2023;2022-2023;actual;spending;96895121.39;2022-2023
133;2024-2025;BUQ05;2022-2023;2022-2023;actual;spending;22070749.63;2022-2023
133;2024-2025;BUQ06;2022-2023;2022-2023;actual;spending;46968404.54;2022-2023
133;2024-2025;BUQ07;2022-2023;2022-2023;actual;spending;132200162.29;2022-2023
133;2024-2025;BUQ08;2022-2023;2022-2023;actual;spending;424350281.87;2022-2023
133;2024-2025;BUR01;2022-2023;2022-2023;actual;spending;2035645949.3;2022-2023
133;2024-2025;BUR02;2022-2023;2022-2023;actual;spending;513297277.04;2022-2023
133;2024-2025;BUR03;2022-2023;2022-2023;actual;spending;945443675.08;2022-2023
133;2024-2025;BUR04;2022-2023;2022-2023;actual;spending;258985841.96;2022-2023
133;2024-2025;BUR05;2022-2023;2022-2023;actual;spending;106887678.88;2022-2023
133;2024-2025;BUS01;2022-2023;2022-2023;actual;spending;97710741.77;2022-2023
133;2024-2025;BUS02;2022-2023;2022-2023;actual;spending;721511358.51;2022-2023
133;2024-2025;BUS03;2022-2023;2022-2023;actual;spending;1198975523.42;2022-2023
133;2024-2025;BUS04;2022-2023;2022-2023;actual;spending;72851586.68;2022-2023
133;2024-2025;BUS05;2022-2023;2022-2023;actual;spending;307582813.66;2022-2023
133;2024-2025;BUS06;2022-2023;2022-2023;actual;spending;96423579.46;2022-2023
133;2024-2025;BUS07;2022-2023;2022-2023;actual;spending;4970441.2;2022-2023
133;2024-2025;BUS08;2022-2023;2022-2023;actual;spending;269287485.49;2022-2023
133;2024-2025;BUS09;2022-2023;2022-2023;actual;spending;505514840.36;2022-2023
133;2024-2025;BUS10;2022-2023;2022-2023;actual;spending;484979353.61;2022-2023
133;2024-2025;BUS11;2022-2023;2022-2023;actual;spending;192380018.14;2022-2023
133;2024-2025;BUS12;2022-2023;2022-2023;actual;spending;139911196.41;2022-2023
133;2024-2025;BUS13;2022-2023;2022-2023;actual;spending;5156161.35;2022-2023
133;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;147133981.42;2022-2023
133;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;30788231.37;2022-2023
133;2024-2025;ISS03;2022-2023;2022-2023;actual;spending;497908748.24;2022-2023
133;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;123318382.07;2022-2023
133;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;111373414.39;2022-2023
133;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;38893860.82;2022-2023
133;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;278229133.07;2022-2023
133;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;106140334.92;2022-2023
133;2024-2025;ISS09;2022-2023;2022-2023;actual;spending;54291825.49;2022-2023
133;2024-2025;ISS0Z;2022-2023;2022-2023;actual;spending;18410580.73;2022-2023
134;2024-2025;BTL01;2022-2023;2022-2023;actual;spending;6477500.98;2022-2023
134;2024-2025;BTL02;2022-2023;2022-2023;actual;spending;29395185.43;2022-2023
134;2024-2025;BTL03;2022-2023;2022-2023;actual;spending;40565117.97;2022-2023
134;2024-2025;BTL04;2022-2023;2022-2023;actual;spending;2276274.52;2022-2023
134;2024-2025;BTL05;2022-2023;2022-2023;actual;spending;14278899.62;2022-2023
134;2024-2025;BTL06;2022-2023;2022-2023;actual;spending;38429427.34;2022-2023
134;2024-2025;BTL07;2022-2023;2022-2023;actual;spending;48320683.49;2022-2023
134;2024-2025;BTL08;2022-2023;2022-2023;actual;spending;86649891.63;2022-2023
134;2024-2025;BTL09;2022-2023;2022-2023;actual;spending;4098387.81;2022-2023
134;2024-2025;BTL10;2022-2023;2022-2023;actual;spending;9047182.61;2022-2023
134;2024-2025;BTL11;2022-2023;2022-2023;actual;spending;24844505.66;2022-2023
134;2024-2025;BTL12;2022-2023;2022-2023;actual;spending;27380811.88;2022-2023
134;2024-2025;BTL13;2022-2023;2022-2023;actual;spending;19091548.18;2022-2023
134;2024-2025;BTM04;2022-2023;2022-2023;actual;spending;29492196.86;2022-2023
134;2024-2025;BTM05;2022-2023;2022-2023;actual;spending;16410730.72;2022-2023
134;2024-2025;BTM06;2022-2023;2022-2023;actual;spending;18167002.63;2022-2023
134;2024-2025;BTM07;2022-2023;2022-2023;actual;spending;7903084.19;2022-2023
134;2024-2025;BTM08;2022-2023;2022-2023;actual;spending;142789888.84;2022-2023
134;2024-2025;BTM09;2022-2023;2022-2023;actual;spending;421974284.81;2022-2023
134;2024-2025;BTM10;2022-2023;2022-2023;actual;spending;356765110.89;2022-2023
134;2024-2025;BTM11;2022-2023;2022-2023;actual;spending;19155630.32;2022-2023
134;2024-2025;BTM12;2022-2023;2022-2023;actual;spending;15470596.88;2022-2023
134;2024-2025;BTM13;2022-2023;2022-2023;actual;spending;192352941.42;2022-2023
134;2024-2025;BTO01;2022-2023;2022-2023;actual;spending;177645615.65;2022-2023
134;2024-2025;BTO02;2022-2023;2022-2023;actual;spending;21001519.47;2022-2023
134;2024-2025;BTO03;2022-2023;2022-2023;actual;spending;16316628.41;2022-2023
134;2024-2025;BTO05;2022-2023;2022-2023;actual;spending;477221954.07;2022-2023
134;2024-2025;BTO06;2022-2023;2022-2023;actual;spending;30135691.25;2022-2023
134;2024-2025;BTO07;2022-2023;2022-2023;actual;spending;13004673.18;2022-2023
134;2024-2025;BTO08;2022-2023;2022-2023;actual;spending;12444442.64;2022-2023
134;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;55226814.99;2022-2023
134;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;11402809.66;2022-2023
134;2024-2025;ISS03;2022-2023;2022-2023;actual;spending;4277831.57;2022-2023
134;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;32651622.19;2022-2023
134;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;18245581.61;2022-2023
134;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;8984331.9;2022-2023
134;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;50187795.41;2022-2023
134;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;33176898.1;2022-2023
134;2024-2025;ISS09;2022-2023;2022-2023;actual;spending;1381917.78;2022-2023
134;2024-2025;ISS0Z;2022-2023;2022-2023;actual;spending;5483748.81;2022-2023
135;2024-2025;BVS01;2022-2023;2022-2023;actual;spending;16748247.76;2022-2023
135;2024-2025;BVS02;2022-2023;2022-2023;actual;spending;6115629.28;2022-2023
135;2024-2025;BVS03;2022-2023;2022-2023;actual;spending;7694758.23;2022-2023
135;2024-2025;BVT01;2022-2023;2022-2023;actual;spending;140374268.39;2022-2023
135;2024-2025;BVT02;2022-2023;2022-2023;actual;spending;150280919.33;2022-2023
135;2024-2025;BVT03;2022-2023;2022-2023;actual;spending;49654510.24;2022-2023
135;2024-2025;BVT04;2022-2023;2022-2023;actual;spending;6884772.97;2022-2023
135;2024-2025;BVT05;2022-2023;2022-2023;actual;spending;241028510.27;2022-2023
135;2024-2025;BVT06;2022-2023;2022-2023;actual;spending;16715336.17;2022-2023
135;2024-2025;BVU01;2022-2023;2022-2023;actual;spending;26146993.56;2022-2023
135;2024-2025;BVU02;2022-2023;2022-2023;actual;spending;39174600.78;2022-2023
135;2024-2025;BVU03;2022-2023;2022-2023;actual;spending;2532286183.56;2022-2023
135;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;20722704.09;2022-2023
135;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;7985453.47;2022-2023
135;2024-2025;ISS03;2022-2023;2022-2023;actual;spending;4045518.15;2022-2023
135;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;9593167.32;2022-2023
135;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;7783253.44;2022-2023
135;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;2926340.1;2022-2023
135;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;16896881.87;2022-2023
135;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;5530719.15;2022-2023
135;2024-2025;ISS0Z;2022-2023;2022-2023;actual;spending;2984662.8;2022-2023
136;2024-2025;BVV03;2022-2023;2022-2023;actual;spending;184863896.03;2022-2023
136;2024-2025;BVW01;2022-2023;2022-2023;actual;spending;452700147.96;2022-2023
136;2024-2025;BVW02;2022-2023;2022-2023;actual;spending;29760486.48;2022-2023
136;2024-2025;BVW03;2022-2023;2022-2023;actual;spending;-48487283.51;2022-2023
136;2024-2025;BVW04;2022-2023;2022-2023;actual;spending;99958772.98;2022-2023
136;2024-2025;BVW05;2022-2023;2022-2023;actual;spending;17185343.96;2022-2023
136;2024-2025;BVW06;2022-2023;2022-2023;actual;spending;12926089.63;2022-2023
136;2024-2025;BVX01;2022-2023;2022-2023;actual;spending;2708188807.25;2022-2023
136;2024-2025;BVX02;2022-2023;2022-2023;actual;spending;-15215943.58;2022-2023
136;2024-2025;BVX03;2022-2023;2022-2023;actual;spending;497527628.3;2022-2023
136;2024-2025;BVX04;2022-2023;2022-2023;actual;spending;6992844.01;2022-2023
136;2024-2025;BVY01;2022-2023;2022-2023;actual;spending;77437097.19;2022-2023
136;2024-2025;BVY02;2022-2023;2022-2023;actual;spending;15782807.65;2022-2023
136;2024-2025;BVY03;2022-2023;2022-2023;actual;spending;10671097.87;2022-2023
136;2024-2025;BVY04;2022-2023;2022-2023;actual;spending;3580955.03;2022-2023
136;2024-2025;BVY05;2022-2023;2022-2023;actual;spending;3311515.7;2022-2023
136;2024-2025;BVY06;2022-2023;2022-2023;actual;spending;2716651.89;2022-2023
136;2024-2025;BVY07;2022-2023;2022-2023;actual;spending;1720211.56;2022-2023
136;2024-2025;BVY08;2022-2023;2022-2023;actual;spending;29144046.39;2022-2023
136;2024-2025;BVZ01;2022-2023;2022-2023;actual;spending;4630094.16;2022-2023
136;2024-2025;ISS01;2022-2023;2022-2023;actual;spending;45781168.49;2022-2023
136;2024-2025;ISS02;2022-2023;2022-2023;actual;spending;22071881.27;2022-2023
136;2024-2025;ISS03;2022-2023;2022-2023;actual;spending;3883037.24;2022-2023
136;2024-2025;ISS04;2022-2023;2022-2023;actual;spending;62241712.93;2022-2023
136;2024-2025;ISS05;2022-2023;2022-2023;actual;spending;64503259.5;2022-2023
136;2024-2025;ISS06;2022-2023;2022-2023;actual;spending;16546005.66;2022-2023
136;2024-2025;ISS07;2022-2023;2022-2023;actual;spending;118134963.28;2022-2023
136;2024-2025;ISS08;2022-2023;2022-2023;actual;spending;18450024.16;2022-2023
136;2024-2025;ISS09;2022-2023;2022-2023;actual;spending;936978.86;2022-2023
136;2024-2025;ISS0Z;2022-2023;2022-2023;actual;spending;1846749.21;2022-2023
137;2024-2025;BGR01;2022-2023;2022-2023;actual;spending;307687028.35;2022-2023
137;2024-2025;BGR02;2022-2023;2022-2023;actual;spending;78778234.2;2022-2023
137;2024-2025;BGR03;2022-2023;2022-2023;actual;spending;20909121.65;2022-2023
137;2024-2025;BGS01;2022-2023;2022-2023;actual;spending;70834985.61;2022-2023
137;2024-2025;BGS02;2022-2023;2022-2023;actual;spending;115739582.61;2022-2023
137;2024-2025;BGS03;2022-2023;2022-2023;actual;spending;26232873.81;2022-2023
137;2024-2025;BGS04;2022-2023;2022-2023;actual;spending;129502759.29;2022-2023
137;2024-2025;BGS05;2022-2023;2022-2023;actual;spending;47949501.84;2022-2023
137;2024-2025;BGT01;2022-2023;2022-2023;actual;spending;163533009.01;2022-2023
137;2024-2025;BGT02;2022-2023;2022-2023;actual;spending;53463245.82;2022-2023
137;2024-2025;BGT03;2022-2023;2022-2023;actual;spending;269298652.39;2022-2023
137;2024-2025;BGT04;2022-2023;2022-2023;actual;spending;47493545.37;2022-2023
137;2024-2025;BGT05;2022-2023;2022-2023;actual;spending;19887255.8;2022-2023
137;2024-2025;BGT06;2022-2023;2022-2023;actual;spending;22525372.21;2022-2023
137;2024-2025;BGU01;2022-2023;2022-2023;actual;spending;210902083.07;2022-2023
