FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,CR_EN_NM,CR_FR_NM,OP_ATH_AVLBL_AMT,OP_ATHRTY_CY_AMT,CP_ATH_AVLBL_AMT,CP_ATHRTY_CY_AMT,TP_ATH_AVLBL_AMT,TP_ATHRTY_CY_AMT,RVN_ATH_AVLBL_AMT,RVN_ATHRTY_CY_AMT,NB_ATH_AVLBL_AMT,NB_ATHRTY_CY_AMT
2023/2024,31,Indigenous Services,Services aux Autochtones,200,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,Economic Development in Northern Ontario,Développement économique pour le Nord de l'Ontario,13747634,8426643,0,0,57867422,56474878,0,0,0,0
2023/2024,31,Indigenous Services,Services aux Autochtones,200,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l'Ontario,Internal Services,Services internes,5027433,6874858,0,0,0,0,0,0,0,0
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,142,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,Public Infrastructure and Communities Investment Stewardship and Delivery,Surveillance et exécution des investissements dans les infrastructures publiques et les collectivités,132654932,124453592,96131929,9472274,9530003676,7298179557,0,0,0,0
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,142,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,"Public Infrastructure, Communities, Affordable Housing and Homelessness Policy","Politique en matière d'infrastructure publique, de collectivités, de logement abordable et d'itinérance",72718046,67639548,50200,50200,406937,406937,0,0,0,0
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,142,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,"Public Infrastructure, Communities, and Homelessness Investments","Investissements dans l'infrastructure publique, les collectivités et la lutte contre l'itinérance",40731961,40731961,0,0,0,0,0,0,0,0
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,142,Office of Infrastructure of Canada,Bureau de l'infrastructure du Canada,Internal Services,Services internes,77935602,77901091,889999,889999,0,0,0,0,0,0
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,142,The Jacques Cartier and Champlain Bridges Inc.,Les ponts Jacques-Cartier et Champlain Inc.,The Jacques-Cartier and Champlain Bridges Inc.,Les ponts Jacques-Cartier et Champlain Inc.,231671430,156303193,0,0,0,0,0,0,0,0
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,142,Windsor-Detroit Bridge Authority,Autorité du pont Windsor-Détroit,Windsor-Detroit Bridge Authority,Autorité du pont Windsor-Détroit,1727843809,1289462758,0,0,0,0,0,0,0,0
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Assistance for housing needs,Aide pour combler les besoins en matière de logement,2507452011,2883481296,0,0,0,0,0,0,-119838866,-119838866
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Financing for housing,Financement de l'habitation,2799013128,1354405846,0,0,0,0,0,0,0,0
2023/2024,29,Infrastructure and Communities,Infrastructure et Collectivités,091,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,Housing expertise and capacity development,Savoir-faire en matière de logement et développement du potentiel,1204864942,1192383344,0,0,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Department of Industry,Ministère de l'Industrie,"Companies, Investment and Growth","Entreprises, investissement et croissance",861676369,787447117,35328075,15971282,3338096372,2404899417,302912754,292671239,352750000,350000000
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Department of Industry,Ministère de l'Industrie,"People, Skills and Communities","Personnes, compétences et collectivités",30539083,30724190,0,0,1047842658,479513123,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Department of Industry,Ministère de l'Industrie,"Science, Technology, Research and Commercialization","Sciences, technologie, recherche et commercialisation",18084021,17521912,0,0,873516130,651099535,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Department of Industry,Ministère de l'Industrie,Internal Services,Services internes,298351634,284586855,1079035,653029,0,0,30050000,31498711,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Canadian Tourism Commission,Commission canadienne du tourisme,Canadian Tourism Commission,Commission canadienne du tourisme,122661538,122661538,0,0,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",033,Standards Council of Canada,Conseil canadien des normes,Standards Council of Canada,Conseil canadien des normes,20420236,20420236,0,0,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",119,Canadian Space Agency,Agence spatiale canadienne,Canada in space,Le présence du Canada dans l'espace,211557800,188743049,277705041,109739299,72912538,72895684,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",119,Canadian Space Agency,Agence spatiale canadienne,Internal Services,Services internes,62105604,74687782,5611519,4681395,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",116,Copyright Board,Commission du droit d'auteur,Copyright Tariffs and Licences,Tarifs et licences liés au droit d'auteur,3792594,3259894,0,0,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",116,Copyright Board,Commission du droit d'auteur,Internal Services,Services internes,948149,814955,0,0,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",062,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Economic Development in Southern Ontario,Développement économique dans le Sud de l'Ontario,29400039,28582329,0,0,419224552,415654178,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",062,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Internal Services,Services internes,18305097,17795973,0,0,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,National Research Council of Canada,Conseil national de recherches du Canada,Science and Innovation,Science et innovation,822090242,610771134,111607589,92953212,687105902,625012672,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",035,National Research Council of Canada,Conseil national de recherches du Canada,Internal Services,Services internes,190229269,189558870,8000000,7684766,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",027,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,Funding Natural Sciences and Engineering Research and Training,Financement de la recherche et de la formation en sciences naturelles et en génie,49278449,47923618,0,0,1311295462,1309709501,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",027,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,Internal Services,Services internes,27621289,25626261,0,0,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",063,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Funding Social Sciences and Humanities Research and Training,Financement de la recherche et formation en sciences humaines,33259959,30306695,0,0,660829260,658537199,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",063,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Institutional support for the indirect costs of research,Soutien institutionnel aux coûts indirects de la recherche,909871,733135,0,0,451497359,451451621,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",063,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Internal Services,Services internes,18864984,19306751,0,0,0,0,0,0,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",054,Statistics Canada,Statistique Canada,Statistical Information,Renseignements statistiques,821672473,784946138,0,0,0,0,132999611,132999611,0,0
2023/2024,14,"Innovation, Science and Industry","Innovation, Sciences et Industrie",054,Statistics Canada,Statistique Canada,Internal Services,Services internes,91115611,88762477,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,013,Department of Justice,Ministère de la Justice,Justice System Support,Support au système de justice,69596355,69179560,0,0,691665391,681510956,0,0,0,0
2023/2024,15,Justice,Justice,013,Department of Justice,Ministère de la Justice,Legal Services,Services juridiques,655901105,643286871,0,0,0,0,416634624,416634624,0,0
2023/2024,15,Justice,Justice,013,Department of Justice,Ministère de la Justice,Internal Services,Services internes,194880557,187111572,0,0,0,0,54468106,54468106,0,0
2023/2024,15,Justice,Justice,170,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,Support services and facilities to federal administrative tribunals and its members,Services de soutien et des installations aux tribunaux administratifs fédéraux et leurs membres,101793979,93849962,0,0,0,0,36746500,30956388,0,0
2023/2024,15,Justice,Justice,170,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,Internal Services,Services internes,28860098,28359032,0,0,0,0,2971251,2560045,0,0
2023/2024,15,Justice,Justice,075,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Proactive Compliance,Conformité proactive,7776543,8627466,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,075,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Complaints,Plaintes,14210765,13706079,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,075,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Engagement and Advocacy,Mobilisation et promotion des intérêts,9619439,7373685,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,075,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Internal Services,Services internes,16749809,17275691,0,0,0,0,2104448,2104448,0,0
2023/2024,15,Justice,Justice,144,Courts Administration Service,Service administratif des tribunaux judiciaires,Administration Services for the Federal Courts,Services administratifs pour les tribunaux fédéraux,96146653,83695159,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,144,Courts Administration Service,Service administratif des tribunaux judiciaires,Internal Services,Services internes,44067701,41432510,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,131,Law Commission of Canada,Commission du droit du Canada,Law Review,Examen du droit,2767355,852302,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,131,Law Commission of Canada,Commission du droit du Canada,Internal Services,Services internes,1702811,933845,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,051,Office of the Commissioner for Federal Judicial Affairs,Bureau du commissaire à la magistrature fédérale,Administrative support to federally appointed judges,Soutien administratif aux juges de nomination fédérale,753515921,751993164,0,0,0,0,275000,0,0,0
2023/2024,15,Justice,Justice,051,Office of the Commissioner for Federal Judicial Affairs,Bureau du commissaire à la magistrature fédérale,Internal Services,Services internes,726800,726800,0,0,0,0,0,0,0,0
2023/2024,15,Justice,Justice,019,Office of the Director of Public Prosecutions,Bureau du directeur des poursuites pénales,Prosecution Services,Services de poursuite,214624693,196416303,0,0,0,0,22542000,15201716,0,0
2023/2024,15,Justice,Justice,019,Office of the Director of Public Prosecutions,Bureau du directeur des poursuites pénales,Internal Services,Services internes,43668136,42006211,0,0,0,0,200000,93033,0,0
2023/2024,15,Justice,Justice,096,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l'information et à la protection de la vie privée du Canada,Protection of privacy rights,Protection du droit à la vie privée,25840147,24746759,0,0,500000,496464,0,0,0,0
