fiscal_yr;org_id;service_id;fy_org_id_service_id;online_interaction_point;activation;online_interaction_point_sort
2022-2023;295;SRV02983;2022-2023_295_SRV02983;application;NA;3
2021-2022;295;SRV02983;2021-2022_295_SRV02983;application;;3
2022-2023;295;SRV02984;2022-2023_295_SRV02984;application;NA;3
2021-2022;295;SRV02984;2021-2022_295_SRV02984;application;;3
2022-2023;295;SRV02985;2022-2023_295_SRV02985;application;NA;3
2021-2022;295;SRV02985;2021-2022_295_SRV02985;application;;3
2022-2023;295;SRV02987;2022-2023_295_SRV02987;application;NA;3
2021-2022;295;SRV02987;2021-2022_295_SRV02987;application;;3
2022-2023;295;SRV02993;2022-2023_295_SRV02993;application;NA;3
2021-2022;295;SRV02993;2021-2022_295_SRV02993;application;;3
2022-2023;295;SRV02997;2022-2023_295_SRV02997;application;N;3
2021-2022;295;SRV02997;2021-2022_295_SRV02997;application;;3
2021-2022;295;SRV02998;2021-2022_295_SRV02998;application;;3
2021-2022;295;SRV02999;2021-2022_295_SRV02999;application;;3
2022-2023;295;SRV03000;2022-2023_295_SRV03000;application;NA;3
2021-2022;295;SRV03000;2021-2022_295_SRV03000;application;;3
2022-2023;295;SRV03004;2022-2023_295_SRV03004;application;NA;3
2022-2023;295;SRV03005;2022-2023_295_SRV03005;application;NA;3
2021-2022;295;SRV03005;2021-2022_295_SRV03005;application;;3
2022-2023;295;SRV03006;2022-2023_295_SRV03006;application;NA;3
2021-2022;295;SRV03006;2021-2022_295_SRV03006;application;;3
2022-2023;295;SRV03008;2022-2023_295_SRV03008;application;NA;3
2021-2022;295;SRV03008;2021-2022_295_SRV03008;application;;3
2022-2023;295;SRV03009;2022-2023_295_SRV03009;application;NA;3
2021-2022;295;SRV03009;2021-2022_295_SRV03009;application;;3
2022-2023;295;SRV03010;2022-2023_295_SRV03010;application;NA;3
2021-2022;295;SRV03010;2021-2022_295_SRV03010;application;;3
2022-2023;127;SRV03016;2022-2023_127_SRV03016;application;NA;3
2021-2022;127;SRV03016;2021-2022_127_SRV03016;application;NA;3
2022-2023;127;SRV03017;2022-2023_127_SRV03017;application;NA;3
2021-2022;127;SRV03017;2021-2022_127_SRV03017;application;NA;3
2022-2023;127;SRV03018;2022-2023_127_SRV03018;application;NA;3
2021-2022;127;SRV03018;2021-2022_127_SRV03018;application;NA;3
2022-2023;127;SRV03019;2022-2023_127_SRV03019;application;NA;3
2021-2022;127;SRV03019;2021-2022_127_SRV03019;application;NA;3
2022-2023;123;SRV03044;2022-2023_123_SRV03044;application;Y;3
2022-2023;123;SRV03045;2022-2023_123_SRV03045;application;Y;3
2022-2023;123;SRV03046;2022-2023_123_SRV03046;application;Y;3
2022-2023;123;SRV03047;2022-2023_123_SRV03047;application;Y;3
2022-2023;123;SRV03048;2022-2023_123_SRV03048;application;Y;3
2022-2023;123;SRV03049;2022-2023_123_SRV03049;application;N;3
2022-2023;123;SRV03050;2022-2023_123_SRV03050;application;N;3
2022-2023;123;SRV03051;2022-2023_123_SRV03051;application;Y;3
2022-2023;1;SRV03054;2022-2023_1_SRV03054;application;N;3
2022-2023;1;SRV03055;2022-2023_1_SRV03055;application;N;3
2022-2023;1;SRV03056;2022-2023_1_SRV03056;application;N;3
2022-2023;1;SRV03057;2022-2023_1_SRV03057;application;N;3
2022-2023;1;SRV03058;2022-2023_1_SRV03058;application;N;3
2022-2023;133;SRV03060;2022-2023_133_SRV03060;application;NA;3
2022-2023;133;SRV03061;2022-2023_133_SRV03061;application;NA;3
2022-2023;139;SRV03062;2022-2023_139_SRV03062;application;Y;3
2022-2023;139;SRV03063;2022-2023_139_SRV03063;application;Y;3
2022-2023;128;SRV03064;2022-2023_128_SRV03064;application;NA;3
2022-2023;128;SRV03065;2022-2023_128_SRV03065;application;NA;3
2022-2023;126;SRV03066;2022-2023_126_SRV03066;application;N;3
2022-2023;237;SRV03069;2022-2023_237_SRV03069;application;N;3
2022-2023;126;SRV03070;2022-2023_126_SRV03070;application;N;3
2022-2023;126;SRV03072;2022-2023_126_SRV03072;application;NA;3
2022-2023;126;SRV03084;2022-2023_126_SRV03084;application;NA;3
2022-2023;126;SRV03085;2022-2023_126_SRV03085;application;N;3
2022-2023;126;SRV03089;2022-2023_126_SRV03089;application;NA;3
2022-2023;126;SRV03091;2022-2023_126_SRV03091;application;Y;3
2022-2023;126;SRV03093;2022-2023_126_SRV03093;application;N;3
2022-2023;126;SRV03094;2022-2023_126_SRV03094;application;NA;3
2022-2023;126;SRV03095;2022-2023_126_SRV03095;application;NA;3
2022-2023;126;SRV03097;2022-2023_126_SRV03097;application;Y;3
2022-2023;126;SRV03098;2022-2023_126_SRV03098;application;Y;3
2022-2023;126;SRV03099;2022-2023_126_SRV03099;application;Y;3
2022-2023;126;SRV03100;2022-2023_126_SRV03100;application;N;3
2022-2023;126;SRV03111;2022-2023_126_SRV03111;application;NA;3
2022-2023;126;SRV03126;2022-2023_126_SRV03126;application;N;3
2022-2023;126;SRV03133;2022-2023_126_SRV03133;application;NA;3
2022-2023;126;SRV03143;2022-2023_126_SRV03143;application;NA;3
2022-2023;126;SRV03144;2022-2023_126_SRV03144;application;NA;3
2022-2023;127;SRV03145;2022-2023_127_SRV03145;application;NA;3
2022-2023;127;SRV03146;2022-2023_127_SRV03146;application;NA;3
2022-2023;65;SRV03147;2022-2023_65_SRV03147;application;N;3
2022-2023;65;SRV03148;2022-2023_65_SRV03148;application;N;3
2022-2023;65;SRV03149;2022-2023_65_SRV03149;application;N;3
2022-2023;126;SRV03151;2022-2023_126_SRV03151;application;NA;3
2022-2023;65;SRV03153;2022-2023_65_SRV03153;application;N;3
2022-2023;65;SRV03154;2022-2023_65_SRV03154;application;N;3
2022-2023;126;SRV03155;2022-2023_126_SRV03155;application;NA;3
2022-2023;126;SRV03156;2022-2023_126_SRV03156;application;Y;3
2022-2023;126;SRV03157;2022-2023_126_SRV03157;application;NA;3
2022-2023;126;SRV03158;2022-2023_126_SRV03158;application;Y;3
2022-2023;65;SRV03159;2022-2023_65_SRV03159;application;N;3
2022-2023;65;SRV03160;2022-2023_65_SRV03160;application;N;3
2022-2023;65;SRV03161;2022-2023_65_SRV03161;application;N;3
2022-2023;65;SRV03162;2022-2023_65_SRV03162;application;N;3
2022-2023;126;SRV03164;2022-2023_126_SRV03164;application;NA;3
2022-2023;135;SRV03168;2022-2023_135_SRV03168;application;NA;3
2022-2023;135;SRV03170;2022-2023_135_SRV03170;application;NA;3
2022-2023;122;SRV03171;2022-2023_122_SRV03171;application;N;3
2022-2023;122;SRV03172;2022-2023_122_SRV03172;application;N;3
2022-2023;126;SRV03173;2022-2023_126_SRV03173;application;NA;3
2022-2023;122;SRV03175;2022-2023_122_SRV03175;application;Y;3
2022-2023;126;SRV03176;2022-2023_126_SRV03176;application;Y;3
2022-2023;130;SRV03177;2022-2023_130_SRV03177;application;NA;3
2022-2023;126;SRV03178;2022-2023_126_SRV03178;application;NA;3
2022-2023;122;SRV03179;2022-2023_122_SRV03179;application;N;3
2022-2023;126;SRV03182;2022-2023_126_SRV03182;application;Y;3
2022-2023;122;SRV03183;2022-2023_122_SRV03183;application;N;3
2022-2023;122;SRV03184;2022-2023_122_SRV03184;application;N;3
2022-2023;122;SRV03185;2022-2023_122_SRV03185;application;N;3
2022-2023;135;SRV03186;2022-2023_135_SRV03186;application;NA;3
2022-2023;122;SRV03187;2022-2023_122_SRV03187;application;N;3
2022-2023;539;SRV03188;2022-2023_539_SRV03188;application;Y;3
2022-2023;122;SRV03189;2022-2023_122_SRV03189;application;Y;3
2022-2023;122;SRV03190;2022-2023_122_SRV03190;application;Y;3
2022-2023;122;SRV03191;2022-2023_122_SRV03191;application;Y;3
2022-2023;122;SRV03192;2022-2023_122_SRV03192;application;Y;3
2022-2023;134;SRV03193;2022-2023_134_SRV03193;application;Y;3
2022-2023;122;SRV03194;2022-2023_122_SRV03194;application;Y;3
2022-2023;136;SRV03195;2022-2023_136_SRV03195;application;NA;3
2022-2023;126;SRV03196;2022-2023_126_SRV03196;application;NA;3
2022-2023;126;SRV03197;2022-2023_126_SRV03197;application;NA;3
2022-2023;126;SRV03199;2022-2023_126_SRV03199;application;Y;3
2022-2023;126;SRV03200;2022-2023_126_SRV03200;application;NA;3
2022-2023;126;SRV03203;2022-2023_126_SRV03203;application;Y;3
2022-2023;126;SRV03204;2022-2023_126_SRV03204;application;NA;3
2022-2023;122;SRV03207;2022-2023_122_SRV03207;application;Y;3
2022-2023;122;SRV03209;2022-2023_122_SRV03209;application;N;3
2022-2023;122;SRV03212;2022-2023_122_SRV03212;application;N;3
2022-2023;122;SRV03214;2022-2023_122_SRV03214;application;N;3
2022-2023;134;SRV03215;2022-2023_134_SRV03215;application;NA;3
2022-2023;122;SRV03216;2022-2023_122_SRV03216;application;N;3
2022-2023;126;SRV03219;2022-2023_126_SRV03219;application;Y;3
2022-2023;134;SRV03220;2022-2023_134_SRV03220;application;NA;3
2022-2023;134;SRV03221;2022-2023_134_SRV03221;application;NA;3
2022-2023;134;SRV03222;2022-2023_134_SRV03222;application;NA;3
2022-2023;134;SRV03223;2022-2023_134_SRV03223;application;NA;3
2022-2023;130;SRV03224;2022-2023_130_SRV03224;application;NA;3
2022-2023;130;SRV03225;2022-2023_130_SRV03225;application;N;3
2022-2023;130;SRV03226;2022-2023_130_SRV03226;application;N;3
2022-2023;130;SRV03227;2022-2023_130_SRV03227;application;NA;3
2022-2023;130;SRV03228;2022-2023_130_SRV03228;application;N;3
2022-2023;134;SRV03229;2022-2023_134_SRV03229;application;NA;3
2022-2023;130;SRV03230;2022-2023_130_SRV03230;application;N;3
2022-2023;134;SRV03231;2022-2023_134_SRV03231;application;NA;3
2022-2023;130;SRV03232;2022-2023_130_SRV03232;application;N;3
2022-2023;134;SRV03233;2022-2023_134_SRV03233;application;NA;3
2022-2023;130;SRV03235;2022-2023_130_SRV03235;application;NA;3
2022-2023;134;SRV03236;2022-2023_134_SRV03236;application;NA;3
2022-2023;126;SRV03237;2022-2023_126_SRV03237;application;NA;3
2022-2023;130;SRV03238;2022-2023_130_SRV03238;application;Y;3
2022-2023;122;SRV03239;2022-2023_122_SRV03239;application;N;3
2022-2023;126;SRV03240;2022-2023_126_SRV03240;application;NA;3
2022-2023;134;SRV03242;2022-2023_134_SRV03242;application;NA;3
2022-2023;130;SRV03243;2022-2023_130_SRV03243;application;Y;3
2022-2023;122;SRV03244;2022-2023_122_SRV03244;application;Y;3
2022-2023;122;SRV03246;2022-2023_122_SRV03246;application;N;3
2022-2023;130;SRV03248;2022-2023_130_SRV03248;application;Y;3
2022-2023;126;SRV03250;2022-2023_126_SRV03250;application;NA;3
2022-2023;134;SRV03251;2022-2023_134_SRV03251;application;NA;3
2022-2023;126;SRV03253;2022-2023_126_SRV03253;application;NA;3
2022-2023;126;SRV03254;2022-2023_126_SRV03254;application;NA;3
2022-2023;122;SRV03255;2022-2023_122_SRV03255;application;N;3
2022-2023;126;SRV03256;2022-2023_126_SRV03256;application;NA;3
2022-2023;122;SRV03257;2022-2023_122_SRV03257;application;N;3
2022-2023;561;SRV03258;2022-2023_561_SRV03258;application;NA;3
2022-2023;561;SRV03259;2022-2023_561_SRV03259;application;NA;3
2022-2023;130;SRV03261;2022-2023_130_SRV03261;application;Y;3
2022-2023;126;SRV03263;2022-2023_126_SRV03263;application;NA;3
2022-2023;130;SRV03264;2022-2023_130_SRV03264;application;Y;3
2022-2023;130;SRV03267;2022-2023_130_SRV03267;application;Y;3
2022-2023;126;SRV03268;2022-2023_126_SRV03268;application;NA;3
2022-2023;126;SRV03270;2022-2023_126_SRV03270;application;Y;3
2022-2023;126;SRV03272;2022-2023_126_SRV03272;application;N;3
2022-2023;126;SRV03276;2022-2023_126_SRV03276;application;N;3
2022-2023;126;SRV03278;2022-2023_126_SRV03278;application;NA;3
2022-2023;126;SRV03279;2022-2023_126_SRV03279;application;NA;3
2022-2023;126;SRV03284;2022-2023_126_SRV03284;application;NA;3
2022-2023;126;SRV03286;2022-2023_126_SRV03286;application;NA;3
2022-2023;122;SRV03289;2022-2023_122_SRV03289;application;N;3
2022-2023;122;SRV03291;2022-2023_122_SRV03291;application;N;3
2022-2023;122;SRV03296;2022-2023_122_SRV03296;application;N;3
2022-2023;126;SRV03297;2022-2023_126_SRV03297;application;NA;3
2022-2023;122;SRV03298;2022-2023_122_SRV03298;application;Y;3
2022-2023;122;SRV03301;2022-2023_122_SRV03301;application;Y;3
2022-2023;126;SRV03303;2022-2023_126_SRV03303;application;NA;3
2022-2023;122;SRV03304;2022-2023_122_SRV03304;application;Y;3
2022-2023;126;SRV03305;2022-2023_126_SRV03305;application;NA;3
2022-2023;122;SRV03306;2022-2023_122_SRV03306;application;N;3
2022-2023;122;SRV03307;2022-2023_122_SRV03307;application;N;3
2022-2023;122;SRV03308;2022-2023_122_SRV03308;application;Y;3
2022-2023;122;SRV03309;2022-2023_122_SRV03309;application;N;3
2022-2023;126;SRV03311;2022-2023_126_SRV03311;application;NA;3
2022-2023;126;SRV03316;2022-2023_126_SRV03316;application;Y;3
2022-2023;122;SRV03322;2022-2023_122_SRV03322;application;N;3
2022-2023;122;SRV03323;2022-2023_122_SRV03323;application;N;3
2022-2023;122;SRV03325;2022-2023_122_SRV03325;application;N;3
2022-2023;122;SRV03327;2022-2023_122_SRV03327;application;N;3
2022-2023;122;SRV03330;2022-2023_122_SRV03330;application;N;3
2022-2023;122;SRV03332;2022-2023_122_SRV03332;application;N;3
2022-2023;135;SRV03333;2022-2023_135_SRV03333;application;NA;3
2022-2023;122;SRV03334;2022-2023_122_SRV03334;application;N;3
2022-2023;126;SRV03335;2022-2023_126_SRV03335;application;Y;3
2022-2023;126;SRV03336;2022-2023_126_SRV03336;application;N;3
2022-2023;126;SRV03339;2022-2023_126_SRV03339;application;NA;3
2022-2023;125;SRV03343;2022-2023_125_SRV03343;application;N;3
2022-2023;122;SRV03345;2022-2023_122_SRV03345;application;N;3
2022-2023;126;SRV03349;2022-2023_126_SRV03349;application;NA;3
2022-2023;122;SRV03350;2022-2023_122_SRV03350;application;N;3
2022-2023;122;SRV03351;2022-2023_122_SRV03351;application;N;3
2022-2023;122;SRV03353;2022-2023_122_SRV03353;application;Y;3
2022-2023;122;SRV03355;2022-2023_122_SRV03355;application;N;3
2022-2023;126;SRV03359;2022-2023_126_SRV03359;application;NA;3
2022-2023;126;SRV03360;2022-2023_126_SRV03360;application;NA;3
2022-2023;126;SRV03365;2022-2023_126_SRV03365;application;NA;3
2022-2023;126;SRV03368;2022-2023_126_SRV03368;application;NA;3
2022-2023;126;SRV03370;2022-2023_126_SRV03370;application;NA;3
2022-2023;126;SRV03371;2022-2023_126_SRV03371;application;Y;3
2022-2023;125;SRV03374;2022-2023_125_SRV03374;application;N;3
2022-2023;134;SRV03375;2022-2023_134_SRV03375;application;N;3
2022-2023;125;SRV03376;2022-2023_125_SRV03376;application;N;3
2022-2023;125;SRV03377;2022-2023_125_SRV03377;application;N;3
2022-2023;134;SRV03378;2022-2023_134_SRV03378;application;N;3
2022-2023;129;SRV03379;2022-2023_129_SRV03379;application;NA;3
2022-2023;348;SRV03380;2022-2023_348_SRV03380;application;NA;3
2022-2023;348;SRV03381;2022-2023_348_SRV03381;application;NA;3
2022-2023;348;SRV03382;2022-2023_348_SRV03382;application;NA;3
2022-2023;348;SRV03383;2022-2023_348_SRV03383;application;NA;3
2022-2023;348;SRV03384;2022-2023_348_SRV03384;application;NA;3
2022-2023;306;SRV03385;2022-2023_306_SRV03385;application;Y;3
2022-2023;125;SRV03386;2022-2023_125_SRV03386;application;N;3
2022-2023;125;SRV03387;2022-2023_125_SRV03387;application;N;3
2022-2023;125;SRV03388;2022-2023_125_SRV03388;application;N;3
2022-2023;135;SRV03389;2022-2023_135_SRV03389;application;NA;3
2022-2023;263;SRV03390;2022-2023_263_SRV03390;application;NA;3
2022-2023;26;SRV03391;2022-2023_26_SRV03391;application;NA;3
2022-2023;263;SRV03392;2022-2023_263_SRV03392;application;NA;3
2022-2023;26;SRV03393;2022-2023_26_SRV03393;application;NA;3
2022-2023;26;SRV03394;2022-2023_26_SRV03394;application;NA;3
2022-2023;26;SRV03395;2022-2023_26_SRV03395;application;NA;3
2022-2023;26;SRV03396;2022-2023_26_SRV03396;application;NA;3
2022-2023;26;SRV03399;2022-2023_26_SRV03399;application;NA;3
2022-2023;136;SRV03400;2022-2023_136_SRV03400;application;NA;3
2022-2023;125;SRV03401;2022-2023_125_SRV03401;application;NA;3
2022-2023;125;SRV03402;2022-2023_125_SRV03402;application;N;3
2022-2023;125;SRV03416;2022-2023_125_SRV03416;application;N;3
2022-2023;125;SRV03417;2022-2023_125_SRV03417;application;NA;3
2022-2023;125;SRV03418;2022-2023_125_SRV03418;application;N;3
2022-2023;125;SRV03419;2022-2023_125_SRV03419;application;N;3
2022-2023;125;SRV03420;2022-2023_125_SRV03420;application;N;3
2022-2023;263;SRV03421;2022-2023_263_SRV03421;application;NA;3
2022-2023;125;SRV03423;2022-2023_125_SRV03423;application;N;3
2022-2023;263;SRV03424;2022-2023_263_SRV03424;application;N;3
2022-2023;263;SRV03425;2022-2023_263_SRV03425;application;NA;3
2022-2023;125;SRV03426;2022-2023_125_SRV03426;application;N;3
2022-2023;125;SRV03427;2022-2023_125_SRV03427;application;N;3
2022-2023;125;SRV03428;2022-2023_125_SRV03428;application;N;3
2022-2023;95;SRV03429;2022-2023_95_SRV03429;application;NA;3
2022-2023;125;SRV03430;2022-2023_125_SRV03430;application;N;3
2022-2023;263;SRV03431;2022-2023_263_SRV03431;application;NA;3
2022-2023;125;SRV03432;2022-2023_125_SRV03432;application;N;3
2022-2023;125;SRV03433;2022-2023_125_SRV03433;application;N;3
2022-2023;95;SRV03434;2022-2023_95_SRV03434;application;NA;3
2022-2023;263;SRV03435;2022-2023_263_SRV03435;application;NA;3
2022-2023;237;SRV03436;2022-2023_237_SRV03436;application;N;3
2022-2023;237;SRV03437;2022-2023_237_SRV03437;application;NA;3
2022-2023;237;SRV03438;2022-2023_237_SRV03438;application;Y;3
2022-2023;237;SRV03440;2022-2023_237_SRV03440;application;NA;3
2022-2023;237;SRV03441;2022-2023_237_SRV03441;application;Y;3
2022-2023;237;SRV03442;2022-2023_237_SRV03442;application;NA;3
2022-2023;237;SRV03443;2022-2023_237_SRV03443;application;NA;3
2022-2023;237;SRV03444;2022-2023_237_SRV03444;application;Y;3
2022-2023;237;SRV03445;2022-2023_237_SRV03445;application;NA;3
2022-2023;237;SRV03446;2022-2023_237_SRV03446;application;Y;3
2022-2023;199;SRV03447;2022-2023_199_SRV03447;application;Y;3
2022-2023;263;SRV03448;2022-2023_263_SRV03448;application;NA;3
2022-2023;263;SRV03449;2022-2023_263_SRV03449;application;NA;3
2022-2023;122;SRV03450;2022-2023_122_SRV03450;application;Y;3
2022-2023;237;SRV03451;2022-2023_237_SRV03451;application;NA;3
2022-2023;237;SRV03452;2022-2023_237_SRV03452;application;Y;3
2022-2023;326;SRV03453;2022-2023_326_SRV03453;application;Y;3
2022-2023;326;SRV03454;2022-2023_326_SRV03454;application;Y;3
2022-2023;326;SRV03455;2022-2023_326_SRV03455;application;Y;3
2022-2023;326;SRV03456;2022-2023_326_SRV03456;application;Y;3
2022-2023;560;SRV03457;2022-2023_560_SRV03457;application;Y;3
2022-2023;560;SRV03458;2022-2023_560_SRV03458;application;NA;3
2022-2023;560;SRV03459;2022-2023_560_SRV03459;application;NA;3
2022-2023;138;SRV03461;2022-2023_138_SRV03461;application;N;3
2022-2023;138;SRV03462;2022-2023_138_SRV03462;application;N;3
2022-2023;138;SRV03463;2022-2023_138_SRV03463;application;Y;3
2022-2023;138;SRV03464;2022-2023_138_SRV03464;application;N;3
2022-2023;138;SRV03465;2022-2023_138_SRV03465;application;NA;3
2022-2023;138;SRV03466;2022-2023_138_SRV03466;application;NA;3
2022-2023;138;SRV03467;2022-2023_138_SRV03467;application;NA;3
2022-2023;138;SRV03468;2022-2023_138_SRV03468;application;NA;3
2022-2023;138;SRV03469;2022-2023_138_SRV03469;application;NA;3
2022-2023;138;SRV03470;2022-2023_138_SRV03470;application;NA;3
2022-2023;138;SRV03471;2022-2023_138_SRV03471;application;N;3
2022-2023;138;SRV03472;2022-2023_138_SRV03472;application;N;3
2022-2023;138;SRV03473;2022-2023_138_SRV03473;application;N;3
2022-2023;138;SRV03475;2022-2023_138_SRV03475;application;N;3
2022-2023;138;SRV03476;2022-2023_138_SRV03476;application;N;3
2022-2023;138;SRV03477;2022-2023_138_SRV03477;application;Y;3
2022-2023;138;SRV03478;2022-2023_138_SRV03478;application;N;3
2022-2023;138;SRV03479;2022-2023_138_SRV03479;application;N;3
2022-2023;138;SRV03480;2022-2023_138_SRV03480;application;Y;3
2022-2023;138;SRV03481;2022-2023_138_SRV03481;application;N;3
2022-2023;138;SRV03482;2022-2023_138_SRV03482;application;N;3
2022-2023;138;SRV03483;2022-2023_138_SRV03483;application;N;3
2022-2023;138;SRV03484;2022-2023_138_SRV03484;application;N;3
2022-2023;138;SRV03485;2022-2023_138_SRV03485;application;Y;3
2022-2023;138;SRV03486;2022-2023_138_SRV03486;application;Y;3
2022-2023;138;SRV03487;2022-2023_138_SRV03487;application;N;3
2022-2023;138;SRV03488;2022-2023_138_SRV03488;application;N;3
2022-2023;138;SRV03489;2022-2023_138_SRV03489;application;N;3
2022-2023;138;SRV03490;2022-2023_138_SRV03490;application;NA;3
2022-2023;138;SRV03491;2022-2023_138_SRV03491;application;N;3
2022-2023;138;SRV03492;2022-2023_138_SRV03492;application;Y;3
2022-2023;138;SRV03493;2022-2023_138_SRV03493;application;N;3
2022-2023;138;SRV03494;2022-2023_138_SRV03494;application;N;3
2022-2023;138;SRV03495;2022-2023_138_SRV03495;application;N;3
2022-2023;138;SRV03496;2022-2023_138_SRV03496;application;N;3
2022-2023;138;SRV03497;2022-2023_138_SRV03497;application;N;3
2022-2023;138;SRV03498;2022-2023_138_SRV03498;application;N;3
2022-2023;138;SRV03499;2022-2023_138_SRV03499;application;N;3
2022-2023;138;SRV03500;2022-2023_138_SRV03500;application;N;3
2022-2023;138;SRV03501;2022-2023_138_SRV03501;application;N;3
2022-2023;138;SRV03502;2022-2023_138_SRV03502;application;N;3
2022-2023;138;SRV03503;2022-2023_138_SRV03503;application;N;3
2022-2023;138;SRV03504;2022-2023_138_SRV03504;application;N;3
2022-2023;138;SRV03505;2022-2023_138_SRV03505;application;N;3
2022-2023;138;SRV03506;2022-2023_138_SRV03506;application;Y;3
2022-2023;138;SRV03507;2022-2023_138_SRV03507;application;N;3
2022-2023;138;SRV03508;2022-2023_138_SRV03508;application;Y;3
2022-2023;138;SRV03509;2022-2023_138_SRV03509;application;Y;3
2022-2023;138;SRV03510;2022-2023_138_SRV03510;application;N;3
2022-2023;138;SRV03511;2022-2023_138_SRV03511;application;Y;3
2022-2023;138;SRV03512;2022-2023_138_SRV03512;application;N;3
2022-2023;138;SRV03513;2022-2023_138_SRV03513;application;NA;3
2022-2023;138;SRV03514;2022-2023_138_SRV03514;application;N;3
2022-2023;138;SRV03515;2022-2023_138_SRV03515;application;Y;3
2022-2023;138;SRV03516;2022-2023_138_SRV03516;application;N;3
2022-2023;138;SRV03517;2022-2023_138_SRV03517;application;Y;3
2022-2023;138;SRV03518;2022-2023_138_SRV03518;application;Y;3
2022-2023;138;SRV03519;2022-2023_138_SRV03519;application;NA;3
2022-2023;138;SRV03520;2022-2023_138_SRV03520;application;N;3
2022-2023;138;SRV03521;2022-2023_138_SRV03521;application;Y;3
2022-2023;138;SRV03522;2022-2023_138_SRV03522;application;N;3
2022-2023;138;SRV03523;2022-2023_138_SRV03523;application;N;3
2022-2023;138;SRV03524;2022-2023_138_SRV03524;application;N;3
2022-2023;138;SRV03525;2022-2023_138_SRV03525;application;NA;3
2022-2023;138;SRV03526;2022-2023_138_SRV03526;application;N;3
2022-2023;138;SRV03527;2022-2023_138_SRV03527;application;N;3
2022-2023;138;SRV03528;2022-2023_138_SRV03528;application;Y;3
2022-2023;138;SRV03529;2022-2023_138_SRV03529;application;N;3
2022-2023;138;SRV03530;2022-2023_138_SRV03530;application;N;3
2022-2023;138;SRV03531;2022-2023_138_SRV03531;application;Y;3
2022-2023;138;SRV03532;2022-2023_138_SRV03532;application;Y;3
2022-2023;138;SRV03533;2022-2023_138_SRV03533;application;Y;3
2022-2023;138;SRV03534;2022-2023_138_SRV03534;application;Y;3
2022-2023;138;SRV03535;2022-2023_138_SRV03535;application;N;3
2022-2023;138;SRV03536;2022-2023_138_SRV03536;application;N;3
2022-2023;138;SRV03537;2022-2023_138_SRV03537;application;Y;3
2022-2023;138;SRV03538;2022-2023_138_SRV03538;application;N;3
2022-2023;138;SRV03539;2022-2023_138_SRV03539;application;N;3
2022-2023;138;SRV03540;2022-2023_138_SRV03540;application;N;3
2022-2023;138;SRV03541;2022-2023_138_SRV03541;application;Y;3
2022-2023;138;SRV03542;2022-2023_138_SRV03542;application;N;3
2022-2023;138;SRV03543;2022-2023_138_SRV03543;application;N;3
2022-2023;138;SRV03544;2022-2023_138_SRV03544;application;Y;3
2022-2023;138;SRV03545;2022-2023_138_SRV03545;application;N;3
2022-2023;138;SRV03546;2022-2023_138_SRV03546;application;N;3
2022-2023;138;SRV03547;2022-2023_138_SRV03547;application;N;3
2022-2023;138;SRV03548;2022-2023_138_SRV03548;application;Y;3
2022-2023;138;SRV03549;2022-2023_138_SRV03549;application;N;3
2022-2023;138;SRV03550;2022-2023_138_SRV03550;application;N;3
2022-2023;138;SRV03551;2022-2023_138_SRV03551;application;Y;3
2022-2023;138;SRV03552;2022-2023_138_SRV03552;application;N;3
2022-2023;138;SRV03553;2022-2023_138_SRV03553;application;N;3
2022-2023;138;SRV03554;2022-2023_138_SRV03554;application;N;3
2022-2023;138;SRV03555;2022-2023_138_SRV03555;application;N;3
2022-2023;138;SRV03556;2022-2023_138_SRV03556;application;N;3
2022-2023;138;SRV03557;2022-2023_138_SRV03557;application;N;3
2022-2023;138;SRV03558;2022-2023_138_SRV03558;application;N;3
2022-2023;138;SRV03559;2022-2023_138_SRV03559;application;N;3
2022-2023;138;SRV03560;2022-2023_138_SRV03560;application;Y;3
2022-2023;138;SRV03561;2022-2023_138_SRV03561;application;N;3
2022-2023;138;SRV03562;2022-2023_138_SRV03562;application;NA;3
2022-2023;138;SRV03563;2022-2023_138_SRV03563;application;N;3
2022-2023;138;SRV03564;2022-2023_138_SRV03564;application;N;3
2022-2023;138;SRV03565;2022-2023_138_SRV03565;application;N;3
2022-2023;138;SRV03566;2022-2023_138_SRV03566;application;N;3
2022-2023;138;SRV03567;2022-2023_138_SRV03567;application;N;3
2022-2023;138;SRV03568;2022-2023_138_SRV03568;application;N;3
2022-2023;174;SRV03569;2022-2023_174_SRV03569;application;Y;3
2022-2023;46;3709;2022-2023_46_3709;application;N;3
2022-2023;46;3710;2022-2023_46_3710;application;N;3
2022-2023;46;3716;2022-2023_46_3716;application;N;3
2022-2023;46;1115;2022-2023_46_1115;application;Y;3
2022-2023;46;3711;2022-2023_46_3711;application;N;3
2022-2023;46;SRV02816;2022-2023_46_SRV02816;application;Y;3
2022-2023;46;1105;2022-2023_46_1105;application;Y;3
2022-2023;46;3714;2022-2023_46_3714;application;N;3
2022-2023;46;3720;2022-2023_46_3720;application;NA;3
2022-2023;46;3717;2022-2023_46_3717;application;N;3
2022-2023;46;3729;2022-2023_46_3729;application;Y;3
2022-2023;46;SRV02817;2022-2023_46_SRV02817;application;NA;3
2022-2023;46;1101;2022-2023_46_1101;application;Y;3
2022-2023;46;SRV02822;2022-2023_46_SRV02822;application;Y;3
2022-2023;46;SRV02821;2022-2023_46_SRV02821;application;N;3
2022-2023;46;1141;2022-2023_46_1141;application;NA;3
