fiscal_yr;org_id;service_id;fy_org_id_service_id;online_interaction_point;activation;online_interaction_point_sort
2018-2019;348;1808;2018-2019_348_1808;account_registration;NA;1
2019-2020;348;1808;2019-2020_348_1808;account_registration;NA;1
2020-2021;348;1808;2020-2021_348_1808;account_registration;NA;1
2021-2022;348;1808;2021-2022_348_1808;account_registration;NA;1
2022-2023;348;1809;2022-2023_348_1809;account_registration;NA;1
2018-2019;348;1809;2018-2019_348_1809;account_registration;NA;1
2019-2020;348;1809;2019-2020_348_1809;account_registration;NA;1
2020-2021;348;1809;2020-2021_348_1809;account_registration;NA;1
2021-2022;348;1809;2021-2022_348_1809;account_registration;NA;1
2022-2023;348;1810;2022-2023_348_1810;account_registration;NA;1
2018-2019;348;1810;2018-2019_348_1810;account_registration;NA;1
2019-2020;348;1810;2019-2020_348_1810;account_registration;NA;1
2020-2021;348;1810;2020-2021_348_1810;account_registration;NA;1
2021-2022;348;1810;2021-2022_348_1810;account_registration;NA;1
2022-2023;348;1811;2022-2023_348_1811;account_registration;NA;1
2018-2019;348;1811;2018-2019_348_1811;account_registration;NA;1
2019-2020;348;1811;2019-2020_348_1811;account_registration;NA;1
2020-2021;348;1811;2020-2021_348_1811;account_registration;NA;1
2021-2022;348;1811;2021-2022_348_1811;account_registration;NA;1
2022-2023;348;1812;2022-2023_348_1812;account_registration;NA;1
2018-2019;348;1812;2018-2019_348_1812;account_registration;NA;1
2019-2020;348;1812;2019-2020_348_1812;account_registration;NA;1
2020-2021;348;1812;2020-2021_348_1812;account_registration;NA;1
2021-2022;348;1812;2021-2022_348_1812;account_registration;NA;1
2022-2023;348;1813;2022-2023_348_1813;account_registration;NA;1
2018-2019;348;1813;2018-2019_348_1813;account_registration;NA;1
2019-2020;348;1813;2019-2020_348_1813;account_registration;NA;1
2020-2021;348;1813;2020-2021_348_1813;account_registration;NA;1
2021-2022;348;1813;2021-2022_348_1813;account_registration;NA;1
2022-2023;348;1814;2022-2023_348_1814;account_registration;NA;1
2018-2019;348;1814;2018-2019_348_1814;account_registration;NA;1
2019-2020;348;1814;2019-2020_348_1814;account_registration;NA;1
2020-2021;348;1814;2020-2021_348_1814;account_registration;NA;1
2021-2022;348;1814;2021-2022_348_1814;account_registration;NA;1
2022-2023;76;1817;2022-2023_76_1817;account_registration;Y;1
2018-2019;76;1817;2018-2019_76_1817;account_registration;Y;1
2019-2020;76;1817;2019-2020_76_1817;account_registration;Y;1
2020-2021;76;1817;2020-2021_76_1817;account_registration;Y;1
2021-2022;76;1817;2021-2022_76_1817;account_registration;Y;1
2018-2019;539;1818;2018-2019_539_1818;account_registration;Y;1
2019-2020;539;1818;2019-2020_539_1818;account_registration;Y;1
2020-2021;539;1818;2020-2021_539_1818;account_registration;Y;1
2021-2022;539;1818;2021-2022_539_1818;account_registration;Y;1
2018-2019;266;1821;2018-2019_266_1821;account_registration;Y;1
2019-2020;266;1821;2019-2020_266_1821;account_registration;Y;1
2020-2021;266;1821;2020-2021_266_1821;account_registration;Y;1
2021-2022;266;1821;2021-2022_266_1821;account_registration;Y;1
2022-2023;266;1822;2022-2023_266_1822;account_registration;NA;1
2018-2019;266;1822;2018-2019_266_1822;account_registration;NA;1
2019-2020;266;1822;2019-2020_266_1822;account_registration;NA;1
2020-2021;266;1822;2020-2021_266_1822;account_registration;NA;1
2021-2022;266;1822;2021-2022_266_1822;account_registration;NA;1
2022-2023;247;1823;2022-2023_247_1823;account_registration;N;1
2018-2019;247;1823;2018-2019_247_1823;account_registration;N;1
2019-2020;247;1823;2019-2020_247_1823;account_registration;N;1
2020-2021;247;1823;2020-2021_247_1823;account_registration;N;1
2021-2022;247;1823;2021-2022_247_1823;account_registration;N;1
2022-2023;247;1824;2022-2023_247_1824;account_registration;N;1
2018-2019;247;1824;2018-2019_247_1824;account_registration;N;1
2019-2020;247;1824;2019-2020_247_1824;account_registration;N;1
2020-2021;247;1824;2020-2021_247_1824;account_registration;N;1
2021-2022;247;1824;2021-2022_247_1824;account_registration;N;1
2022-2023;247;1825;2022-2023_247_1825;account_registration;N;1
2018-2019;247;1825;2018-2019_247_1825;account_registration;N;1
2019-2020;247;1825;2019-2020_247_1825;account_registration;N;1
2020-2021;247;1825;2020-2021_247_1825;account_registration;N;1
2021-2022;247;1825;2021-2022_247_1825;account_registration;N;1
2018-2019;237;1827;2018-2019_237_1827;account_registration;NA;1
2018-2019;237;1828;2018-2019_237_1828;account_registration;NA;1
2019-2020;237;1828;2019-2020_237_1828;account_registration;NA;1
2018-2019;237;1829;2018-2019_237_1829;account_registration;NA;1
2018-2019;237;1830;2018-2019_237_1830;account_registration;NA;1
2018-2019;98;1831;2018-2019_98_1831;account_registration;N;1
2019-2020;98;1831;2019-2020_98_1831;account_registration;N;1
2022-2023;98;1832;2022-2023_98_1832;account_registration;N;1
2018-2019;98;1832;2018-2019_98_1832;account_registration;N;1
2019-2020;98;1832;2019-2020_98_1832;account_registration;N;1
2020-2021;98;1832;2020-2021_98_1832;account_registration;N;1
2021-2022;98;1832;2021-2022_98_1832;account_registration;N;1
2022-2023;98;1833;2022-2023_98_1833;account_registration;N;1
2018-2019;98;1833;2018-2019_98_1833;account_registration;N;1
2019-2020;98;1833;2019-2020_98_1833;account_registration;N;1
2020-2021;98;1833;2020-2021_98_1833;account_registration;N;1
2021-2022;98;1833;2021-2022_98_1833;account_registration;N;1
2018-2019;237;1834;2018-2019_237_1834;account_registration;NA;1
2018-2019;222;1835;2018-2019_222_1835;account_registration;N;1
2019-2020;222;1835;2019-2020_222_1835;account_registration;N;1
2020-2021;222;1835;2020-2021_222_1835;account_registration;N;1
2018-2019;126;1836;2018-2019_126_1836;account_registration;NA;1
2019-2020;126;1836;2019-2020_126_1836;account_registration;NA;1
2020-2021;126;1836;2020-2021_126_1836;account_registration;NA;1
2022-2023;122;1837;2022-2023_122_1837;account_registration;Y;1
2018-2019;122;1837;2018-2019_122_1837;account_registration;N;1
2019-2020;122;1837;2019-2020_122_1837;account_registration;N;1
2020-2021;122;1837;2020-2021_122_1837;account_registration;N;1
2021-2022;122;1837;2021-2022_122_1837;account_registration;Y;1
2018-2019;126;1839;2018-2019_126_1839;account_registration;N;1
2019-2020;126;1839;2019-2020_126_1839;account_registration;N;1
2020-2021;126;1839;2020-2021_126_1839;account_registration;N;1
2018-2019;126;1840;2018-2019_126_1840;account_registration;N;1
2019-2020;126;1840;2019-2020_126_1840;account_registration;N;1
2022-2023;199;1844;2022-2023_199_1844;account_registration;N;1
2018-2019;199;1844;2018-2019_199_1844;account_registration;N;1
2019-2020;199;1844;2019-2020_199_1844;account_registration;N;1
2020-2021;199;1844;2020-2021_199_1844;account_registration;N;1
2021-2022;199;1844;2021-2022_199_1844;account_registration;N;1
2022-2023;199;1845;2022-2023_199_1845;account_registration;N;1
2019-2020;199;1845;2019-2020_199_1845;account_registration;Y;1
2020-2021;199;1845;2020-2021_199_1845;account_registration;N;1
2021-2022;199;1845;2021-2022_199_1845;account_registration;N;1
2022-2023;199;1848;2022-2023_199_1848;account_registration;N;1
2018-2019;199;1848;2018-2019_199_1848;account_registration;N;1
2019-2020;199;1848;2019-2020_199_1848;account_registration;N;1
2020-2021;199;1848;2020-2021_199_1848;account_registration;N;1
2021-2022;199;1848;2021-2022_199_1848;account_registration;N;1
2018-2019;305;1849;2018-2019_305_1849;account_registration;Y;1
2019-2020;305;1849;2019-2020_305_1849;account_registration;Y;1
2020-2021;305;1849;2020-2021_305_1849;account_registration;Y;1
2021-2022;305;1849;2021-2022_305_1849;account_registration;Y;1
2022-2023;199;1850;2022-2023_199_1850;account_registration;N;1
2018-2019;199;1850;2018-2019_199_1850;account_registration;N;1
2019-2020;199;1850;2019-2020_199_1850;account_registration;N;1
2020-2021;199;1850;2020-2021_199_1850;account_registration;N;1
2021-2022;199;1850;2021-2022_199_1850;account_registration;N;1
2022-2023;199;1851;2022-2023_199_1851;account_registration;N;1
2018-2019;199;1851;2018-2019_199_1851;account_registration;N;1
2019-2020;199;1851;2019-2020_199_1851;account_registration;N;1
2020-2021;199;1851;2020-2021_199_1851;account_registration;N;1
2021-2022;199;1851;2021-2022_199_1851;account_registration;N;1
2022-2023;199;1854;2022-2023_199_1854;account_registration;Y;1
2018-2019;199;1854;2018-2019_199_1854;account_registration;Y;1
2019-2020;199;1854;2019-2020_199_1854;account_registration;Y;1
2020-2021;199;1854;2020-2021_199_1854;account_registration;Y;1
2021-2022;199;1854;2021-2022_199_1854;account_registration;Y;1
2022-2023;126;1855;2022-2023_126_1855;account_registration;NA;1
2018-2019;126;1855;2018-2019_126_1855;account_registration;NA;1
2019-2020;126;1855;2019-2020_126_1855;account_registration;NA;1
2020-2021;126;1855;2020-2021_126_1855;account_registration;NA;1
2021-2022;126;1855;2021-2022_126_1855;account_registration;N;1
2022-2023;126;1856;2022-2023_126_1856;account_registration;NA;1
2018-2019;126;1856;2018-2019_126_1856;account_registration;NA;1
2019-2020;126;1856;2019-2020_126_1856;account_registration;NA;1
2020-2021;126;1856;2020-2021_126_1856;account_registration;NA;1
2021-2022;126;1856;2021-2022_126_1856;account_registration;NA;1
2018-2019;126;1857;2018-2019_126_1857;account_registration;Y;1
2019-2020;126;1857;2019-2020_126_1857;account_registration;Y;1
2020-2021;126;1857;2020-2021_126_1857;account_registration;Y;1
2021-2022;126;1857;2021-2022_126_1857;account_registration;Y;1
2018-2019;126;1858;2018-2019_126_1858;account_registration;NA;1
2019-2020;126;1858;2019-2020_126_1858;account_registration;NA;1
2018-2019;126;1859;2018-2019_126_1859;account_registration;N;1
2019-2020;126;1859;2019-2020_126_1859;account_registration;N;1
2020-2021;126;1859;2020-2021_126_1859;account_registration;N;1
2021-2022;126;1859;2021-2022_126_1859;account_registration;N;1
2018-2019;126;1860;2018-2019_126_1860;account_registration;NA;1
2019-2020;126;1860;2019-2020_126_1860;account_registration;NA;1
2020-2021;126;1860;2020-2021_126_1860;account_registration;NA;1
2018-2019;126;1861;2018-2019_126_1861;account_registration;NA;1
2019-2020;126;1861;2019-2020_126_1861;account_registration;NA;1
2020-2021;126;1861;2020-2021_126_1861;account_registration;NA;1
2021-2022;126;1861;2021-2022_126_1861;account_registration;NA;1
2022-2023;76;1862;2022-2023_76_1862;account_registration;N;1
2018-2019;76;1862;2018-2019_76_1862;account_registration;N;1
2019-2020;76;1862;2019-2020_76_1862;account_registration;N;1
2020-2021;76;1862;2020-2021_76_1862;account_registration;N;1
2021-2022;76;1862;2021-2022_76_1862;account_registration;N;1
2018-2019;114;1863;2018-2019_114_1863;account_registration;N;1
2019-2020;114;1863;2019-2020_114_1863;account_registration;N;1
2020-2021;114;1863;2020-2021_114_1863;account_registration;N;1
2021-2022;114;1863;2021-2022_114_1863;account_registration;N;1
2022-2023;295;1866;2022-2023_295_1866;account_registration;NA;1
2018-2019;295;1866;2018-2019_295_1866;account_registration;NA;1
2019-2020;295;1866;2019-2020_295_1866;account_registration;NA;1
2020-2021;295;1866;2020-2021_295_1866;account_registration;NA;1
2021-2022;295;1866;2021-2022_295_1866;account_registration;NA;1
2022-2023;199;1867;2022-2023_199_1867;account_registration;N;1
2018-2019;199;1867;2018-2019_199_1867;account_registration;N;1
2019-2020;199;1867;2019-2020_199_1867;account_registration;N;1
2020-2021;199;1867;2020-2021_199_1867;account_registration;N;1
2021-2022;199;1867;2021-2022_199_1867;account_registration;N;1
2022-2023;199;1868;2022-2023_199_1868;account_registration;Y;1
2018-2019;199;1868;2018-2019_199_1868;account_registration;N;1
2019-2020;199;1868;2019-2020_199_1868;account_registration;N;1
2020-2021;199;1868;2020-2021_199_1868;account_registration;Y;1
2021-2022;199;1868;2021-2022_199_1868;account_registration;Y;1
2022-2023;199;1869;2022-2023_199_1869;account_registration;N;1
2018-2019;199;1869;2018-2019_199_1869;account_registration;N;1
2019-2020;199;1869;2019-2020_199_1869;account_registration;N;1
2020-2021;199;1869;2020-2021_199_1869;account_registration;N;1
2021-2022;199;1869;2021-2022_199_1869;account_registration;N;1
2022-2023;280;1870;2022-2023_280_1870;account_registration;NA;1
2018-2019;280;1870;2018-2019_280_1870;account_registration;NA;1
2019-2020;280;1870;2019-2020_280_1870;account_registration;NA;1
2020-2021;280;1870;2020-2021_280_1870;account_registration;NA;1
2021-2022;280;1870;2021-2022_280_1870;account_registration;NA;1
2018-2019;151;1871;2018-2019_151_1871;account_registration;Y;1
2019-2020;151;1871;2019-2020_151_1871;account_registration;Y;1
2022-2023;295;1872;2022-2023_295_1872;account_registration;Y;1
2018-2019;295;1872;2018-2019_295_1872;account_registration;N;1
2019-2020;295;1872;2019-2020_295_1872;account_registration;Y;1
2020-2021;295;1872;2020-2021_295_1872;account_registration;Y;1
2021-2022;295;1872;2021-2022_295_1872;account_registration;Y;1
2022-2023;295;1873;2022-2023_295_1873;account_registration;Y;1
2018-2019;295;1873;2018-2019_295_1873;account_registration;Y;1
2019-2020;295;1873;2019-2020_295_1873;account_registration;Y;1
2020-2021;295;1873;2020-2021_295_1873;account_registration;Y;1
2021-2022;295;1873;2021-2022_295_1873;account_registration;Y;1
2018-2019;93;1874;2018-2019_93_1874;account_registration;NA;1
2019-2020;93;1874;2019-2020_93_1874;account_registration;Y;1
2020-2021;93;1874;2020-2021_93_1874;account_registration;Y;1
2021-2022;93;1874;2021-2022_93_1874;account_registration;Y;1
2022-2023;93;1875;2022-2023_93_1875;account_registration;Y;1
2018-2019;93;1875;2018-2019_93_1875;account_registration;Y;1
2019-2020;93;1875;2019-2020_93_1875;account_registration;Y;1
2020-2021;93;1875;2020-2021_93_1875;account_registration;Y;1
2021-2022;93;1875;2021-2022_93_1875;account_registration;Y;1
2022-2023;93;1876;2022-2023_93_1876;account_registration;Y;1
2018-2019;93;1876;2018-2019_93_1876;account_registration;Y;1
2019-2020;93;1876;2019-2020_93_1876;account_registration;Y;1
2020-2021;93;1876;2020-2021_93_1876;account_registration;Y;1
2021-2022;93;1876;2021-2022_93_1876;account_registration;Y;1
2022-2023;240;1877;2022-2023_240_1877;account_registration;NA;1
2018-2019;240;1877;2018-2019_240_1877;account_registration;NA;1
2019-2020;240;1877;2019-2020_240_1877;account_registration;NA;1
2020-2021;240;1877;2020-2021_240_1877;account_registration;NA;1
2021-2022;240;1877;2021-2022_240_1877;account_registration;NA;1
2022-2023;240;1879;2022-2023_240_1879;account_registration;NA;1
2018-2019;240;1879;2018-2019_240_1879;account_registration;NA;1
2019-2020;240;1879;2019-2020_240_1879;account_registration;NA;1
2020-2021;240;1879;2020-2021_240_1879;account_registration;NA;1
2021-2022;240;1879;2021-2022_240_1879;account_registration;NA;1
2022-2023;240;1880;2022-2023_240_1880;account_registration;NA;1
2018-2019;240;1880;2018-2019_240_1880;account_registration;NA;1
2019-2020;240;1880;2019-2020_240_1880;account_registration;NA;1
2020-2021;240;1880;2020-2021_240_1880;account_registration;NA;1
2021-2022;240;1880;2021-2022_240_1880;account_registration;NA;1
2022-2023;240;1881;2022-2023_240_1881;account_registration;NA;1
2018-2019;240;1881;2018-2019_240_1881;account_registration;Y;1
2019-2020;240;1881;2019-2020_240_1881;account_registration;Y;1
2020-2021;240;1881;2020-2021_240_1881;account_registration;Y;1
2021-2022;240;1881;2021-2022_240_1881;account_registration;Y;1
2022-2023;240;1882;2022-2023_240_1882;account_registration;N;1
2018-2019;240;1882;2018-2019_240_1882;account_registration;Y;1
2019-2020;240;1882;2019-2020_240_1882;account_registration;Y;1
2020-2021;240;1882;2020-2021_240_1882;account_registration;Y;1
2021-2022;240;1882;2021-2022_240_1882;account_registration;Y;1
2022-2023;126;1884;2022-2023_126_1884;account_registration;Y;1
2018-2019;126;1884;2018-2019_126_1884;account_registration;N;1
2019-2020;126;1884;2019-2020_126_1884;account_registration;N;1
2020-2021;126;1884;2020-2021_126_1884;account_registration;NA;1
2021-2022;126;1884;2021-2022_126_1884;account_registration;Y;1
2018-2019;126;1885;2018-2019_126_1885;account_registration;N;1
2019-2020;126;1885;2019-2020_126_1885;account_registration;N;1
2022-2023;126;1886;2022-2023_126_1886;account_registration;NA;1
2018-2019;126;1886;2018-2019_126_1886;account_registration;N;1
2019-2020;126;1886;2019-2020_126_1886;account_registration;N;1
2020-2021;126;1886;2020-2021_126_1886;account_registration;NA;1
2021-2022;126;1886;2021-2022_126_1886;account_registration;NA;1
2022-2023;93;1887;2022-2023_93_1887;account_registration;NA;1
2018-2019;93;1887;2018-2019_93_1887;account_registration;NA;1
2019-2020;93;1887;2019-2020_93_1887;account_registration;NA;1
2020-2021;93;1887;2020-2021_93_1887;account_registration;NA;1
2021-2022;93;1887;2021-2022_93_1887;account_registration;NA;1
2018-2019;130;1888;2018-2019_130_1888;account_registration;NA;1
2022-2023;240;1889;2022-2023_240_1889;account_registration;Y;1
2018-2019;240;1889;2018-2019_240_1889;account_registration;Y;1
2019-2020;240;1889;2019-2020_240_1889;account_registration;Y;1
2020-2021;240;1889;2020-2021_240_1889;account_registration;Y;1
2021-2022;240;1889;2021-2022_240_1889;account_registration;Y;1
2022-2023;227;1892;2022-2023_227_1892;account_registration;N;1
2018-2019;227;1892;2018-2019_227_1892;account_registration;N;1
2019-2020;227;1892;2019-2020_227_1892;account_registration;N;1
2020-2021;227;1892;2020-2021_227_1892;account_registration;N;1
2021-2022;227;1892;2021-2022_227_1892;account_registration;N;1
2022-2023;227;1893;2022-2023_227_1893;account_registration;N;1
2018-2019;227;1893;2018-2019_227_1893;account_registration;N;1
2019-2020;227;1893;2019-2020_227_1893;account_registration;N;1
2020-2021;227;1893;2020-2021_227_1893;account_registration;N;1
2021-2022;227;1893;2021-2022_227_1893;account_registration;N;1
2022-2023;227;1894;2022-2023_227_1894;account_registration;Y;1
2018-2019;227;1894;2018-2019_227_1894;account_registration;Y;1
2019-2020;227;1894;2019-2020_227_1894;account_registration;Y;1
2020-2021;227;1894;2020-2021_227_1894;account_registration;Y;1
2021-2022;227;1894;2021-2022_227_1894;account_registration;Y;1
2022-2023;227;1895;2022-2023_227_1895;account_registration;N;1
2018-2019;227;1895;2018-2019_227_1895;account_registration;Y;1
2019-2020;227;1895;2019-2020_227_1895;account_registration;Y;1
2020-2021;227;1895;2020-2021_227_1895;account_registration;N;1
2021-2022;227;1895;2021-2022_227_1895;account_registration;N;1
2018-2019;227;1896;2018-2019_227_1896;account_registration;N;1
2019-2020;227;1896;2019-2020_227_1896;account_registration;Y;1
2020-2021;227;1896;2020-2021_227_1896;account_registration;Y;1
2021-2022;227;1896;2021-2022_227_1896;account_registration;Y;1
2022-2023;227;1897;2022-2023_227_1897;account_registration;Y;1
2018-2019;227;1897;2018-2019_227_1897;account_registration;Y;1
2019-2020;227;1897;2019-2020_227_1897;account_registration;Y;1
2020-2021;227;1897;2020-2021_227_1897;account_registration;Y;1
2021-2022;227;1897;2021-2022_227_1897;account_registration;Y;1
2022-2023;227;1898;2022-2023_227_1898;account_registration;N;1
2018-2019;227;1898;2018-2019_227_1898;account_registration;Y;1
2019-2020;227;1898;2019-2020_227_1898;account_registration;Y;1
2020-2021;227;1898;2020-2021_227_1898;account_registration;N;1
2021-2022;227;1898;2021-2022_227_1898;account_registration;N;1
2022-2023;227;1899;2022-2023_227_1899;account_registration;NA;1
2018-2019;227;1899;2018-2019_227_1899;account_registration;N;1
2019-2020;227;1899;2019-2020_227_1899;account_registration;N;1
2020-2021;227;1899;2020-2021_227_1899;account_registration;N;1
2021-2022;227;1899;2021-2022_227_1899;account_registration;NA;1
2022-2023;47;18;2022-2023_47_18;account_registration;Y;1
2018-2019;47;18;2018-2019_47_18;account_registration;Y;1
2019-2020;47;18;2019-2020_47_18;account_registration;Y;1
2020-2021;47;18;2020-2021_47_18;account_registration;Y;1
2021-2022;47;18;2021-2022_47_18;account_registration;Y;1
2022-2023;227;1900;2022-2023_227_1900;account_registration;N;1
2018-2019;227;1900;2018-2019_227_1900;account_registration;N;1
2019-2020;227;1900;2019-2020_227_1900;account_registration;N;1
2020-2021;227;1900;2020-2021_227_1900;account_registration;N;1
2021-2022;227;1900;2021-2022_227_1900;account_registration;N;1
2022-2023;122;1901;2022-2023_122_1901;account_registration;Y;1
2018-2019;122;1901;2018-2019_122_1901;account_registration;NA;1
2019-2020;122;1901;2019-2020_122_1901;account_registration;Y;1
2020-2021;122;1901;2020-2021_122_1901;account_registration;Y;1
2021-2022;122;1901;2021-2022_122_1901;account_registration;Y;1
2022-2023;122;1902;2022-2023_122_1902;account_registration;N;1
2018-2019;122;1902;2018-2019_122_1902;account_registration;N;1
2019-2020;122;1902;2019-2020_122_1902;account_registration;N;1
2020-2021;122;1902;2020-2021_122_1902;account_registration;N;1
2021-2022;122;1902;2021-2022_122_1902;account_registration;N;1
2018-2019;122;1903;2018-2019_122_1903;account_registration;N;1
2019-2020;122;1903;2019-2020_122_1903;account_registration;N;1
2020-2021;122;1903;2020-2021_122_1903;account_registration;Y;1
2022-2023;122;1904;2022-2023_122_1904;account_registration;Y;1
2018-2019;122;1904;2018-2019_122_1904;account_registration;Y;1
2019-2020;122;1904;2019-2020_122_1904;account_registration;Y;1
2020-2021;122;1904;2020-2021_122_1904;account_registration;Y;1
2021-2022;122;1904;2021-2022_122_1904;account_registration;Y;1
2022-2023;122;1905;2022-2023_122_1905;account_registration;Y;1
2018-2019;122;1905;2018-2019_122_1905;account_registration;Y;1
2019-2020;122;1905;2019-2020_122_1905;account_registration;Y;1
2020-2021;122;1905;2020-2021_122_1905;account_registration;Y;1
2021-2022;122;1905;2021-2022_122_1905;account_registration;Y;1
2022-2023;122;1906;2022-2023_122_1906;account_registration;Y;1
2018-2019;122;1906;2018-2019_122_1906;account_registration;Y;1
2019-2020;122;1906;2019-2020_122_1906;account_registration;Y;1
2020-2021;122;1906;2020-2021_122_1906;account_registration;Y;1
2021-2022;122;1906;2021-2022_122_1906;account_registration;Y;1
2022-2023;122;1907;2022-2023_122_1907;account_registration;N;1
2018-2019;122;1907;2018-2019_122_1907;account_registration;N;1
2019-2020;122;1907;2019-2020_122_1907;account_registration;N;1
2020-2021;122;1907;2020-2021_122_1907;account_registration;N;1
2021-2022;122;1907;2021-2022_122_1907;account_registration;N;1
2022-2023;122;1908;2022-2023_122_1908;account_registration;N;1
2018-2019;122;1908;2018-2019_122_1908;account_registration;N;1
2019-2020;122;1908;2019-2020_122_1908;account_registration;N;1
2020-2021;122;1908;2020-2021_122_1908;account_registration;N;1
2021-2022;122;1908;2021-2022_122_1908;account_registration;N;1
2022-2023;122;1909;2022-2023_122_1909;account_registration;N;1
2018-2019;122;1909;2018-2019_122_1909;account_registration;N;1
2019-2020;122;1909;2019-2020_122_1909;account_registration;N;1
2020-2021;122;1909;2020-2021_122_1909;account_registration;N;1
2021-2022;122;1909;2021-2022_122_1909;account_registration;N;1
2022-2023;122;1910;2022-2023_122_1910;account_registration;Y;1
2018-2019;122;1910;2018-2019_122_1910;account_registration;N;1
2019-2020;122;1910;2019-2020_122_1910;account_registration;N;1
2020-2021;122;1910;2020-2021_122_1910;account_registration;N;1
2021-2022;122;1910;2021-2022_122_1910;account_registration;Y;1
2022-2023;122;1911;2022-2023_122_1911;account_registration;Y;1
2018-2019;122;1911;2018-2019_122_1911;account_registration;N;1
2019-2020;122;1911;2019-2020_122_1911;account_registration;N;1
2020-2021;122;1911;2020-2021_122_1911;account_registration;N;1
2021-2022;122;1911;2021-2022_122_1911;account_registration;Y;1
2022-2023;122;1912;2022-2023_122_1912;account_registration;Y;1
2018-2019;122;1912;2018-2019_122_1912;account_registration;N;1
2019-2020;122;1912;2019-2020_122_1912;account_registration;Y;1
2020-2021;122;1912;2020-2021_122_1912;account_registration;Y;1
2021-2022;122;1912;2021-2022_122_1912;account_registration;Y;1
2022-2023;122;1913;2022-2023_122_1913;account_registration;N;1
2018-2019;122;1913;2018-2019_122_1913;account_registration;N;1
2019-2020;122;1913;2019-2020_122_1913;account_registration;N;1
2020-2021;122;1913;2020-2021_122_1913;account_registration;N;1
2021-2022;122;1913;2021-2022_122_1913;account_registration;N;1
2022-2023;122;1915;2022-2023_122_1915;account_registration;N;1
2018-2019;122;1915;2018-2019_122_1915;account_registration;N;1
2019-2020;122;1915;2019-2020_122_1915;account_registration;N;1
2020-2021;122;1915;2020-2021_122_1915;account_registration;N;1
2021-2022;122;1915;2021-2022_122_1915;account_registration;N;1
2018-2019;122;1916;2018-2019_122_1916;account_registration;N;1
2019-2020;122;1916;2019-2020_122_1916;account_registration;N;1
2020-2021;122;1916;2020-2021_122_1916;account_registration;N;1
2021-2022;122;1916;2021-2022_122_1916;account_registration;N;1
2018-2019;227;1917;2018-2019_227_1917;account_registration;N;1
2019-2020;227;1917;2019-2020_227_1917;account_registration;Y;1
2020-2021;227;1917;2020-2021_227_1917;account_registration;Y;1
2021-2022;227;1917;2021-2022_227_1917;account_registration;Y;1
2018-2019;122;1919;2018-2019_122_1919;account_registration;N;1
2022-2023;122;1920;2022-2023_122_1920;account_registration;N;1
2018-2019;122;1920;2018-2019_122_1920;account_registration;N;1
2019-2020;122;1920;2019-2020_122_1920;account_registration;N;1
2020-2021;122;1920;2020-2021_122_1920;account_registration;N;1
2021-2022;122;1920;2021-2022_122_1920;account_registration;N;1
2022-2023;122;1921;2022-2023_122_1921;account_registration;Y;1
2018-2019;122;1921;2018-2019_122_1921;account_registration;N;1
2019-2020;122;1921;2019-2020_122_1921;account_registration;N;1
2020-2021;122;1921;2020-2021_122_1921;account_registration;N;1
2021-2022;122;1921;2021-2022_122_1921;account_registration;Y;1
2022-2023;122;1922;2022-2023_122_1922;account_registration;N;1
2018-2019;122;1922;2018-2019_122_1922;account_registration;N;1
2019-2020;122;1922;2019-2020_122_1922;account_registration;N;1
2020-2021;122;1922;2020-2021_122_1922;account_registration;N;1
2021-2022;122;1922;2021-2022_122_1922;account_registration;N;1
2022-2023;122;1923;2022-2023_122_1923;account_registration;Y;1
2018-2019;122;1923;2018-2019_122_1923;account_registration;N;1
2019-2020;122;1923;2019-2020_122_1923;account_registration;N;1
2020-2021;122;1923;2020-2021_122_1923;account_registration;N;1
2021-2022;122;1923;2021-2022_122_1923;account_registration;Y;1
2022-2023;122;1924;2022-2023_122_1924;account_registration;N;1
2018-2019;122;1924;2018-2019_122_1924;account_registration;N;1
2019-2020;122;1924;2019-2020_122_1924;account_registration;N;1
2020-2021;122;1924;2020-2021_122_1924;account_registration;N;1
2021-2022;122;1924;2021-2022_122_1924;account_registration;N;1
2022-2023;122;1925;2022-2023_122_1925;account_registration;N;1
2018-2019;122;1925;2018-2019_122_1925;account_registration;N;1
2019-2020;122;1925;2019-2020_122_1925;account_registration;N;1
2020-2021;122;1925;2020-2021_122_1925;account_registration;N;1
2021-2022;122;1925;2021-2022_122_1925;account_registration;Y;1
2018-2019;122;1928;2018-2019_122_1928;account_registration;Y;1
2019-2020;122;1928;2019-2020_122_1928;account_registration;Y;1
2020-2021;122;1928;2020-2021_122_1928;account_registration;N;1
2021-2022;122;1928;2021-2022_122_1928;account_registration;N;1
2018-2019;122;1929;2018-2019_122_1929;account_registration;Y;1
2019-2020;122;1929;2019-2020_122_1929;account_registration;N;1
2020-2021;122;1929;2020-2021_122_1929;account_registration;N;1
2021-2022;122;1929;2021-2022_122_1929;account_registration;N;1
2022-2023;295;192;2022-2023_295_192;account_registration;NA;1
2018-2019;295;192;2018-2019_295_192;account_registration;NA;1
2019-2020;295;192;2019-2020_295_192;account_registration;NA;1
2020-2021;295;192;2020-2021_295_192;account_registration;NA;1
2021-2022;295;192;2021-2022_295_192;account_registration;NA;1
2022-2023;227;1931;2022-2023_227_1931;account_registration;N;1
2018-2019;227;1931;2018-2019_227_1931;account_registration;N;1
2019-2020;227;1931;2019-2020_227_1931;account_registration;N;1
2020-2021;227;1931;2020-2021_227_1931;account_registration;N;1
