service_id;fiscal_yr;program_id;org_id;latest_si_yr;report_yr;measure_yr;planned_actual;spending_fte;measure;valid_program
1106;2018-2019;BRA01;46;;;;;;;False
1106;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;spending;880135329.79;True
1106;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;ftes;8786.0;True
1106;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;spending;1232375372.8;True
1106;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;ftes;10653.0;True
1106;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;spending;1300163725.79;True
1106;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;ftes;13082.0;True
1107;2018-2019;BRB01;46;;;;;;;False
1107;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;spending;3140851352.88;True
1107;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;ftes;1302.0;True
1107;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;spending;5147281793.28;True
1107;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;ftes;1463.0;True
1107;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;spending;4403123715.37;True
1107;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;ftes;2067.0;True
1108;2018-2019;BRB01;46;;;;;;;False
1108;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;spending;3140851352.88;True
1108;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;ftes;1302.0;True
1108;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;spending;5147281793.28;True
1108;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;ftes;1463.0;True
1108;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;spending;4403123715.37;True
1108;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;ftes;2067.0;True
1109;2018-2019;BRB01;46;;;;;;;False
1109;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;spending;3140851352.88;True
1109;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;ftes;1302.0;True
1109;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;spending;5147281793.28;True
1109;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;ftes;1463.0;True
1109;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;spending;4403123715.37;True
1109;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;ftes;2067.0;True
1110;2018-2019;BRB01;46;;;;;;;False
1110;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;spending;3140851352.88;True
1110;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;ftes;1302.0;True
1110;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;spending;5147281793.28;True
1110;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;ftes;1463.0;True
1110;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;spending;4403123715.37;True
1110;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;ftes;2067.0;True
1111;2018-2019;BRB01;46;;;;;;;False
1111;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;spending;3140851352.88;True
1111;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;ftes;1302.0;True
1111;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;spending;5147281793.28;True
1111;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;ftes;1463.0;True
1111;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;spending;4403123715.37;True
1111;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;ftes;2067.0;True
1112;2018-2019;BRB01;46;;;;;;;False
1112;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;spending;3140851352.88;True
1112;2019-2020;BRB01;46;2023-2024;2019-2020;2019-2020;actual;ftes;1302.0;True
1112;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;spending;5147281793.28;True
1112;2020-2021;BRB01;46;2023-2024;2020-2021;2020-2021;actual;ftes;1463.0;True
1112;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;spending;4403123715.37;True
1112;2021-2022;BRB01;46;2023-2024;2021-2022;2021-2022;actual;ftes;2067.0;True
1113;2018-2019;BRA06;46;;;;;;;False
1113;2019-2020;BRA06;46;2023-2024;2019-2020;2019-2020;actual;spending;197775838.6;True
1113;2019-2020;BRA06;46;2023-2024;2019-2020;2019-2020;actual;ftes;1551.0;True
1113;2020-2021;BRA06;46;2023-2024;2020-2021;2020-2021;actual;spending;226040457.58;True
1113;2020-2021;BRA06;46;2023-2024;2020-2021;2020-2021;actual;ftes;1577.0;True
1113;2021-2022;BRA06;46;2023-2024;2021-2022;2021-2022;actual;spending;244665970.26;True
1113;2021-2022;BRA06;46;2023-2024;2021-2022;2021-2022;actual;ftes;1741.0;True
1114;2022-2023;ISS02;326;2023-2024;2022-2023;2022-2023;actual;spending;12157496.1;True
1114;2022-2023;ISS02;326;2023-2024;2022-2023;2022-2023;actual;ftes;105.0;True
1114;2018-2019;ISS02;326;;;;;;;False
1114;2019-2020;ISS02;326;2023-2024;2019-2020;2019-2020;actual;spending;10223312.1;True
1114;2019-2020;ISS02;326;2023-2024;2019-2020;2019-2020;actual;ftes;99.0;True
1114;2020-2021;ISS02;326;2023-2024;2020-2021;2020-2021;actual;spending;12434576.77;True
1114;2020-2021;ISS02;326;2023-2024;2020-2021;2020-2021;actual;ftes;108.0;True
1114;2021-2022;ISS02;326;2023-2024;2021-2022;2021-2022;actual;spending;11406975.35;True
1114;2021-2022;ISS02;326;2023-2024;2021-2022;2021-2022;actual;ftes;109.0;True
1115;2018-2019;BRA01;46;;;;;;;False
1115;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;spending;880135329.79;True
1115;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;ftes;8786.0;True
1115;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;spending;1232375372.8;True
1115;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;ftes;10653.0;True
1115;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;spending;1300163725.79;True
1115;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;ftes;13082.0;True
1116;2018-2019;BRA01;46;;;;;;;False
1116;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;spending;880135329.79;True
1116;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;ftes;8786.0;True
1116;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;spending;1232375372.8;True
1116;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;ftes;10653.0;True
1116;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;spending;1300163725.79;True
1116;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;ftes;13082.0;True
1117;2018-2019;ISS01;46;;;;;;;False
1117;2019-2020;ISS01;46;2023-2024;2019-2020;2019-2020;actual;spending;146730991.07;True
1117;2019-2020;ISS01;46;2023-2024;2019-2020;2019-2020;actual;ftes;1177.0;True
1117;2020-2021;ISS01;46;2023-2024;2020-2021;2020-2021;actual;spending;172947191.9;True
1117;2020-2021;ISS01;46;2023-2024;2020-2021;2020-2021;actual;ftes;1246.0;True
1117;2021-2022;ISS01;46;2023-2024;2021-2022;2021-2022;actual;spending;195638587.18;True
1117;2021-2022;ISS01;46;2023-2024;2021-2022;2021-2022;actual;ftes;1539.0;True
1118;2018-2019;BWW01;278;;;;;;;False
1118;2018-2019;BWW02;278;;;;;;;False
1118;2018-2019;BWW03;278;;;;;;;False
1118;2018-2019;BWW05;278;;;;;;;False
1118;2018-2019;BWW06;278;;;;;;;False
1118;2018-2019;BWW07;278;;;;;;;False
1118;2018-2019;BWW08;278;;;;;;;False
1118;2018-2019;BWW09;278;;;;;;;False
1118;2019-2020;BWW01;278;2023-2024;2019-2020;2019-2020;actual;spending;10183347.92;True
1118;2019-2020;BWW01;278;2023-2024;2019-2020;2019-2020;actual;ftes;82.0;True
1118;2019-2020;BWW02;278;2023-2024;2019-2020;2019-2020;actual;spending;12494238.68;True
1118;2019-2020;BWW02;278;2023-2024;2019-2020;2019-2020;actual;ftes;94.0;True
1118;2019-2020;BWW03;278;2023-2024;2019-2020;2019-2020;actual;spending;23501562.85;True
1118;2019-2020;BWW03;278;2023-2024;2019-2020;2019-2020;actual;ftes;162.0;True
1118;2019-2020;BWW05;278;2023-2024;2019-2020;2019-2020;actual;spending;1994060.05;True
1118;2019-2020;BWW05;278;2023-2024;2019-2020;2019-2020;actual;ftes;10.0;True
1118;2019-2020;BWW06;278;2023-2024;2019-2020;2019-2020;actual;spending;8021760.09;True
1118;2019-2020;BWW06;278;2023-2024;2019-2020;2019-2020;actual;ftes;59.0;True
1118;2019-2020;BWW07;278;2023-2024;2019-2020;2019-2020;actual;spending;6501513.2;True
1118;2019-2020;BWW07;278;2023-2024;2019-2020;2019-2020;actual;ftes;42.0;True
1118;2019-2020;BWW08;278;2023-2024;2019-2020;2019-2020;actual;spending;4758492.23;True
1118;2019-2020;BWW08;278;2023-2024;2019-2020;2019-2020;actual;ftes;32.0;True
1118;2019-2020;BWW09;278;2023-2024;2019-2020;2019-2020;actual;spending;9602292.26;True
1118;2019-2020;BWW09;278;2023-2024;2019-2020;2019-2020;actual;ftes;64.0;True
1119;2018-2019;BEZ01;114;;;;;;;False
1119;2019-2020;BEZ01;114;2023-2024;2019-2020;2019-2020;actual;spending;3297974.06;True
1119;2019-2020;BEZ01;114;2023-2024;2019-2020;2019-2020;actual;ftes;20.0;True
1119;2020-2021;BEZ01;114;2023-2024;2020-2021;2020-2021;actual;spending;3162303.6;True
1119;2020-2021;BEZ01;114;2023-2024;2020-2021;2020-2021;actual;ftes;21.0;True
1119;2021-2022;BEZ01;114;2023-2024;2021-2022;2021-2022;actual;spending;2922185.08;True
1119;2021-2022;BEZ01;114;2023-2024;2021-2022;2021-2022;actual;ftes;20.0;True
1120;2018-2019;BEZ01;114;;;;;;;False
1120;2019-2020;BEZ01;114;2023-2024;2019-2020;2019-2020;actual;spending;3297974.06;True
1120;2019-2020;BEZ01;114;2023-2024;2019-2020;2019-2020;actual;ftes;20.0;True
1120;2020-2021;BEZ01;114;2023-2024;2020-2021;2020-2021;actual;spending;3162303.6;True
1120;2020-2021;BEZ01;114;2023-2024;2020-2021;2020-2021;actual;ftes;21.0;True
1120;2021-2022;BEZ01;114;2023-2024;2021-2022;2021-2022;actual;spending;2922185.08;True
1120;2021-2022;BEZ01;114;2023-2024;2021-2022;2021-2022;actual;ftes;20.0;True
1121;2022-2023;BUI01;74;2023-2024;2022-2023;2022-2023;actual;spending;819850501.87;True
1121;2022-2023;BUI01;74;2023-2024;2022-2023;2022-2023;actual;ftes;79.0;True
1121;2022-2023;BUI02;74;2023-2024;2022-2023;2022-2023;actual;spending;72188425.01;True
1121;2022-2023;BUI02;74;2023-2024;2022-2023;2022-2023;actual;ftes;53.0;True
1121;2022-2023;BUI03;74;2023-2024;2022-2023;2022-2023;actual;spending;404764962.25;True
1121;2022-2023;BUI03;74;2023-2024;2022-2023;2022-2023;actual;ftes;182.0;True
1121;2018-2019;BUI01;74;;;;;;;False
1121;2018-2019;BUI02;74;;;;;;;False
1121;2018-2019;BUI03;74;;;;;;;False
1121;2019-2020;BUI01;74;2023-2024;2019-2020;2019-2020;actual;spending;781767803.46;True
1121;2019-2020;BUI01;74;2023-2024;2019-2020;2019-2020;actual;ftes;74.0;True
1121;2019-2020;BUI02;74;2023-2024;2019-2020;2019-2020;actual;spending;63867129.77;True
1121;2019-2020;BUI02;74;2023-2024;2019-2020;2019-2020;actual;ftes;36.0;True
1121;2019-2020;BUI03;74;2023-2024;2019-2020;2019-2020;actual;spending;322894425.72;True
1121;2019-2020;BUI03;74;2023-2024;2019-2020;2019-2020;actual;ftes;142.0;True
1121;2020-2021;BUI01;74;2023-2024;2020-2021;2020-2021;actual;spending;859661436.8;True
1121;2020-2021;BUI01;74;2023-2024;2020-2021;2020-2021;actual;ftes;79.0;True
1121;2020-2021;BUI02;74;2023-2024;2020-2021;2020-2021;actual;spending;70150951.72;True
1121;2020-2021;BUI02;74;2023-2024;2020-2021;2020-2021;actual;ftes;39.0;True
1121;2020-2021;BUI03;74;2023-2024;2020-2021;2020-2021;actual;spending;540281992.57;True
1121;2020-2021;BUI03;74;2023-2024;2020-2021;2020-2021;actual;ftes;145.0;True
1121;2021-2022;BUI01;74;2023-2024;2021-2022;2021-2022;actual;spending;848077595.39;True
1121;2021-2022;BUI01;74;2023-2024;2021-2022;2021-2022;actual;ftes;78.0;True
1121;2021-2022;BUI02;74;2023-2024;2021-2022;2021-2022;actual;spending;64663940.26;True
1121;2021-2022;BUI02;74;2023-2024;2021-2022;2021-2022;actual;ftes;50.0;True
1121;2021-2022;BUI03;74;2023-2024;2021-2022;2021-2022;actual;spending;436030213.33;True
1121;2021-2022;BUI03;74;2023-2024;2021-2022;2021-2022;actual;ftes;154.0;True
1122;2022-2023;BUI01;74;2023-2024;2022-2023;2022-2023;actual;spending;819850501.87;True
1122;2022-2023;BUI01;74;2023-2024;2022-2023;2022-2023;actual;ftes;79.0;True
1122;2022-2023;BUI02;74;2023-2024;2022-2023;2022-2023;actual;spending;72188425.01;True
1122;2022-2023;BUI02;74;2023-2024;2022-2023;2022-2023;actual;ftes;53.0;True
1122;2022-2023;BUI03;74;2023-2024;2022-2023;2022-2023;actual;spending;404764962.25;True
1122;2022-2023;BUI03;74;2023-2024;2022-2023;2022-2023;actual;ftes;182.0;True
1122;2018-2019;BUI01;74;;;;;;;False
1122;2018-2019;BUI02;74;;;;;;;False
1122;2018-2019;BUI03;74;;;;;;;False
1122;2019-2020;BUI01;74;2023-2024;2019-2020;2019-2020;actual;spending;781767803.46;True
1122;2019-2020;BUI01;74;2023-2024;2019-2020;2019-2020;actual;ftes;74.0;True
1122;2019-2020;BUI02;74;2023-2024;2019-2020;2019-2020;actual;spending;63867129.77;True
1122;2019-2020;BUI02;74;2023-2024;2019-2020;2019-2020;actual;ftes;36.0;True
1122;2019-2020;BUI03;74;2023-2024;2019-2020;2019-2020;actual;spending;322894425.72;True
1122;2019-2020;BUI03;74;2023-2024;2019-2020;2019-2020;actual;ftes;142.0;True
1122;2020-2021;BUI01;74;2023-2024;2020-2021;2020-2021;actual;spending;859661436.8;True
1122;2020-2021;BUI01;74;2023-2024;2020-2021;2020-2021;actual;ftes;79.0;True
1122;2020-2021;BUI02;74;2023-2024;2020-2021;2020-2021;actual;spending;70150951.72;True
1122;2020-2021;BUI02;74;2023-2024;2020-2021;2020-2021;actual;ftes;39.0;True
1122;2020-2021;BUI03;74;2023-2024;2020-2021;2020-2021;actual;spending;540281992.57;True
1122;2020-2021;BUI03;74;2023-2024;2020-2021;2020-2021;actual;ftes;145.0;True
1122;2020-2021;ISS0Z;74;2023-2024;2020-2021;2020-2021;actual;spending;370882.64;True
1122;2020-2021;ISS0Z;74;2023-2024;2020-2021;2020-2021;actual;ftes;3.0;True
1122;2021-2022;BUI01;74;2023-2024;2021-2022;2021-2022;actual;spending;848077595.39;True
1122;2021-2022;BUI01;74;2023-2024;2021-2022;2021-2022;actual;ftes;78.0;True
1122;2021-2022;BUI02;74;2023-2024;2021-2022;2021-2022;actual;spending;64663940.26;True
1122;2021-2022;BUI02;74;2023-2024;2021-2022;2021-2022;actual;ftes;50.0;True
1122;2021-2022;BUI03;74;2023-2024;2021-2022;2021-2022;actual;spending;436030213.33;True
1122;2021-2022;BUI03;74;2023-2024;2021-2022;2021-2022;actual;ftes;154.0;True
1122;2021-2022;ISS0Z;74;2023-2024;2021-2022;2021-2022;actual;spending;419747.22;True
1122;2021-2022;ISS0Z;74;2023-2024;2021-2022;2021-2022;actual;ftes;4.0;True
1123;2022-2023;BUI01;74;2023-2024;2022-2023;2022-2023;actual;spending;819850501.87;True
1123;2022-2023;BUI01;74;2023-2024;2022-2023;2022-2023;actual;ftes;79.0;True
1123;2022-2023;BUI02;74;2023-2024;2022-2023;2022-2023;actual;spending;72188425.01;True
1123;2022-2023;BUI02;74;2023-2024;2022-2023;2022-2023;actual;ftes;53.0;True
1123;2022-2023;BUI03;74;2023-2024;2022-2023;2022-2023;actual;spending;404764962.25;True
1123;2022-2023;BUI03;74;2023-2024;2022-2023;2022-2023;actual;ftes;182.0;True
1123;2018-2019;BUI01;74;;;;;;;False
1123;2018-2019;BUI02;74;;;;;;;False
1123;2018-2019;BUI03;74;;;;;;;False
1123;2019-2020;BUI01;74;2023-2024;2019-2020;2019-2020;actual;spending;781767803.46;True
1123;2019-2020;BUI01;74;2023-2024;2019-2020;2019-2020;actual;ftes;74.0;True
1123;2019-2020;BUI02;74;2023-2024;2019-2020;2019-2020;actual;spending;63867129.77;True
1123;2019-2020;BUI02;74;2023-2024;2019-2020;2019-2020;actual;ftes;36.0;True
1123;2019-2020;BUI03;74;2023-2024;2019-2020;2019-2020;actual;spending;322894425.72;True
1123;2019-2020;BUI03;74;2023-2024;2019-2020;2019-2020;actual;ftes;142.0;True
1123;2020-2021;BUI01;74;2023-2024;2020-2021;2020-2021;actual;spending;859661436.8;True
1123;2020-2021;BUI01;74;2023-2024;2020-2021;2020-2021;actual;ftes;79.0;True
1123;2020-2021;BUI02;74;2023-2024;2020-2021;2020-2021;actual;spending;70150951.72;True
1123;2020-2021;BUI02;74;2023-2024;2020-2021;2020-2021;actual;ftes;39.0;True
1123;2020-2021;BUI03;74;2023-2024;2020-2021;2020-2021;actual;spending;540281992.57;True
1123;2020-2021;BUI03;74;2023-2024;2020-2021;2020-2021;actual;ftes;145.0;True
1123;2021-2022;BUI01;74;2023-2024;2021-2022;2021-2022;actual;spending;848077595.39;True
1123;2021-2022;BUI01;74;2023-2024;2021-2022;2021-2022;actual;ftes;78.0;True
1123;2021-2022;BUI02;74;2023-2024;2021-2022;2021-2022;actual;spending;64663940.26;True
1123;2021-2022;BUI02;74;2023-2024;2021-2022;2021-2022;actual;ftes;50.0;True
1123;2021-2022;BUI03;74;2023-2024;2021-2022;2021-2022;actual;spending;436030213.33;True
1123;2021-2022;BUI03;74;2023-2024;2021-2022;2021-2022;actual;ftes;154.0;True
1126;2018-2019;BUI01;74;;;;;;;False
1126;2018-2019;BUI02;74;;;;;;;False
1126;2018-2019;BUI03;74;;;;;;;False
1126;2018-2019;ISS05;74;;;;;;;False
1127;2018-2019;BUI02;74;;;;;;;False
1127;2018-2019;BUI03;74;;;;;;;False
1127;2018-2019;ISS05;74;;;;;;;False
1128;2018-2019;BUI01;74;;;;;;;False
1128;2018-2019;BUI02;74;;;;;;;False
1128;2018-2019;BUI03;74;;;;;;;False
1128;2018-2019;ISS05;74;;;;;;;False
1129;2022-2023;ISS01;74;2023-2024;2022-2023;2022-2023;actual;spending;12723290.59;True
1129;2022-2023;ISS01;74;2023-2024;2022-2023;2022-2023;actual;ftes;100.0;True
1129;2018-2019;ISS01;74;;;;;;;False
1129;2019-2020;ISS01;74;2023-2024;2019-2020;2019-2020;actual;spending;9900576.69;True
1129;2019-2020;ISS01;74;2023-2024;2019-2020;2019-2020;actual;ftes;78.0;True
1129;2020-2021;ISS01;74;2023-2024;2020-2021;2020-2021;actual;spending;10261518.87;True
1129;2020-2021;ISS01;74;2023-2024;2020-2021;2020-2021;actual;ftes;78.0;True
1129;2021-2022;ISS01;74;2023-2024;2021-2022;2021-2022;actual;spending;10965616.76;True
1129;2021-2022;ISS01;74;2023-2024;2021-2022;2021-2022;actual;ftes;90.0;True
1130;2022-2023;BVY03;136;2023-2024;2022-2023;2022-2023;actual;spending;10671097.87;True
1130;2022-2023;BVY03;136;2023-2024;2022-2023;2022-2023;actual;ftes;345.49;True
1130;2018-2019;BVY03;136;;;;;;;False
1130;2019-2020;BVY03;136;2023-2024;2019-2020;2019-2020;actual;spending;14922332.67;True
1130;2019-2020;BVY03;136;2023-2024;2019-2020;2019-2020;actual;ftes;291.0;True
1130;2020-2021;BVY03;136;2023-2024;2020-2021;2020-2021;actual;spending;26599102.6;True
1130;2020-2021;BVY03;136;2023-2024;2020-2021;2020-2021;actual;ftes;310.46;True
1130;2021-2022;BVY03;136;2023-2024;2021-2022;2021-2022;actual;spending;15289576.87;True
1130;2021-2022;BVY03;136;2023-2024;2021-2022;2021-2022;actual;ftes;289.5;True
1131;2018-2019;BWM04;129;;;;;;;False
1131;2019-2020;ISS05;129;2023-2024;2019-2020;2019-2020;actual;spending;14003547.4;True
1131;2019-2020;ISS05;129;2023-2024;2019-2020;2019-2020;actual;ftes;142.0;True
1132;2022-2023;BVQ01;280;2023-2024;2022-2023;2022-2023;actual;spending;441064593.43;True
1132;2022-2023;BVQ01;280;2023-2024;2022-2023;2022-2023;actual;ftes;735.0;True
1132;2018-2019;BVQ01;280;;;;;;;False
1132;2019-2020;BVQ01;280;2023-2024;2019-2020;2019-2020;actual;spending;122460896.03;True
1132;2019-2020;BVQ01;280;2023-2024;2019-2020;2019-2020;actual;ftes;568.0;True
1132;2020-2021;BVQ01;280;2023-2024;2020-2021;2020-2021;actual;spending;1208360568.41;True
1132;2020-2021;BVQ01;280;2023-2024;2020-2021;2020-2021;actual;ftes;597.0;True
1132;2021-2022;BVQ01;280;2023-2024;2021-2022;2021-2022;actual;spending;2583197303.83;True
1132;2021-2022;BVQ01;280;2023-2024;2021-2022;2021-2022;actual;ftes;685.0;True
1133;2022-2023;BWM05;129;2023-2024;2022-2023;2022-2023;actual;spending;31045045.47;True
1133;2022-2023;BWM05;129;2023-2024;2022-2023;2022-2023;actual;ftes;31.0;True
1133;2018-2019;BWM05;129;;;;;;;False
1133;2019-2020;BWM05;129;2023-2024;2019-2020;2019-2020;actual;spending;8163145.41;True
1133;2019-2020;BWM05;129;2023-2024;2019-2020;2019-2020;actual;ftes;35.0;True
1133;2020-2021;BWM05;129;2023-2024;2020-2021;2020-2021;actual;spending;8264926.88;True
1133;2020-2021;BWM05;129;2023-2024;2020-2021;2020-2021;actual;ftes;29.0;True
1133;2021-2022;BWM05;129;2023-2024;2021-2022;2021-2022;actual;spending;9111256.66;True
1133;2021-2022;BWM05;129;2023-2024;2021-2022;2021-2022;actual;ftes;32.0;True
1134;2022-2023;BWM05;129;2023-2024;2022-2023;2022-2023;actual;spending;31045045.47;True
1134;2022-2023;BWM05;129;2023-2024;2022-2023;2022-2023;actual;ftes;31.0;True
1134;2018-2019;BWM05;129;;;;;;;False
1134;2019-2020;BWM05;129;2023-2024;2019-2020;2019-2020;actual;spending;8163145.41;True
1134;2019-2020;BWM05;129;2023-2024;2019-2020;2019-2020;actual;ftes;35.0;True
1134;2020-2021;BWM05;129;2023-2024;2020-2021;2020-2021;actual;spending;8264926.88;True
1134;2020-2021;BWM05;129;2023-2024;2020-2021;2020-2021;actual;ftes;29.0;True
1134;2021-2022;BWM05;129;2023-2024;2021-2022;2021-2022;actual;spending;9111256.66;True
1134;2021-2022;BWM05;129;2023-2024;2021-2022;2021-2022;actual;ftes;32.0;True
1135;2022-2023;BWM04;129;2023-2024;2022-2023;2022-2023;actual;spending;1741705502.21;True
1135;2022-2023;BWM04;129;2023-2024;2022-2023;2022-2023;actual;ftes;134.0;True
1135;2018-2019;BWM04;129;;;;;;;False
1135;2019-2020;BWM04;129;2023-2024;2019-2020;2019-2020;actual;spending;1210106744.5;True
1135;2019-2020;BWM04;129;2023-2024;2019-2020;2019-2020;actual;ftes;109.0;True
1135;2020-2021;BWM04;129;2023-2024;2020-2021;2020-2021;actual;spending;1291450054.38;True
1135;2020-2021;BWM04;129;2023-2024;2020-2021;2020-2021;actual;ftes;102.0;True
1135;2021-2022;BWM04;129;2023-2024;2021-2022;2021-2022;actual;spending;1471917838.28;True
1135;2021-2022;BWM04;129;2023-2024;2021-2022;2021-2022;actual;ftes;107.0;True
1136;2022-2023;BWM05;129;2023-2024;2022-2023;2022-2023;actual;spending;31045045.47;True
1136;2022-2023;BWM05;129;2023-2024;2022-2023;2022-2023;actual;ftes;31.0;True
1136;2018-2019;BWM05;129;;;;;;;False
1136;2019-2020;BWM05;129;2023-2024;2019-2020;2019-2020;actual;spending;8163145.41;True
1136;2019-2020;BWM05;129;2023-2024;2019-2020;2019-2020;actual;ftes;35.0;True
1136;2020-2021;BWM05;129;2023-2024;2020-2021;2020-2021;actual;spending;8264926.88;True
1136;2020-2021;BWM05;129;2023-2024;2020-2021;2020-2021;actual;ftes;29.0;True
1136;2021-2022;BWM05;129;2023-2024;2021-2022;2021-2022;actual;spending;9111256.66;True
1136;2021-2022;BWM05;129;2023-2024;2021-2022;2021-2022;actual;ftes;32.0;True
1137;2018-2019;ISS02;46;;;;;;;False
1137;2019-2020;ISS02;46;2023-2024;2019-2020;2019-2020;actual;spending;35076190.11;True
1137;2019-2020;ISS02;46;2023-2024;2019-2020;2019-2020;actual;ftes;261.0;True
1137;2020-2021;ISS02;46;2023-2024;2020-2021;2020-2021;actual;spending;46633384.22;True
1137;2020-2021;ISS02;46;2023-2024;2020-2021;2020-2021;actual;ftes;262.0;True
1137;2021-2022;ISS02;46;2023-2024;2021-2022;2021-2022;actual;spending;53481788.88;True
1137;2021-2022;ISS02;46;2023-2024;2021-2022;2021-2022;actual;ftes;367.0;True
1138;2022-2023;BWM04;129;2023-2024;2022-2023;2022-2023;actual;spending;1741705502.21;True
1138;2022-2023;BWM04;129;2023-2024;2022-2023;2022-2023;actual;ftes;134.0;True
1138;2018-2019;BWM04;129;;;;;;;False
1138;2019-2020;BWM04;129;2023-2024;2019-2020;2019-2020;actual;spending;1210106744.5;True
1138;2019-2020;BWM04;129;2023-2024;2019-2020;2019-2020;actual;ftes;109.0;True
1138;2020-2021;BWM04;129;2023-2024;2020-2021;2020-2021;actual;spending;1291450054.38;True
1138;2020-2021;BWM04;129;2023-2024;2020-2021;2020-2021;actual;ftes;102.0;True
1138;2021-2022;BWM04;129;2023-2024;2021-2022;2021-2022;actual;spending;1471917838.28;True
1138;2021-2022;BWM04;129;2023-2024;2021-2022;2021-2022;actual;ftes;107.0;True
1139;2018-2019;BRA01;46;;;;;;;False
1139;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;spending;880135329.79;True
1139;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;ftes;8786.0;True
1139;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;spending;1232375372.8;True
1139;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;ftes;10653.0;True
1139;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;spending;1300163725.79;True
1139;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;ftes;13082.0;True
1140;2018-2019;BWM10;129;;;;;;;False
1141;2018-2019;BRA01;46;;;;;;;False
1141;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;spending;880135329.79;True
1141;2019-2020;BRA01;46;2023-2024;2019-2020;2019-2020;actual;ftes;8786.0;True
1141;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;spending;1232375372.8;True
1141;2020-2021;BRA01;46;2023-2024;2020-2021;2020-2021;actual;ftes;10653.0;True
1141;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;spending;1300163725.79;True
1141;2021-2022;BRA01;46;2023-2024;2021-2022;2021-2022;actual;ftes;13082.0;True
1142;2022-2023;BVQ01;280;2023-2024;2022-2023;2022-2023;actual;spending;441064593.43;True
