org_id;core_responsibility_en;program_id;report_yr;measure_yr;planned_actual;ftes;spending;si_link_yr
1;Domestic and International Markets;BWN01;2019;2019;actual;183.0;52360723.82;2019
1;Domestic and International Markets;BWN01;2020;2020;actual;191.0;58764607.74;2020
1;Domestic and International Markets;BWN01;2021;2021;actual;190.0;49132118.39;2021
1;Domestic and International Markets;BWN01;2022;2022;actual;181.0;47150140.18;2022
1;Domestic and International Markets;BWN01;2023;2023;actual;183.0;56134845.18;2023
1;Domestic and International Markets;BWN02;2019;2019;actual;184.0;34247456.65;2019
1;Domestic and International Markets;BWN02;2020;2020;actual;181.0;35121301.31;2020
1;Domestic and International Markets;BWN02;2021;2021;actual;191.0;41521153.6;2021
1;Domestic and International Markets;BWN02;2022;2022;actual;218.0;59817640.84;2022
1;Domestic and International Markets;BWN02;2023;2023;actual;207.0;119706407.59;2023
1;Domestic and International Markets;BWN03;2019;2019;actual;17.0;2520779.52;2019
1;Domestic and International Markets;BWN03;2020;2020;actual;19.0;2855295.43;2020
1;Domestic and International Markets;BWN03;2021;2021;actual;20.0;3124222.16;2021
1;Domestic and International Markets;BWN03;2022;2022;actual;18.0;2637987.65;2022
1;Domestic and International Markets;BWN03;2023;2023;actual;18.0;3181031.44;2023
1;Domestic and International Markets;BWN04;2019;2019;actual;46.0;99881679.91;2019
1;Domestic and International Markets;BWN04;2020;2020;actual;49.0;428208030.88;2020
1;Domestic and International Markets;BWN04;2021;2021;actual;36.0;522110099.94;2021
1;Domestic and International Markets;BWN04;2022;2022;actual;40.0;540234533.3;2022
1;Domestic and International Markets;BWN04;2023;2023;actual;51.0;576088014.78;2023
1;Domestic and International Markets;BWN05;2019;2019;actual;31.0;-317141.62;2019
1;Domestic and International Markets;BWN05;2020;2020;actual;35.0;225726.16;2020
1;Domestic and International Markets;BWN05;2021;2021;actual;30.0;1368492.98;2021
1;Domestic and International Markets;BWN05;2022;2022;actual;30.0;430721.38;2022
1;Domestic and International Markets;BWN05;2023;2023;actual;31.0;-68498.68;2023
1;Domestic and International Markets;BWN06;2019;2019;actual;36.0;38523974.13;2019
1;Domestic and International Markets;BWN06;2020;2020;actual;34.0;3867939.2;2020
1;Domestic and International Markets;BWN06;2021;2021;actual;23.0;4041052.07;2021
1;Domestic and International Markets;BWN07;2019;2019;actual;5.0;55780799.28;2019
1;Domestic and International Markets;BWN07;2020;2020;actual;4.0;66817899.91;2020
1;Domestic and International Markets;BWN07;2021;2021;actual;5.0;78341136.73;2021
1;Domestic and International Markets;BWN07;2022;2022;actual;5.0;77553416.25;2022
1;Domestic and International Markets;BWN07;2023;2023;actual;4.0;72326605.06;2023
1;Domestic and International Markets;BWN08;2019;2019;actual;15.0;-2313624.59;2019
1;Domestic and International Markets;BWN09;2020;2020;actual;6.0;26563247.78;2020
1;Domestic and International Markets;BWN09;2021;2021;actual;24.0;205754040.01;2021
1;Domestic and International Markets;BWN09;2022;2022;actual;31.0;156531542.21;2022
1;Domestic and International Markets;BWN09;2023;2023;actual;32.0;27675965.48;2023
1;Domestic and International Markets;BWN10;2023;2023;actual;11.0;1191916.11;2023
1;Science and Innovation;BWO01;2019;2019;actual;2404.0;363968493.59;2019
1;Science and Innovation;BWO01;2020;2020;actual;2408.0;366089881.92;2020
1;Science and Innovation;BWO01;2021;2021;actual;2360.0;378573406.83;2021
1;Science and Innovation;BWO01;2022;2022;actual;2336.0;382798012.48;2022
1;Science and Innovation;BWO01;2023;2023;actual;2326.0;387711631.1;2023
1;Science and Innovation;BWO02;2019;2019;actual;175.0;62551943.75;2019
1;Science and Innovation;BWO02;2020;2020;actual;188.0;78599953.44;2020
1;Science and Innovation;BWO02;2021;2021;actual;181.0;66199484.99;2021
1;Science and Innovation;BWO02;2022;2022;actual;204.0;80832095.55;2022
1;Science and Innovation;BWO02;2023;2023;actual;182.0;64474988.18;2023
1;Science and Innovation;BWO03;2019;2019;actual;20.0;27019057.88;2019
1;Science and Innovation;BWO03;2020;2020;actual;20.0;25416329.73;2020
1;Science and Innovation;BWO03;2021;2021;actual;29.0;35723614.48;2021
1;Science and Innovation;BWO03;2022;2022;actual;37.0;28082207.27;2022
1;Science and Innovation;BWO03;2023;2023;actual;29.0;14615509.13;2023
1;Science and Innovation;BWO04;2019;2019;actual;10.0;8325972.71;2019
1;Science and Innovation;BWO04;2020;2020;actual;8.0;6388232.24;2020
1;Science and Innovation;BWO04;2021;2021;actual;9.0;5712118.97;2021
1;Science and Innovation;BWO04;2022;2022;actual;15.0;17169442.8;2022
1;Science and Innovation;BWO04;2023;2023;actual;51.0;168866419.89;2023
1;Science and Innovation;BWO05;2019;2019;actual;10.0;4578843.84;2019
1;Science and Innovation;BWO05;2020;2020;actual;9.0;1720945.88;2020
1;Science and Innovation;BWO05;2021;2021;actual;12.0;118915408.13;2021
1;Science and Innovation;BWO05;2022;2022;actual;12.0;31745736.92;2022
1;Science and Innovation;BWO05;2023;2023;actual;6.0;12619843.58;2023
1;Science and Innovation;BWO06;2019;2019;actual;14.0;94381816.16;2019
1;Science and Innovation;BWO06;2020;2020;actual;17.0;112132818.01;2020
1;Science and Innovation;BWO06;2021;2021;actual;23.0;116926443.92;2021
1;Science and Innovation;BWO06;2022;2022;actual;27.0;116892166.23;2022
1;Science and Innovation;BWO06;2023;2023;actual;28.0;116458715.95;2023
1;Sector Risk;BWP01;2019;2019;actual;153.0;227271746.68;2019
1;Sector Risk;BWP01;2020;2020;actual;156.0;207482794.59;2020
1;Sector Risk;BWP01;2021;2021;actual;150.0;230929126.33;2021
1;Sector Risk;BWP01;2022;2022;actual;143.0;244690000.62;2022
1;Sector Risk;BWP01;2023;2023;actual;136.0;356381600.68;2023
1;Sector Risk;BWP02;2019;2019;actual;127.0;185783723.46;2019
1;Sector Risk;BWP02;2020;2020;actual;125.0;167887164.56;2020
1;Sector Risk;BWP02;2021;2021;actual;117.0;166589608.71;2021
1;Sector Risk;BWP02;2022;2022;actual;107.0;166179248.14;2022
1;Sector Risk;BWP02;2023;2023;actual;102.0;172497282.23;2023
1;Sector Risk;BWP03;2019;2019;actual;3.0;1530264.37;2019
1;Sector Risk;BWP03;2020;2020;actual;4.0;10105135.32;2020
1;Sector Risk;BWP03;2021;2021;actual;5.0;22278681.81;2021
1;Sector Risk;BWP03;2022;2022;actual;9.0;445261691.82;2022
1;Sector Risk;BWP03;2023;2023;actual;10.0;51322919.68;2023
1;Sector Risk;BWP04;2019;2019;actual;19.0;667558395.98;2019
1;Sector Risk;BWP04;2020;2020;actual;23.0;670139060.87;2020
1;Sector Risk;BWP04;2021;2021;actual;18.0;648855740.55;2021
1;Sector Risk;BWP04;2022;2022;actual;18.0;722753414.75;2022
1;Sector Risk;BWP04;2023;2023;actual;19.0;1056012986.71;2023
1;Sector Risk;BWP05;2019;2019;actual;11.0;2903749.36;2019
1;Sector Risk;BWP05;2020;2020;actual;7.0;6299151.77;2020
1;Sector Risk;BWP05;2021;2021;actual;7.0;5824991.1;2021
1;Sector Risk;BWP05;2022;2022;actual;10.0;7382456.25;2022
1;Sector Risk;BWP05;2023;2023;actual;5.0;7123191.86;2023
1;Sector Risk;BWP06;2019;2019;actual;33.0;41352091.94;2019
1;Sector Risk;BWP06;2020;2020;actual;30.0;69050511.21;2020
1;Sector Risk;BWP06;2021;2021;actual;27.0;30256230.42;2021
1;Sector Risk;BWP06;2022;2022;actual;30.0;36099117.53;2022
1;Sector Risk;BWP06;2023;2023;actual;34.0;64590849.3;2023
1;Sector Risk;BWP07;2019;2019;actual;14.0;2856749.72;2019
1;Sector Risk;BWP07;2020;2020;actual;14.0;3254506.34;2020
1;Sector Risk;BWP07;2021;2021;actual;13.0;2635127.47;2021
1;Sector Risk;BWP07;2022;2022;actual;9.0;2218535.41;2022
1;Sector Risk;BWP07;2023;2023;actual;9.0;2218594.19;2023
1;Sector Risk;BWP08;2019;2019;actual;58.0;10530721.79;2019
1;Sector Risk;BWP08;2020;2020;actual;58.0;10244693.54;2020
1;Sector Risk;BWP08;2021;2021;actual;57.0;9328111.38;2021
1;Sector Risk;BWP08;2022;2022;actual;56.0;9812894.29;2022
1;Sector Risk;BWP08;2023;2023;actual;55.0;12166700.38;2023
1;Sector Risk;BWP09;2019;2019;actual;17.0;4466614.03;2019
1;Sector Risk;BWP09;2020;2020;actual;19.0;13302711.37;2020
1;Sector Risk;BWP09;2021;2021;actual;26.0;13748277.65;2021
1;Sector Risk;BWP09;2022;2022;actual;33.0;15126482.42;2022
1;Sector Risk;BWP09;2023;2023;actual;35.0;18203394.91;2023
1;Sector Risk;BWP10;2019;2019;actual;7.0;26880872.73;2019
1;Sector Risk;BWP10;2020;2020;actual;7.0;32777258.97;2020
1;Sector Risk;BWP10;2021;2021;actual;8.0;26841608.29;2021
1;Sector Risk;BWP10;2022;2022;actual;10.0;28285880.34;2022
1;Sector Risk;BWP10;2023;2023;actual;10.0;34993741.15;2023
1;Sector Risk;BWP11;2019;2019;actual;0.0;-25522294.45;2019
1;Sector Risk;BWP11;2020;2020;actual;0.0;-12596151.89;2020
1;Sector Risk;BWP11;2021;2021;actual;0.0;-11915931.47;2021
1;Sector Risk;BWP11;2022;2022;actual;0.0;-13064206.9;2022
1;Sector Risk;BWP11;2023;2023;actual;0.0;-6872639.87;2023
1;Sector Risk;BWP12;2021;2021;actual;10.0;72586283.52;2021
1;Sector Risk;BWP12;2022;2022;actual;17.0;54794849.17;2022
1;Sector Risk;BWP13;2023;2023;actual;0.0;9975.99;2023
1;Internal Services;ISS01;2019;2019;actual;294.0;41578455.08;2019
1;Internal Services;ISS01;2020;2020;actual;306.0;42687762.88;2020
1;Internal Services;ISS01;2021;2021;actual;329.0;45762679.87;2021
1;Internal Services;ISS01;2022;2022;actual;336.0;50110063.07;2022
1;Internal Services;ISS01;2023;2023;actual;366.0;55320750.74;2023
1;Internal Services;ISS02;2019;2019;actual;92.0;12506256.02;2019
1;Internal Services;ISS02;2020;2020;actual;93.0;12011664.89;2020
1;Internal Services;ISS02;2021;2021;actual;90.0;13134549.4;2021
1;Internal Services;ISS02;2022;2022;actual;94.0;14442862.94;2022
1;Internal Services;ISS02;2023;2023;actual;93.0;14020405.35;2023
1;Internal Services;ISS03;2019;2019;actual;6.0;3203696.12;2019
1;Internal Services;ISS03;2020;2020;actual;5.0;5584105.17;2020
1;Internal Services;ISS03;2021;2021;actual;7.0;4517473.74;2021
1;Internal Services;ISS03;2022;2022;actual;6.0;5464283.11;2022
1;Internal Services;ISS03;2023;2023;actual;5.0;4467150.57;2023
1;Internal Services;ISS04;2019;2019;actual;190.0;22163850.91;2019
1;Internal Services;ISS04;2020;2020;actual;211.0;21958502.33;2020
1;Internal Services;ISS04;2021;2021;actual;231.0;25635836.42;2021
1;Internal Services;ISS04;2022;2022;actual;250.0;27316724.14;2022
1;Internal Services;ISS04;2023;2023;actual;261.0;27955650.8;2023
1;Internal Services;ISS05;2019;2019;actual;188.0;11276872.51;2019
1;Internal Services;ISS05;2020;2020;actual;226.0;16229293.61;2020
1;Internal Services;ISS05;2021;2021;actual;238.0;20389540.6;2021
1;Internal Services;ISS05;2022;2022;actual;257.0;19582603.55;2022
1;Internal Services;ISS05;2023;2023;actual;256.0;19356270.76;2023
1;Internal Services;ISS06;2019;2019;actual;124.0;24010756.3;2019
1;Internal Services;ISS06;2020;2020;actual;128.0;21488978.62;2020
1;Internal Services;ISS06;2021;2021;actual;125.0;18939192.97;2021
1;Internal Services;ISS06;2022;2022;actual;120.0;19662089.03;2022
1;Internal Services;ISS06;2023;2023;actual;135.0;21626188.32;2023
1;Internal Services;ISS07;2019;2019;actual;171.0;43483131.84;2019
1;Internal Services;ISS07;2020;2020;actual;182.0;43142104.26;2020
1;Internal Services;ISS07;2021;2021;actual;209.0;51656771.24;2021
1;Internal Services;ISS07;2022;2022;actual;242.0;51515639.83;2022
1;Internal Services;ISS07;2023;2023;actual;278.0;61478092.32;2023
1;Internal Services;ISS08;2019;2019;actual;42.0;10747261.94;2019
1;Internal Services;ISS08;2020;2020;actual;51.0;12167931.05;2020
1;Internal Services;ISS08;2021;2021;actual;49.0;10228042.73;2021
1;Internal Services;ISS08;2022;2022;actual;51.0;9139909.61;2022
1;Internal Services;ISS08;2023;2023;actual;45.0;9110384.8;2023
1;Internal Services;ISS09;2019;2019;actual;1.0;253665.17;2019
1;Internal Services;ISS09;2020;2020;actual;1.0;251387.05;2020
1;Internal Services;ISS09;2021;2021;actual;1.0;323427.12;2021
1;Internal Services;ISS09;2022;2022;actual;1.0;83254.32;2022
1;Internal Services;ISS09;2023;2023;actual;0.0;26093.14;2023
1;Internal Services;ISS0Z;2019;2019;actual;16.0;1598280.4;2019
1;Internal Services;ISS0Z;2020;2020;actual;16.0;1689746.87;2020
1;Internal Services;ISS0Z;2021;2021;actual;15.0;1627231.4;2021
1;Internal Services;ISS0Z;2022;2022;actual;31.0;3191049.17;2022
1;Internal Services;ISS0Z;2023;2023;actual;32.0;3551939.32;2023
12;Economic Development in Atlantic Canada;BED01;2019;2019;actual;39.0;38934704.33;2019
12;Economic Development in Atlantic Canada;BED01;2020;2020;actual;32.0;35489825.87;2020
12;Economic Development in Atlantic Canada;BED01;2021;2021;actual;36.0;125967182.68;2021
12;Economic Development in Atlantic Canada;BED01;2022;2022;actual;43.0;48378814.8;2022
12;Economic Development in Atlantic Canada;BED01;2023;2023;actual;41.0;35799390.99;2023
12;Economic Development in Atlantic Canada;BED02;2019;2019;actual;71.0;58179725.77;2019
12;Economic Development in Atlantic Canada;BED02;2020;2020;actual;74.0;62973843.26;2020
12;Economic Development in Atlantic Canada;BED02;2021;2021;actual;71.0;57848085.86;2021
12;Economic Development in Atlantic Canada;BED02;2022;2022;actual;76.0;104562900.55;2022
12;Economic Development in Atlantic Canada;BED02;2023;2023;actual;69.0;97112278.11;2023
12;Economic Development in Atlantic Canada;BED03;2019;2019;actual;56.0;59981940.39;2019
12;Economic Development in Atlantic Canada;BED03;2020;2020;actual;57.0;46367397.71;2020
12;Economic Development in Atlantic Canada;BED03;2021;2021;actual;58.0;38143196.44;2021
12;Economic Development in Atlantic Canada;BED03;2022;2022;actual;55.0;21467705.02;2022
12;Economic Development in Atlantic Canada;BED03;2023;2023;actual;52.0;14988093.01;2023
12;Economic Development in Atlantic Canada;BED04;2019;2019;actual;15.0;47434874.4;2019
12;Economic Development in Atlantic Canada;BED04;2020;2020;actual;14.0;37865419.03;2020
12;Economic Development in Atlantic Canada;BED04;2021;2021;actual;14.0;50379061.56;2021
12;Economic Development in Atlantic Canada;BED04;2022;2022;actual;16.0;63077344.37;2022
12;Economic Development in Atlantic Canada;BED04;2023;2023;actual;15.0;50455600.8;2023
12;Economic Development in Atlantic Canada;BED05;2019;2019;actual;92.0;85160406.47;2019
12;Economic Development in Atlantic Canada;BED05;2020;2020;actual;93.0;112150441.46;2020
12;Economic Development in Atlantic Canada;BED05;2021;2021;actual;99.0;245917056.48;2021
12;Economic Development in Atlantic Canada;BED05;2022;2022;actual;97.0;142994085.55;2022
12;Economic Development in Atlantic Canada;BED05;2023;2023;actual;101.0;140767821.42;2023
12;Economic Development in Atlantic Canada;BED06;2019;2019;actual;40.0;19784891.53;2019
12;Economic Development in Atlantic Canada;BED06;2020;2020;actual;40.0;15237853.97;2020
12;Economic Development in Atlantic Canada;BED06;2021;2021;actual;39.0;13618402.36;2021
12;Economic Development in Atlantic Canada;BED06;2022;2022;actual;39.0;18586454.65;2022
12;Economic Development in Atlantic Canada;BED06;2023;2023;actual;39.0;47112674.67;2023
12;Economic Development in Atlantic Canada;BED07;2019;2019;actual;65.0;13877883.38;2019
12;Economic Development in Atlantic Canada;BED07;2020;2020;actual;68.0;14433423.62;2020
12;Economic Development in Atlantic Canada;BED07;2021;2021;actual;66.0;13163971.21;2021
12;Economic Development in Atlantic Canada;BED07;2022;2022;actual;68.0;15198821.82;2022
12;Economic Development in Atlantic Canada;BED07;2023;2023;actual;69.0;16517332.19;2023
12;Internal Services;ISS00;2019;2019;actual;194.0;26243126.2;2019
12;Internal Services;ISS00;2020;2020;actual;197.0;27141436.09;2020
12;Internal Services;ISS00;2021;2021;actual;201.0;30008659.47;2021
12;Internal Services;ISS00;2022;2022;actual;201.0;29224086.46;2022
12;Internal Services;ISS00;2023;2023;actual;210.0;30372836.51;2023
26;Border Management;BUF01;2019;2019;actual;321.0;75763544.23;2019
26;Border Management;BUF01;2020;2020;actual;339.0;71707505.01;2020
26;Border Management;BUF01;2021;2021;actual;306.0;70620698.85;2021
26;Border Management;BUF01;2022;2022;actual;317.0;77067588.15;2022
26;Border Management;BUF01;2023;2023;actual;279.0;73988160.26;2023
26;Border Management;BUF02;2019;2019;actual;575.0;89866425.79;2019
26;Border Management;BUF02;2020;2020;actual;561.0;82960023.95;2020
26;Border Management;BUF02;2021;2021;actual;606.0;93063335.71;2021
26;Border Management;BUF02;2022;2022;actual;645.0;106063071.62;2022
26;Border Management;BUF02;2023;2023;actual;741.0;113831895.34;2023
26;Border Management;BUF03;2019;2019;actual;130.0;14350701.17;2019
26;Border Management;BUF03;2020;2020;actual;143.0;13755107.51;2020
26;Border Management;BUF03;2021;2021;actual;132.0;14101824.13;2021
26;Border Management;BUF03;2022;2022;actual;135.0;20502403.71;2022
26;Border Management;BUF03;2023;2023;actual;158.0;28211897.83;2023
26;Border Management;BUF04;2019;2019;actual;4836.0;703249004.13;2019
26;Border Management;BUF04;2020;2020;actual;5029.0;628359930.57;2020
26;Border Management;BUF04;2021;2021;actual;4463.0;535971121.56;2021
26;Border Management;BUF04;2022;2022;actual;4514.0;677054976.58;2022
26;Border Management;BUF04;2023;2023;actual;4764.0;690003336.27;2023
26;Border Management;BUF05;2019;2019;actual;3129.0;402884168.0;2019
26;Border Management;BUF05;2020;2020;actual;3200.0;369330981.29;2020
26;Border Management;BUF05;2021;2021;actual;3407.0;432160413.44;2021
26;Border Management;BUF05;2022;2022;actual;3434.0;473221786.95;2022
26;Border Management;BUF05;2023;2023;actual;2753.0;409456829.1;2023
26;Border Management;BUF06;2019;2019;actual;74.0;7592138.14;2019
26;Border Management;BUF06;2020;2020;actual;81.0;8989128.41;2020
26;Border Management;BUF06;2021;2021;actual;81.0;9092287.9;2021
26;Border Management;BUF06;2022;2022;actual;88.0;10018020.75;2022
26;Border Management;BUF06;2023;2023;actual;87.0;10715718.69;2023
26;Border Management;BUF07;2019;2019;actual;259.0;19560983.02;2019
26;Border Management;BUF07;2020;2020;actual;197.0;7140358.47;2020
26;Border Management;BUF07;2021;2021;actual;176.0;11910057.07;2021
26;Border Management;BUF07;2022;2022;actual;152.0;9994156.19;2022
26;Border Management;BUF07;2023;2023;actual;205.0;7345615.96;2023
26;Border Management;BUF08;2019;2019;actual;96.0;13486313.73;2019
26;Border Management;BUF08;2020;2020;actual;92.0;11302205.37;2020
26;Border Management;BUF08;2021;2021;actual;81.0;10305398.83;2021
26;Border Management;BUF08;2022;2022;actual;85.0;12375014.75;2022
26;Border Management;BUF08;2023;2023;actual;88.0;13499837.55;2023
26;Border Management;BUF09;2019;2019;actual;120.0;14856236.17;2019
26;Border Management;BUF09;2020;2020;actual;130.0;18629356.03;2020
26;Border Management;BUF09;2021;2021;actual;123.0;19437620.96;2021
26;Border Management;BUF09;2022;2022;actual;124.0;24036021.8;2022
26;Border Management;BUF09;2023;2023;actual;126.0;24903643.96;2023
26;Border Management;BUF10;2019;2019;actual;376.0;62284639.91;2019
26;Border Management;BUF10;2020;2020;actual;417.0;65048093.72;2020
26;Border Management;BUF10;2021;2021;actual;375.0;51775764.97;2021
26;Border Management;BUF10;2022;2022;actual;417.0;63519658.4;2022
26;Border Management;BUF10;2023;2023;actual;457.0;73338792.7;2023
26;Border Management;BUF11;2019;2019;actual;90.0;120347771.19;2019
26;Border Management;BUF11;2020;2020;actual;132.0;123103429.26;2020
26;Border Management;BUF11;2021;2021;actual;152.0;166095745.32;2021
26;Border Management;BUF11;2022;2022;actual;173.0;150137614.96;2022
26;Border Management;BUF11;2023;2023;actual;205.0;145986812.99;2023
26;Border Management;BUF12;2019;2019;actual;122.0;28355591.21;2019
26;Border Management;BUF12;2020;2020;actual;134.0;35962253.98;2020
26;Border Management;BUF12;2021;2021;actual;121.0;38287862.94;2021
26;Border Management;BUF12;2022;2022;actual;126.0;41452845.61;2022
26;Border Management;BUF12;2023;2023;actual;134.0;44292691.86;2023
26;Border Management;BUF13;2023;2023;actual;594.0;57947789.82;2023
26;Border Enforcement;BUG01;2019;2019;actual;493.0;59953129.24;2019
26;Border Enforcement;BUG01;2020;2020;actual;489.0;46673689.65;2020
26;Border Enforcement;BUG01;2021;2021;actual;525.0;67176271.14;2021
26;Border Enforcement;BUG01;2022;2022;actual;549.0;86441548.3;2022
26;Border Enforcement;BUG01;2023;2023;actual;661.0;116463869.53;2023
26;Border Enforcement;BUG02;2019;2019;actual;128.0;65259045.0;2019
26;Border Enforcement;BUG02;2020;2020;actual;146.0;71377021.13;2020
26;Border Enforcement;BUG02;2021;2021;actual;132.0;64408133.98;2021
26;Border Enforcement;BUG02;2022;2022;actual;140.0;73916466.52;2022
26;Border Enforcement;BUG02;2023;2023;actual;181.0;82699963.11;2023
26;Border Enforcement;BUG03;2019;2019;actual;336.0;37340859.89;2019
26;Border Enforcement;BUG03;2020;2020;actual;376.0;37361533.35;2020
26;Border Enforcement;BUG03;2021;2021;actual;381.0;41463838.99;2021
26;Border Enforcement;BUG03;2022;2022;actual;392.0;46541681.14;2022
26;Border Enforcement;BUG03;2023;2023;actual;450.0;53981495.56;2023
26;Border Enforcement;BUG04;2019;2019;actual;281.0;42297978.46;2019
26;Border Enforcement;BUG04;2020;2020;actual;340.0;51046409.41;2020
26;Border Enforcement;BUG04;2021;2021;actual;301.0;37295223.22;2021
26;Border Enforcement;BUG04;2022;2022;actual;335.0;50274525.57;2022
26;Border Enforcement;BUG04;2023;2023;actual;361.0;56049453.82;2023
26;Border Enforcement;BUG05;2019;2019;actual;303.0;41750123.53;2019
26;Border Enforcement;BUG05;2020;2020;actual;314.0;37876761.22;2020
26;Border Enforcement;BUG05;2021;2021;actual;308.0;40789889.68;2021
26;Border Enforcement;BUG05;2022;2022;actual;319.0;45924766.28;2022
26;Border Enforcement;BUG05;2023;2023;actual;331.0;47477139.2;2023
26;Internal Services;ISS01;2019;2019;actual;563.0;69961121.47;2019
26;Internal Services;ISS01;2020;2020;actual;630.0;85688006.4;2020
26;Internal Services;ISS01;2021;2021;actual;771.0;104105559.54;2021
26;Internal Services;ISS01;2022;2022;actual;958.0;121637891.79;2022
26;Internal Services;ISS01;2023;2023;actual;887.0;106379166.26;2023
26;Internal Services;ISS02;2019;2019;actual;110.0;11539716.34;2019
26;Internal Services;ISS02;2020;2020;actual;131.0;13178101.41;2020
26;Internal Services;ISS02;2021;2021;actual;121.0;15021645.3;2021
26;Internal Services;ISS02;2022;2022;actual;128.0;14464875.26;2022
26;Internal Services;ISS02;2023;2023;actual;119.0;13310945.89;2023
26;Internal Services;ISS03;2019;2019;actual;9.0;18789183.47;2019
26;Internal Services;ISS03;2020;2020;actual;10.0;18641261.03;2020
26;Internal Services;ISS03;2021;2021;actual;8.0;15865357.04;2021
26;Internal Services;ISS03;2022;2022;actual;8.0;16201350.11;2022
26;Internal Services;ISS03;2023;2023;actual;9.0;21154104.51;2023
26;Internal Services;ISS04;2019;2019;actual;610.0;61895746.93;2019
26;Internal Services;ISS04;2020;2020;actual;614.0;63475245.77;2020
26;Internal Services;ISS04;2021;2021;actual;635.0;71545007.74;2021
26;Internal Services;ISS04;2022;2022;actual;695.0;77595775.4;2022
26;Internal Services;ISS04;2023;2023;actual;832.0;89960396.6;2023
26;Internal Services;ISS05;2019;2019;actual;236.0;26633200.88;2019
26;Internal Services;ISS05;2020;2020;actual;240.0;29379995.86;2020
26;Internal Services;ISS05;2021;2021;actual;256.0;41828744.95;2021
26;Internal Services;ISS05;2022;2022;actual;270.0;45763002.09;2022
26;Internal Services;ISS05;2023;2023;actual;271.0;47054254.9;2023
26;Internal Services;ISS06;2019;2019;actual;56.0;6135970.96;2019
26;Internal Services;ISS06;2020;2020;actual;46.0;5928079.49;2020
26;Internal Services;ISS06;2021;2021;actual;61.0;18302417.72;2021
26;Internal Services;ISS06;2022;2022;actual;85.0;23973816.51;2022
26;Internal Services;ISS06;2023;2023;actual;103.0;26544568.5;2023
26;Internal Services;ISS07;2019;2019;actual;439.0;125664491.73;2019
26;Internal Services;ISS07;2020;2020;actual;445.0;129496945.58;2020
26;Internal Services;ISS07;2021;2021;actual;630.0;159311191.6;2021
26;Internal Services;ISS07;2022;2022;actual;715.0;171223458.65;2022
26;Internal Services;ISS07;2023;2023;actual;684.0;197845398.67;2023
26;Internal Services;ISS08;2019;2019;actual;184.0;18758881.3;2019
26;Internal Services;ISS08;2020;2020;actual;151.0;19519992.94;2020
26;Internal Services;ISS08;2021;2021;actual;160.0;20942921.06;2021
26;Internal Services;ISS08;2022;2022;actual;159.0;22793862.06;2022
26;Internal Services;ISS08;2023;2023;actual;140.0;19538276.61;2023
26;Internal Services;ISS09;2019;2019;actual;28.0;11011155.97;2019
26;Internal Services;ISS09;2020;2020;actual;37.0;12891520.34;2020
26;Internal Services;ISS09;2021;2021;actual;35.0;9890228.82;2021
26;Internal Services;ISS09;2022;2022;actual;43.0;10195670.88;2022
26;Internal Services;ISS09;2023;2023;actual;44.0;15644285.36;2023
26;Internal Services;ISS0Z;2019;2019;actual;52.0;5349561.18;2019
26;Internal Services;ISS0Z;2020;2020;actual;51.0;5517069.62;2020
26;Internal Services;ISS0Z;2021;2021;actual;49.0;6669285.44;2021
26;Internal Services;ISS0Z;2022;2022;actual;51.0;6326140.98;2022
26;Internal Services;ISS0Z;2023;2023;actual;53.0;6916111.0;2023
46;Tax;BRA01;2019;2019;actual;7706.0;753593999.16;2019
46;Tax;BRA01;2020;2020;actual;8786.0;880135329.79;2020
46;Tax;BRA01;2021;2021;actual;10653.0;1232375372.8;2021
46;Tax;BRA01;2022;2022;actual;13082.0;1300163725.79;2022
46;Tax;BRA01;2023;2023;actual;13887.0;1352213186.06;2023
46;Tax;BRA02;2019;2019;actual;5262.0;329231754.08;2019
46;Tax;BRA02;2020;2020;actual;5287.0;333528851.94;2020
46;Tax;BRA02;2021;2021;actual;5058.0;396349254.86;2021
46;Tax;BRA02;2022;2022;actual;6320.0;430731465.35;2022
46;Tax;BRA02;2023;2023;actual;7136.0;499016583.28;2023
46;Tax;BRA03;2019;2019;actual;5437.0;381589788.82;2019
46;Tax;BRA03;2020;2020;actual;5903.0;428224546.21;2020
46;Tax;BRA03;2021;2021;actual;5345.0;470623139.82;2021
46;Tax;BRA03;2022;2022;actual;5925.0;446043963.79;2022
46;Tax;BRA03;2023;2023;actual;6795.0;520285817.27;2023
46;Tax;BRA04;2019;2019;actual;6963.0;744281990.29;2019
46;Tax;BRA04;2020;2020;actual;7294.0;798143772.01;2020
46;Tax;BRA04;2021;2021;actual;7191.0;860364454.39;2021
46;Tax;BRA05;2019;2019;actual;2999.0;398210080.64;2019
46;Tax;BRA05;2020;2020;actual;3251.0;443165658.01;2020
46;Tax;BRA05;2021;2021;actual;3308.0;470693837.3;2021
46;Tax;BRA06;2019;2019;actual;1530.0;190322394.75;2019
46;Tax;BRA06;2020;2020;actual;1551.0;197775838.6;2020
46;Tax;BRA06;2021;2021;actual;1577.0;226040457.58;2021
46;Tax;BRA06;2022;2022;actual;1741.0;244665970.26;2022
46;Tax;BRA06;2023;2023;actual;1917.0;277309754.39;2023
46;Tax;BRA07;2019;2019;actual;247.0;16915388.71;2019
46;Tax;BRA07;2020;2020;actual;266.0;18875596.83;2020
46;Tax;BRA07;2021;2021;actual;283.0;25732803.08;2021
46;Tax;BRA07;2022;2022;actual;443.0;34558425.38;2022
