fiscal_yr;service_id;channel;volume
2019-2020;1047;in_person;0.0
2020-2021;1047;in_person;0.0
2021-2022;1047;in_person;0.0
2018-2019;1048;in_person;0.0
2019-2020;1048;in_person;0.0
2020-2021;1048;in_person;0.0
2018-2019;1050;in_person;28938.0
2019-2020;1050;in_person;30527.0
2020-2021;1050;in_person;0.0
2018-2019;1051;in_person;1692.0
2018-2019;1052;in_person;0.0
2019-2020;1052;in_person;0.0
2020-2021;1052;in_person;0.0
2018-2019;1053;in_person;0.0
2019-2020;1053;in_person;0.0
2018-2019;1054;in_person;0.0
2019-2020;1054;in_person;0.0
2020-2021;1054;in_person;0.0
2018-2019;1055;in_person;0.0
2019-2020;1055;in_person;0.0
2020-2021;1055;in_person;0.0
2018-2019;1056;in_person;0.0
2019-2020;1056;in_person;0.0
2018-2019;1057;in_person;0.0
2019-2020;1057;in_person;0.0
2020-2021;1057;in_person;0.0
2018-2019;1058;in_person;0.0
2019-2020;1058;in_person;0.0
2020-2021;1058;in_person;0.0
2018-2019;1059;in_person;0.0
2019-2020;1059;in_person;0.0
2020-2021;1059;in_person;0.0
2018-2019;1060;in_person;284.0
2019-2020;1060;in_person;0.0
2020-2021;1060;in_person;0.0
2018-2019;1062;in_person;0.0
2019-2020;1062;in_person;0.0
2020-2021;1062;in_person;0.0
2018-2019;1064;in_person;0.0
2019-2020;1064;in_person;0.0
2020-2021;1064;in_person;0.0
2018-2019;1065;in_person;0.0
2019-2020;1065;in_person;0.0
2020-2021;1065;in_person;0.0
2018-2019;1066;in_person;0.0
2019-2020;1066;in_person;0.0
2020-2021;1066;in_person;0.0
2018-2019;1088;in_person;0.0
2019-2020;1088;in_person;0.0
2020-2021;1088;in_person;0.0
2018-2019;1089;in_person;0.0
2019-2020;1089;in_person;0.0
2020-2021;1089;in_person;0.0
2018-2019;1090;in_person;1615.0
2019-2020;1090;in_person;2181.0
2020-2021;1090;in_person;0.0
2021-2022;1090;in_person;156.0
2018-2019;1091;in_person;0.0
2018-2019;1092;in_person;0.0
2019-2020;1092;in_person;0.0
2020-2021;1092;in_person;0.0
2018-2019;1093;in_person;0.0
2019-2020;1093;in_person;0.0
2020-2021;1093;in_person;0.0
2018-2019;1094;in_person;0.0
2019-2020;1094;in_person;0.0
2020-2021;1094;in_person;0.0
2018-2019;1095;in_person;0.0
2019-2020;1095;in_person;0.0
2020-2021;1095;in_person;0.0
2018-2019;1096;in_person;2.0
2018-2019;1097;in_person;0.0
2019-2020;1097;in_person;0.0
2020-2021;1097;in_person;0.0
2018-2019;1098;in_person;0.0
2019-2020;1098;in_person;0.0
2020-2021;1098;in_person;0.0
2018-2019;1099;in_person;0.0
2019-2020;1099;in_person;0.0
2020-2021;1099;in_person;0.0
2018-2019;10;in_person;198.0
2019-2020;10;in_person;25.0
2020-2021;10;in_person;0.0
2018-2019;1100;in_person;0.0
2019-2020;1100;in_person;0.0
2020-2021;1100;in_person;0.0
2018-2019;1101;in_person;0.0
2019-2020;1101;in_person;0.0
2020-2021;1101;in_person;0.0
2018-2019;1102;in_person;0.0
2019-2020;1102;in_person;0.0
2020-2021;1102;in_person;0.0
2018-2019;1103;in_person;0.0
2019-2020;1103;in_person;0.0
2020-2021;1103;in_person;0.0
2018-2019;1104;in_person;0.0
2019-2020;1104;in_person;0.0
2020-2021;1104;in_person;0.0
2018-2019;1105;in_person;0.0
2019-2020;1105;in_person;0.0
2020-2021;1105;in_person;0.0
2018-2019;1106;in_person;0.0
2019-2020;1106;in_person;0.0
2020-2021;1106;in_person;0.0
2018-2019;1107;in_person;0.0
2019-2020;1107;in_person;0.0
2020-2021;1107;in_person;0.0
2018-2019;1108;in_person;0.0
2019-2020;1108;in_person;0.0
2020-2021;1108;in_person;0.0
2018-2019;1109;in_person;0.0
2019-2020;1109;in_person;0.0
2020-2021;1109;in_person;0.0
2018-2019;1110;in_person;0.0
2019-2020;1110;in_person;0.0
2020-2021;1110;in_person;0.0
2018-2019;1111;in_person;0.0
2019-2020;1111;in_person;0.0
2020-2021;1111;in_person;0.0
2018-2019;1112;in_person;0.0
2019-2020;1112;in_person;0.0
2020-2021;1112;in_person;0.0
2018-2019;1113;in_person;1642.0
2019-2020;1113;in_person;1127.0
2020-2021;1113;in_person;104.0
2021-2022;1113;in_person;82.0
2018-2019;1114;in_person;0.0
2019-2020;1114;in_person;0.0
2020-2021;1114;in_person;0.0
2018-2019;1115;in_person;0.0
2019-2020;1115;in_person;0.0
2020-2021;1115;in_person;0.0
2018-2019;1116;in_person;0.0
2019-2020;1116;in_person;0.0
2020-2021;1116;in_person;0.0
2018-2019;1117;in_person;0.0
2019-2020;1117;in_person;0.0
2020-2021;1117;in_person;0.0
2018-2019;1118;in_person;0.0
2019-2020;1118;in_person;0.0
2018-2019;1119;in_person;0.0
2019-2020;1119;in_person;0.0
2020-2021;1119;in_person;0.0
2018-2019;1120;in_person;0.0
2019-2020;1120;in_person;0.0
2020-2021;1120;in_person;0.0
2018-2019;1121;in_person;0.0
2019-2020;1121;in_person;0.0
2020-2021;1121;in_person;0.0
2018-2019;1122;in_person;0.0
2019-2020;1122;in_person;0.0
2020-2021;1122;in_person;0.0
2018-2019;1123;in_person;0.0
2019-2020;1123;in_person;0.0
2020-2021;1123;in_person;0.0
2018-2019;1126;in_person;0.0
2018-2019;1127;in_person;0.0
2018-2019;1128;in_person;0.0
2018-2019;1129;in_person;0.0
2019-2020;1129;in_person;0.0
2020-2021;1129;in_person;0.0
2018-2019;1130;in_person;0.0
2019-2020;1130;in_person;0.0
2020-2021;1130;in_person;0.0
2018-2019;1131;in_person;0.0
2019-2020;1131;in_person;0.0
2018-2019;1132;in_person;0.0
2019-2020;1132;in_person;0.0
2020-2021;1132;in_person;0.0
2018-2019;1133;in_person;0.0
2019-2020;1133;in_person;0.0
2020-2021;1133;in_person;0.0
2018-2019;1134;in_person;0.0
2019-2020;1134;in_person;0.0
2020-2021;1134;in_person;0.0
2018-2019;1135;in_person;0.0
2019-2020;1135;in_person;0.0
2020-2021;1135;in_person;0.0
2018-2019;1136;in_person;0.0
2019-2020;1136;in_person;0.0
2020-2021;1136;in_person;0.0
2021-2022;1136;in_person;0.0
2018-2019;1137;in_person;0.0
2019-2020;1137;in_person;0.0
2020-2021;1137;in_person;0.0
2018-2019;1138;in_person;0.0
2019-2020;1138;in_person;0.0
2020-2021;1138;in_person;0.0
2018-2019;1139;in_person;0.0
2019-2020;1139;in_person;0.0
2020-2021;1139;in_person;0.0
2018-2019;1140;in_person;0.0
2018-2019;1141;in_person;0.0
2019-2020;1141;in_person;0.0
2020-2021;1141;in_person;0.0
2018-2019;1142;in_person;0.0
2019-2020;1142;in_person;0.0
2020-2021;1142;in_person;0.0
2018-2019;1143;in_person;0.0
2019-2020;1143;in_person;0.0
2020-2021;1143;in_person;0.0
2018-2019;1144;in_person;0.0
2019-2020;1144;in_person;0.0
2020-2021;1144;in_person;0.0
2018-2019;1145;in_person;0.0
2018-2019;1146;in_person;0.0
2019-2020;1146;in_person;0.0
2020-2021;1146;in_person;0.0
2018-2019;1147;in_person;0.0
2019-2020;1147;in_person;0.0
2020-2021;1147;in_person;0.0
2018-2019;1148;in_person;11278.0
2018-2019;1149;in_person;0.0
2019-2020;1149;in_person;0.0
2020-2021;1149;in_person;0.0
2018-2019;1150;in_person;132976.0
2018-2019;1151;in_person;0.0
2018-2019;1153;in_person;0.0
2019-2020;1153;in_person;0.0
2020-2021;1153;in_person;0.0
2018-2019;1154;in_person;0.0
2019-2020;1154;in_person;0.0
2020-2021;1154;in_person;0.0
2018-2019;1155;in_person;0.0
2019-2020;1155;in_person;0.0
2020-2021;1155;in_person;0.0
2018-2019;1156;in_person;0.0
2019-2020;1156;in_person;0.0
2018-2019;1157;in_person;0.0
2019-2020;1157;in_person;0.0
2020-2021;1157;in_person;0.0
2018-2019;1158;in_person;0.0
2019-2020;1158;in_person;0.0
2020-2021;1158;in_person;0.0
2018-2019;1159;in_person;0.0
2018-2019;1160;in_person;0.0
2019-2020;1160;in_person;0.0
2020-2021;1160;in_person;0.0
2018-2019;1161;in_person;0.0
2019-2020;1161;in_person;0.0
2020-2021;1161;in_person;0.0
2018-2019;1162;in_person;0.0
2019-2020;1162;in_person;0.0
2020-2021;1162;in_person;0.0
2018-2019;1163;in_person;0.0
2019-2020;1163;in_person;0.0
2020-2021;1163;in_person;0.0
2021-2022;1163;in_person;0.0
2020-2021;1164;in_person;0.0
2020-2021;1165;in_person;0.0
2018-2019;1166;in_person;0.0
2019-2020;1166;in_person;0.0
2020-2021;1166;in_person;0.0
2018-2019;1167;in_person;0.0
2018-2019;1172;in_person;0.0
2019-2020;1172;in_person;0.0
2020-2021;1172;in_person;0.0
2018-2019;1173;in_person;0.0
2019-2020;1173;in_person;0.0
2020-2021;1173;in_person;0.0
2018-2019;1176;in_person;0.0
2019-2020;1176;in_person;0.0
2020-2021;1176;in_person;0.0
2018-2019;1178;in_person;0.0
2018-2019;1179;in_person;0.0
2019-2020;1179;in_person;0.0
2020-2021;1179;in_person;0.0
2018-2019;1180;in_person;0.0
2019-2020;1180;in_person;0.0
2020-2021;1180;in_person;0.0
2018-2019;1182;in_person;0.0
2018-2019;1183;in_person;0.0
2019-2020;1183;in_person;0.0
2020-2021;1183;in_person;0.0
2018-2019;1187;in_person;0.0
2019-2020;1187;in_person;0.0
2020-2021;1187;in_person;0.0
2018-2019;1188;in_person;0.0
2018-2019;1190;in_person;0.0
2018-2019;1193;in_person;0.0
2018-2019;1195;in_person;0.0
2019-2020;1195;in_person;0.0
2020-2021;1195;in_person;0.0
2018-2019;1196;in_person;0.0
2018-2019;1197;in_person;0.0
2018-2019;1198;in_person;0.0
2018-2019;1199;in_person;0.0
2018-2019;1200;in_person;0.0
2019-2020;1200;in_person;0.0
2018-2019;1202;in_person;0.0
2019-2020;1202;in_person;0.0
2020-2021;1202;in_person;0.0
2018-2019;1204;in_person;0.0
2019-2020;1204;in_person;0.0
2020-2021;1204;in_person;0.0
2018-2019;1208;in_person;0.0
2019-2020;1208;in_person;0.0
2020-2021;1208;in_person;0.0
2018-2019;1210;in_person;0.0
2019-2020;1210;in_person;0.0
2020-2021;1210;in_person;0.0
2018-2019;1211;in_person;0.0
2019-2020;1211;in_person;0.0
2020-2021;1211;in_person;0.0
2021-2022;1211;in_person;0.0
2018-2019;1212;in_person;0.0
2018-2019;1213;in_person;0.0
2018-2019;1214;in_person;0.0
2018-2019;1215;in_person;0.0
2018-2019;1216;in_person;0.0
2018-2019;1217;in_person;0.0
2018-2019;1218;in_person;0.0
2019-2020;1218;in_person;0.0
2020-2021;1218;in_person;0.0
2021-2022;1218;in_person;0.0
2018-2019;1219;in_person;0.0
2018-2019;1220;in_person;0.0
2019-2020;1220;in_person;0.0
2020-2021;1220;in_person;0.0
2018-2019;1221;in_person;0.0
2019-2020;1221;in_person;0.0
2020-2021;1221;in_person;0.0
2018-2019;1222;in_person;0.0
2019-2020;1222;in_person;0.0
2020-2021;1222;in_person;0.0
2018-2019;1223;in_person;0.0
2019-2020;1223;in_person;0.0
2020-2021;1223;in_person;0.0
2018-2019;1225;in_person;0.0
2019-2020;1225;in_person;0.0
2020-2021;1225;in_person;0.0
2018-2019;1228;in_person;0.0
2019-2020;1228;in_person;0.0
2020-2021;1228;in_person;0.0
2018-2019;1229;in_person;0.0
2018-2019;1230;in_person;0.0
2018-2019;1231;in_person;0.0
2019-2020;1231;in_person;105109.0
2020-2021;1231;in_person;0.0
2018-2019;1232;in_person;0.0
2019-2020;1232;in_person;0.0
2020-2021;1232;in_person;0.0
2018-2019;1233;in_person;0.0
2019-2020;1233;in_person;0.0
2020-2021;1233;in_person;0.0
2021-2022;1233;in_person;0.0
2018-2019;1234;in_person;0.0
2019-2020;1234;in_person;0.0
2020-2021;1234;in_person;0.0
2018-2019;1235;in_person;0.0
2019-2020;1235;in_person;0.0
2020-2021;1235;in_person;0.0
2018-2019;1236;in_person;0.0
2019-2020;1236;in_person;0.0
2020-2021;1236;in_person;0.0
2018-2019;1237;in_person;0.0
2019-2020;1237;in_person;0.0
2020-2021;1237;in_person;0.0
2018-2019;1238;in_person;0.0
2019-2020;1238;in_person;0.0
2020-2021;1238;in_person;0.0
2018-2019;1239;in_person;0.0
2019-2020;1239;in_person;0.0
2020-2021;1239;in_person;0.0
2021-2022;1239;in_person;0.0
2018-2019;1240;in_person;0.0
2018-2019;1241;in_person;0.0
2019-2020;1241;in_person;0.0
2020-2021;1241;in_person;0.0
2022-2023;1242;in_person;1461713.0
2018-2019;1242;in_person;1945393.0
2019-2020;1242;in_person;1559010.0
2020-2021;1242;in_person;78020.0
2021-2022;1242;in_person;549169.0
2018-2019;1243;in_person;0.0
2019-2020;1243;in_person;0.0
2020-2021;1243;in_person;0.0
2018-2019;1244;in_person;0.0
2019-2020;1244;in_person;0.0
2020-2021;1244;in_person;0.0
2018-2019;1245;in_person;0.0
2019-2020;1245;in_person;0.0
2018-2019;1246;in_person;0.0
2019-2020;1246;in_person;0.0
2020-2021;1246;in_person;0.0
2018-2019;1247;in_person;0.0
2019-2020;1247;in_person;0.0
2020-2021;1247;in_person;0.0
2018-2019;1248;in_person;0.0
2019-2020;1248;in_person;0.0
2020-2021;1248;in_person;0.0
2018-2019;1249;in_person;0.0
2019-2020;1249;in_person;0.0
2020-2021;1249;in_person;0.0
2018-2019;1250;in_person;0.0
2019-2020;1250;in_person;0.0
2020-2021;1250;in_person;0.0
2018-2019;1251;in_person;0.0
2019-2020;1251;in_person;0.0
2020-2021;1251;in_person;0.0
2018-2019;1252;in_person;8437624.0
2019-2020;1252;in_person;8572800.0
2020-2021;1252;in_person;1654059.0
2018-2019;1253;in_person;0.0
2019-2020;1253;in_person;0.0
2020-2021;1253;in_person;0.0
2021-2022;1253;in_person;0.0
2018-2019;1254;in_person;0.0
2019-2020;1254;in_person;0.0
2020-2021;1254;in_person;0.0
2018-2019;1255;in_person;0.0
2019-2020;1255;in_person;0.0
2020-2021;1255;in_person;0.0
2021-2022;1255;in_person;0.0
2018-2019;1256;in_person;53339.0
2019-2020;1256;in_person;0.0
2020-2021;1256;in_person;0.0
2018-2019;1257;in_person;0.0
2019-2020;1257;in_person;0.0
2020-2021;1257;in_person;0.0
2018-2019;1258;in_person;0.0
2019-2020;1258;in_person;0.0
2020-2021;1258;in_person;0.0
2021-2022;1258;in_person;0.0
2018-2019;125;in_person;0.0
2019-2020;125;in_person;0.0
2020-2021;125;in_person;0.0
2018-2019;1260;in_person;0.0
2019-2020;1260;in_person;0.0
2020-2021;1260;in_person;0.0
2018-2019;1261;in_person;0.0
2018-2019;1262;in_person;0.0
2019-2020;1262;in_person;0.0
2020-2021;1262;in_person;0.0
2018-2019;1263;in_person;0.0
2019-2020;1263;in_person;0.0
2020-2021;1263;in_person;0.0
2018-2019;1264;in_person;0.0
2019-2020;1264;in_person;0.0
2020-2021;1264;in_person;0.0
2018-2019;1265;in_person;0.0
2019-2020;1265;in_person;0.0
2020-2021;1265;in_person;0.0
2018-2019;1266;in_person;0.0
2019-2020;1266;in_person;0.0
2020-2021;1266;in_person;0.0
2018-2019;1267;in_person;0.0
2019-2020;1267;in_person;0.0
2020-2021;1267;in_person;0.0
2021-2022;1267;in_person;0.0
2018-2019;1268;in_person;0.0
2019-2020;1268;in_person;0.0
2020-2021;1268;in_person;0.0
2018-2019;1269;in_person;0.0
2019-2020;1269;in_person;0.0
2020-2021;1269;in_person;0.0
2018-2019;1270;in_person;0.0
2019-2020;1270;in_person;0.0
2020-2021;1270;in_person;0.0
2018-2019;1271;in_person;0.0
2019-2020;1271;in_person;0.0
2020-2021;1271;in_person;0.0
2018-2019;1272;in_person;0.0
2019-2020;1272;in_person;0.0
2020-2021;1272;in_person;0.0
2018-2019;1273;in_person;0.0
2019-2020;1273;in_person;0.0
2020-2021;1273;in_person;0.0
2018-2019;1274;in_person;0.0
2019-2020;1274;in_person;0.0
2020-2021;1274;in_person;0.0
2018-2019;1275;in_person;0.0
2019-2020;1275;in_person;0.0
2020-2021;1275;in_person;0.0
2018-2019;1276;in_person;0.0
2019-2020;1276;in_person;0.0
2020-2021;1276;in_person;0.0
2018-2019;1277;in_person;0.0
2019-2020;1277;in_person;0.0
2020-2021;1277;in_person;0.0
2018-2019;1278;in_person;0.0
2018-2019;1279;in_person;0.0
2019-2020;1279;in_person;0.0
2020-2021;1279;in_person;0.0
2018-2019;127;in_person;1.0
2019-2020;127;in_person;0.0
2020-2021;127;in_person;0.0
2018-2019;1280;in_person;0.0
2019-2020;1280;in_person;0.0
2020-2021;1280;in_person;0.0
2018-2019;1281;in_person;0.0
2019-2020;1281;in_person;0.0
2020-2021;1281;in_person;0.0
2018-2019;1282;in_person;0.0
2019-2020;1282;in_person;0.0
2020-2021;1282;in_person;0.0
2018-2019;1283;in_person;0.0
2019-2020;1283;in_person;0.0
2020-2021;1283;in_person;0.0
2018-2019;1284;in_person;0.0
2019-2020;1284;in_person;0.0
2020-2021;1284;in_person;0.0
2018-2019;1286;in_person;0.0
2019-2020;1286;in_person;0.0
2020-2021;1286;in_person;0.0
2018-2019;1287;in_person;0.0
2019-2020;1287;in_person;0.0
2020-2021;1287;in_person;0.0
2018-2019;1288;in_person;0.0
2018-2019;1289;in_person;0.0
2019-2020;1289;in_person;0.0
2020-2021;1289;in_person;0.0
2018-2019;1290;in_person;0.0
2019-2020;1290;in_person;0.0
2020-2021;1290;in_person;0.0
2018-2019;1291;in_person;0.0
2019-2020;1291;in_person;0.0
2020-2021;1291;in_person;0.0
2022-2023;1292;in_person;1443999.0
2018-2019;1292;in_person;1400000.0
2019-2020;1292;in_person;1444947.0
2020-2021;1292;in_person;419509.0
2021-2022;1292;in_person;972465.0
2018-2019;1293;in_person;0.0
2019-2020;1293;in_person;0.0
2020-2021;1293;in_person;0.0
2018-2019;1294;in_person;0.0
2019-2020;1294;in_person;0.0
2020-2021;1294;in_person;0.0
2018-2019;1295;in_person;0.0
2019-2020;1295;in_person;0.0
2020-2021;1295;in_person;0.0
2018-2019;1296;in_person;0.0
2019-2020;1296;in_person;0.0
2020-2021;1296;in_person;0.0
2018-2019;1297;in_person;0.0
2019-2020;1297;in_person;0.0
2020-2021;1297;in_person;0.0
2018-2019;1298;in_person;0.0
2019-2020;1298;in_person;0.0
2020-2021;1298;in_person;0.0
2022-2023;1299;in_person;0.0
2018-2019;1299;in_person;0.0
2019-2020;1299;in_person;0.0
2020-2021;1299;in_person;0.0
2021-2022;1299;in_person;0.0
2018-2019;129;in_person;0.0
2019-2020;129;in_person;0.0
2020-2021;129;in_person;0.0
2018-2019;12;in_person;487.0
2018-2019;1300;in_person;0.0
2019-2020;1300;in_person;0.0
2020-2021;1300;in_person;0.0
2018-2019;1301;in_person;0.0
2019-2020;1301;in_person;0.0
2020-2021;1301;in_person;0.0
2018-2019;1302;in_person;0.0
2019-2020;1302;in_person;0.0
2020-2021;1302;in_person;0.0
2018-2019;1303;in_person;0.0
2019-2020;1303;in_person;0.0
2020-2021;1303;in_person;0.0
2018-2019;1304;in_person;0.0
2019-2020;1304;in_person;0.0
2020-2021;1304;in_person;0.0
2018-2019;1305;in_person;0.0
2019-2020;1305;in_person;0.0
2020-2021;1305;in_person;0.0
2018-2019;1306;in_person;0.0
2019-2020;1306;in_person;0.0
2020-2021;1306;in_person;0.0
2018-2019;1307;in_person;0.0
2019-2020;1307;in_person;0.0
2020-2021;1307;in_person;0.0
2018-2019;1308;in_person;0.0
2019-2020;1308;in_person;0.0
2020-2021;1308;in_person;0.0
2022-2023;1309;in_person;0.0
2018-2019;1309;in_person;0.0
2019-2020;1309;in_person;0.0
2020-2021;1309;in_person;0.0
2021-2022;1309;in_person;0.0
2018-2019;130;in_person;0.0
2019-2020;130;in_person;0.0
2020-2021;130;in_person;0.0
2018-2019;1310;in_person;0.0
2019-2020;1310;in_person;0.0
2020-2021;1310;in_person;0.0
2018-2019;1311;in_person;0.0
2018-2019;1312;in_person;0.0
2019-2020;1312;in_person;0.0
2018-2019;1313;in_person;0.0
2019-2020;1313;in_person;0.0
2020-2021;1313;in_person;0.0
2018-2019;1314;in_person;0.0
2019-2020;1314;in_person;0.0
2018-2019;1315;in_person;0.0
2019-2020;1315;in_person;0.0
2020-2021;1315;in_person;0.0
2018-2019;1316;in_person;0.0
2019-2020;1316;in_person;0.0
2022-2023;1317;in_person;0.0
2018-2019;1317;in_person;0.0
2019-2020;1317;in_person;0.0
2020-2021;1317;in_person;0.0
2021-2022;1317;in_person;0.0
2022-2023;1318;in_person;0.0
2018-2019;1318;in_person;0.0
2019-2020;1318;in_person;0.0
2020-2021;1318;in_person;0.0
2021-2022;1318;in_person;0.0
2022-2023;1319;in_person;0.0
2018-2019;1319;in_person;0.0
2019-2020;1319;in_person;0.0
2020-2021;1319;in_person;0.0
2021-2022;1319;in_person;0.0
2022-2023;131;in_person;0.0
2018-2019;131;in_person;0.0
2019-2020;131;in_person;0.0
2020-2021;131;in_person;0.0
2021-2022;131;in_person;0.0
2022-2023;1320;in_person;24.0
2018-2019;1320;in_person;0.0
2019-2020;1320;in_person;0.0
2020-2021;1320;in_person;0.0
2021-2022;1320;in_person;12.0
2022-2023;1321;in_person;0.0
2018-2019;1321;in_person;0.0
2019-2020;1321;in_person;0.0
2020-2021;1321;in_person;0.0
2021-2022;1321;in_person;0.0
2018-2019;1322;in_person;0.0
2019-2020;1322;in_person;0.0
2020-2021;1322;in_person;0.0
2018-2019;1323;in_person;0.0
2019-2020;1323;in_person;0.0
2020-2021;1323;in_person;0.0
2018-2019;1325;in_person;0.0
2019-2020;1325;in_person;0.0
2020-2021;1325;in_person;0.0
2018-2019;1326;in_person;0.0
2019-2020;1326;in_person;0.0
2020-2021;1326;in_person;0.0
2022-2023;1327;in_person;0.0
2018-2019;1327;in_person;0.0
2019-2020;1327;in_person;0.0
2020-2021;1327;in_person;0.0
2021-2022;1327;in_person;0.0
2018-2019;1328;in_person;0.0
2019-2020;1328;in_person;0.0
2020-2021;1328;in_person;0.0
2018-2019;1329;in_person;0.0
2019-2020;1329;in_person;0.0
2020-2021;1329;in_person;0.0
2022-2023;132;in_person;0.0
2018-2019;132;in_person;10.0
2019-2020;132;in_person;7.0
2020-2021;132;in_person;0.0
2021-2022;132;in_person;0.0
2022-2023;1330;in_person;0.0
2018-2019;1330;in_person;0.0
2019-2020;1330;in_person;0.0
2020-2021;1330;in_person;0.0
2021-2022;1330;in_person;0.0
2018-2019;1331;in_person;0.0
2019-2020;1331;in_person;0.0
2020-2021;1331;in_person;0.0
2018-2019;1332;in_person;0.0
2019-2020;1332;in_person;0.0
2020-2021;1332;in_person;0.0
2018-2019;1333;in_person;0.0
2019-2020;1333;in_person;0.0
2020-2021;1333;in_person;0.0
2018-2019;1334;in_person;0.0
2018-2019;1335;in_person;0.0
2019-2020;1335;in_person;0.0
2020-2021;1335;in_person;0.0
2018-2019;1336;in_person;0.0
2019-2020;1336;in_person;0.0
2020-2021;1336;in_person;0.0
2018-2019;1337;in_person;0.0
2019-2020;1337;in_person;0.0
2020-2021;1337;in_person;0.0
2018-2019;1338;in_person;0.0
2019-2020;1338;in_person;0.0
2020-2021;1338;in_person;0.0
2018-2019;1339;in_person;0.0
2019-2020;1339;in_person;0.0
2020-2021;1339;in_person;0.0
2018-2019;133;in_person;0.0
2019-2020;133;in_person;0.0
2020-2021;133;in_person;0.0
2018-2019;1340;in_person;0.0
2019-2020;1340;in_person;0.0
2020-2021;1340;in_person;0.0
2018-2019;1341;in_person;0.0
2018-2019;1342;in_person;0.0
2022-2023;1343;in_person;0.0
2018-2019;1343;in_person;0.0
2019-2020;1343;in_person;0.0
2020-2021;1343;in_person;0.0
2021-2022;1343;in_person;0.0
2018-2019;1344;in_person;0.0
2019-2020;1344;in_person;0.0
2020-2021;1344;in_person;0.0
2018-2019;1345;in_person;0.0
2019-2020;1345;in_person;0.0
2020-2021;1345;in_person;0.0
2018-2019;1346;in_person;0.0
2022-2023;1347;in_person;0.0
2018-2019;1347;in_person;0.0
2019-2020;1347;in_person;0.0
2020-2021;1347;in_person;0.0
2021-2022;1347;in_person;0.0
2018-2019;1348;in_person;0.0
2019-2020;1348;in_person;0.0
2020-2021;1348;in_person;0.0
2018-2019;1349;in_person;0.0
2019-2020;1349;in_person;0.0
2020-2021;1349;in_person;0.0
2018-2019;134;in_person;0.0
2019-2020;134;in_person;0.0
2020-2021;134;in_person;0.0
2022-2023;1350;in_person;0.0
2018-2019;1350;in_person;0.0
2019-2020;1350;in_person;0.0
2020-2021;1350;in_person;0.0
2022-2023;1351;in_person;0.0
2018-2019;1351;in_person;0.0
2019-2020;1351;in_person;0.0
2020-2021;1351;in_person;0.0
2021-2022;1351;in_person;0.0
2022-2023;1352;in_person;0.0
2018-2019;1352;in_person;0.0
2019-2020;1352;in_person;0.0
2020-2021;1352;in_person;0.0
2021-2022;1352;in_person;0.0
2022-2023;1353;in_person;0.0
2018-2019;1353;in_person;0.0
2019-2020;1353;in_person;0.0
2020-2021;1353;in_person;0.0
2021-2022;1353;in_person;0.0
2022-2023;1354;in_person;5.0
2018-2019;1354;in_person;0.0
2019-2020;1354;in_person;0.0
2020-2021;1354;in_person;0.0
2021-2022;1354;in_person;0.0
2022-2023;1355;in_person;0.0
2018-2019;1355;in_person;128.0
2019-2020;1355;in_person;128.0
2020-2021;1355;in_person;128.0
2021-2022;1355;in_person;0.0
2018-2019;1356;in_person;0.0
2019-2020;1356;in_person;0.0
2020-2021;1356;in_person;0.0
2018-2019;1357;in_person;0.0
2019-2020;1357;in_person;0.0
2020-2021;1357;in_person;0.0
2018-2019;1358;in_person;0.0
2019-2020;1358;in_person;0.0
2020-2021;1358;in_person;0.0
2021-2022;1358;in_person;0.0
2018-2019;1359;in_person;0.0
2022-2023;135;in_person;1.0
2018-2019;135;in_person;0.0
2019-2020;135;in_person;4.0
2020-2021;135;in_person;0.0
2021-2022;135;in_person;1.0
2018-2019;1360;in_person;0.0
2018-2019;1361;in_person;0.0
2018-2019;1364;in_person;0.0
2019-2020;1364;in_person;0.0
2018-2019;1365;in_person;0.0
2019-2020;1365;in_person;0.0
2018-2019;1366;in_person;1088.0
2019-2020;1366;in_person;0.0
2020-2021;1366;in_person;0.0
2021-2022;1366;in_person;0.0
2022-2023;1367;in_person;15.0
2018-2019;1367;in_person;156.0
2019-2020;1367;in_person;0.0
2020-2021;1367;in_person;0.0
2021-2022;1367;in_person;0.0
2018-2019;1368;in_person;0.0
2019-2020;1368;in_person;0.0
2020-2021;1368;in_person;0.0
2018-2019;1369;in_person;0.0
2019-2020;1369;in_person;0.0
2020-2021;1369;in_person;0.0
2018-2019;136;in_person;0.0
2019-2020;136;in_person;0.0
2020-2021;136;in_person;0.0
2018-2019;1370;in_person;0.0
2018-2019;1371;in_person;0.0
2019-2020;1371;in_person;0.0
2020-2021;1371;in_person;0.0
2018-2019;1372;in_person;0.0
2019-2020;1372;in_person;0.0
2020-2021;1372;in_person;0.0
2018-2019;1373;in_person;0.0
2019-2020;1373;in_person;0.0
2020-2021;1373;in_person;0.0
2018-2019;1374;in_person;0.0
2019-2020;1374;in_person;0.0
2020-2021;1374;in_person;0.0
2018-2019;1375;in_person;0.0
2018-2019;1376;in_person;0.0
2018-2019;1377;in_person;3.0
2018-2019;137;in_person;0.0
2019-2020;137;in_person;0.0
2020-2021;137;in_person;0.0
2018-2019;1380;in_person;0.0
2018-2019;1383;in_person;0.0
2018-2019;1387;in_person;0.0
2019-2020;1387;in_person;0.0
2018-2019;1388;in_person;0.0
2019-2020;1388;in_person;0.0
2018-2019;1389;in_person;0.0
2018-2019;138;in_person;0.0
2019-2020;138;in_person;0.0
2020-2021;138;in_person;0.0
2022-2023;1391;in_person;0.0
2018-2019;1391;in_person;0.0
