si_link_yr;organization_id;program_id;service_id;fiscal_yr;core_responsibility_en;report_yr;measure_yr;planned_actual;ftes;spending
2021;123;BGE07;1461;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;347.0;1488169551.98
2021;123;ISS04;1461;2020-2021;Internal Services;2021.0;2021.0;actual;354.0;37205928.79
2022;123;BGE07;1461;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;385.0;1585362874.91
2022;123;ISS04;1461;2021-2022;Internal Services;2022.0;2022.0;actual;386.0;38817219.49
2023;95;BLM01;1462;2022-2023;Canada in space;2023.0;2023.0;actual;213.1;267676373.85
2023;95;BLM01;1462;2022-2023;Canada in space;2024.0;2024.0;planned;200.7;287151189.0
2023;95;BLM01;1462;2022-2023;Canada in space;2025.0;2025.0;planned;242.1;165813203.0
2023;95;BLM01;1462;2022-2023;Canada in space;2025.0;2026.0;planned;255.9;120642047.0
2023;95;BLM01;1462;2022-2023;Canada in space;2025.0;2027.0;planned;256.7;123453414.0
2023;95;BLM02;1462;2022-2023;Canada in space;2023.0;2023.0;actual;123.7;52342732.52
2023;95;BLM02;1462;2022-2023;Canada in space;2024.0;2024.0;planned;144.6;89751040.0
2023;95;BLM02;1462;2022-2023;Canada in space;2025.0;2025.0;planned;140.1;78451804.0
2023;95;BLM02;1462;2022-2023;Canada in space;2025.0;2026.0;planned;139.9;47178390.0
2023;95;BLM02;1462;2022-2023;Canada in space;2025.0;2027.0;planned;137.7;53060238.0
2023;95;BLM03;1462;2022-2023;Canada in space;2023.0;2023.0;actual;122.7;105052940.61
2023;95;BLM03;1462;2022-2023;Canada in space;2024.0;2024.0;planned;120.8;99440464.0
2023;95;BLM03;1462;2022-2023;Canada in space;2025.0;2025.0;planned;110.7;104747250.0
2023;95;BLM03;1462;2022-2023;Canada in space;2025.0;2026.0;planned;103.2;88133946.0
2023;95;BLM03;1462;2022-2023;Canada in space;2025.0;2027.0;planned;96.4;75472188.0
2023;95;ISS06;1462;2022-2023;Internal Services;2023.0;2023.0;actual;24.25;4421635.84
2023;95;ISS06;1462;2022-2023;Internal Services;2024.0;2024.0;planned;30.3;3683584.0
2023;95;ISS06;1462;2022-2023;Internal Services;2025.0;2025.0;planned;19.2;3571910.0
2023;95;ISS06;1462;2022-2023;Internal Services;2025.0;2026.0;planned;19.5;3572910.0
2023;95;ISS06;1462;2022-2023;Internal Services;2025.0;2027.0;planned;19.5;3576910.0
2019;95;ISS06;1462;2018-2019;Internal Services;2019.0;2019.0;actual;22.8;2428189.75
2020;95;ISS06;1462;2019-2020;Internal Services;2020.0;2020.0;actual;19.88;2108049.58
2021;95;BLM01;1462;2020-2021;Canada in space;2021.0;2021.0;actual;180.5;112038891.76
2021;95;BLM02;1462;2020-2021;Canada in space;2021.0;2021.0;actual;101.1;54262083.45
2021;95;BLM03;1462;2020-2021;Canada in space;2021.0;2021.0;actual;109.6;105653273.7
2021;95;ISS02;1462;2020-2021;Internal Services;2021.0;2021.0;actual;32.7;5325198.75
2021;95;ISS06;1462;2020-2021;Internal Services;2021.0;2021.0;actual;23.6;2466863.63
2022;95;BLM01;1462;2021-2022;Canada in space;2022.0;2022.0;actual;208.62;145564876.34
2022;95;BLM02;1462;2021-2022;Canada in space;2022.0;2022.0;actual;113.69;55146295.51
2022;95;BLM03;1462;2021-2022;Canada in space;2022.0;2022.0;actual;111.77;107231878.53
2022;95;ISS06;1462;2021-2022;Internal Services;2022.0;2022.0;actual;22.36;2606901.65
2019;123;ISS01;1463;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1463;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;BGE06;1463;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;783.0;440063571.2
2022;123;BGE06;1463;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;840.0;404148798.38
2019;123;ISS01;1464;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1464;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;ISS01;1464;2020-2021;Internal Services;2021.0;2021.0;actual;530.0;60190685.58
2022;123;ISS01;1464;2021-2022;Internal Services;2022.0;2022.0;actual;629.0;65994259.72
2019;123;ISS01;1465;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1465;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;ISS01;1465;2020-2021;Internal Services;2021.0;2021.0;actual;530.0;60190685.58
2022;123;ISS01;1465;2021-2022;Internal Services;2022.0;2022.0;actual;629.0;65994259.72
2023;123;BGE05;1466;2022-2023;Immigrant and Refugee Selection and Integration;2023.0;2023.0;actual;586.0;1067193531.35
2023;123;BGE05;1466;2022-2023;Immigrant and Refugee Selection and Integration;2024.0;2024.0;planned;810.0;790327693.0
2023;123;BGE05;1466;2022-2023;Immigrant and Refugee Selection and Integration;2025.0;2025.0;planned;904.0;713891057.0
2023;123;BGE05;1466;2022-2023;Immigrant and Refugee Selection and Integration;2025.0;2026.0;planned;581.0;402952944.0
2023;123;BGE05;1466;2022-2023;Immigrant and Refugee Selection and Integration;2025.0;2027.0;planned;596.0;393473290.0
2019;123;BGE05;1466;2018-2019;Immigrant and Refugee Selection and Integration;2019.0;2019.0;actual;260.0;189066173.32
2020;123;BGE05;1466;2019-2020;Immigrant and Refugee Selection and Integration;2020.0;2020.0;actual;309.0;211277871.39
2021;123;BGE05;1466;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;296.0;137345271.66
2022;123;BGE05;1466;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;366.0;296955738.0
2019;95;BLM02;1467;2018-2019;Canada in space;2019.0;2019.0;actual;101.5;69060162.18
2020;95;BLM02;1467;2019-2020;Canada in space;2020.0;2020.0;actual;97.1;79779783.08
2021;95;BLM02;1467;2020-2021;Canada in space;2021.0;2021.0;actual;101.1;54262083.45
2023;95;BLM02;1468;2022-2023;Canada in space;2023.0;2023.0;actual;123.7;52342732.52
2023;95;BLM02;1468;2022-2023;Canada in space;2024.0;2024.0;planned;144.6;89751040.0
2023;95;BLM02;1468;2022-2023;Canada in space;2025.0;2025.0;planned;140.1;78451804.0
2023;95;BLM02;1468;2022-2023;Canada in space;2025.0;2026.0;planned;139.9;47178390.0
2023;95;BLM02;1468;2022-2023;Canada in space;2025.0;2027.0;planned;137.7;53060238.0
2019;95;BLM02;1468;2018-2019;Canada in space;2019.0;2019.0;actual;101.5;69060162.18
2020;95;BLM02;1468;2019-2020;Canada in space;2020.0;2020.0;actual;97.1;79779783.08
2021;95;BLM02;1468;2020-2021;Canada in space;2021.0;2021.0;actual;101.1;54262083.45
2022;95;BLM02;1468;2021-2022;Canada in space;2022.0;2022.0;actual;113.69;55146295.51
2023;95;BLM02;1469;2022-2023;Canada in space;2023.0;2023.0;actual;123.7;52342732.52
2023;95;BLM02;1469;2022-2023;Canada in space;2024.0;2024.0;planned;144.6;89751040.0
2023;95;BLM02;1469;2022-2023;Canada in space;2025.0;2025.0;planned;140.1;78451804.0
2023;95;BLM02;1469;2022-2023;Canada in space;2025.0;2026.0;planned;139.9;47178390.0
2023;95;BLM02;1469;2022-2023;Canada in space;2025.0;2027.0;planned;137.7;53060238.0
2019;95;BLM02;1469;2018-2019;Canada in space;2019.0;2019.0;actual;101.5;69060162.18
2020;95;BLM02;1469;2019-2020;Canada in space;2020.0;2020.0;actual;97.1;79779783.08
2021;95;BLM02;1469;2020-2021;Canada in space;2021.0;2021.0;actual;101.1;54262083.45
2022;95;BLM02;1469;2021-2022;Canada in space;2022.0;2022.0;actual;113.69;55146295.51
2023;1;BWO05;146;2022-2023;Science and Innovation;2023.0;2023.0;actual;6.0;12619843.58
2023;1;BWO05;146;2022-2023;Science and Innovation;2024.0;2024.0;planned;5.0;5919591.0
2023;1;BWO05;146;2022-2023;Science and Innovation;2025.0;2025.0;planned;5.0;8389798.0
2023;1;BWO05;146;2022-2023;Science and Innovation;2025.0;2026.0;planned;5.0;8374445.0
2023;1;BWO05;146;2022-2023;Science and Innovation;2025.0;2027.0;planned;5.0;8375004.0
2019;1;BWO05;146;2018-2019;Science and Innovation;2019.0;2019.0;actual;10.0;4578843.84
2020;1;BWO05;146;2019-2020;Science and Innovation;2020.0;2020.0;actual;9.0;1720945.88
2021;1;BWO05;146;2020-2021;Science and Innovation;2021.0;2021.0;actual;12.0;118915408.13
2022;1;BWO05;146;2021-2022;Science and Innovation;2022.0;2022.0;actual;12.0;31745736.92
2023;123;BGE05;1470;2022-2023;Immigrant and Refugee Selection and Integration;2023.0;2023.0;actual;586.0;1067193531.35
2023;123;BGE05;1470;2022-2023;Immigrant and Refugee Selection and Integration;2024.0;2024.0;planned;810.0;790327693.0
2023;123;BGE05;1470;2022-2023;Immigrant and Refugee Selection and Integration;2025.0;2025.0;planned;904.0;713891057.0
2023;123;BGE05;1470;2022-2023;Immigrant and Refugee Selection and Integration;2025.0;2026.0;planned;581.0;402952944.0
2023;123;BGE05;1470;2022-2023;Immigrant and Refugee Selection and Integration;2025.0;2027.0;planned;596.0;393473290.0
2019;123;BGE05;1470;2018-2019;Immigrant and Refugee Selection and Integration;2019.0;2019.0;actual;260.0;189066173.32
2020;123;BGE05;1470;2019-2020;Immigrant and Refugee Selection and Integration;2020.0;2020.0;actual;309.0;211277871.39
2021;123;BGE05;1470;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;296.0;137345271.66
2022;123;BGE05;1470;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;366.0;296955738.0
2019;123;BGE05;1471;2018-2019;Immigrant and Refugee Selection and Integration;2019.0;2019.0;actual;260.0;189066173.32
2020;123;BGE05;1471;2019-2020;Immigrant and Refugee Selection and Integration;2020.0;2020.0;actual;309.0;211277871.39
2021;123;BGE05;1471;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;296.0;137345271.66
2021;123;BGE06;1471;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;783.0;440063571.2
2022;123;BGE05;1471;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;366.0;296955738.0
2022;123;BGE06;1471;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;840.0;404148798.38
2019;296;BXJ01;1472;2018-2019;;;;;;
2020;296;BXJ01;1472;2019-2020;Independent review of RCMP employment matters;2020.0;2020.0;actual;14.9;3132900.58
2021;296;BXJ01;1472;2020-2021;Independent review of RCMP employment matters;2021.0;2021.0;actual;16.5;3185516.18
2022;296;BXJ01;1472;2021-2022;Independent review of RCMP employment matters;2022.0;2022.0;actual;22.3;3874704.55
2019;95;BLM02;1473;2018-2019;Canada in space;2019.0;2019.0;actual;101.5;69060162.18
2020;95;BLM02;1473;2019-2020;Canada in space;2020.0;2020.0;actual;97.1;79779783.08
2021;95;BLM02;1473;2020-2021;Canada in space;2021.0;2021.0;actual;101.1;54262083.45
2023;95;BLM02;1474;2022-2023;Canada in space;2023.0;2023.0;actual;123.7;52342732.52
2023;95;BLM02;1474;2022-2023;Canada in space;2024.0;2024.0;planned;144.6;89751040.0
2023;95;BLM02;1474;2022-2023;Canada in space;2025.0;2025.0;planned;140.1;78451804.0
2023;95;BLM02;1474;2022-2023;Canada in space;2025.0;2026.0;planned;139.9;47178390.0
2023;95;BLM02;1474;2022-2023;Canada in space;2025.0;2027.0;planned;137.7;53060238.0
2019;95;BLM02;1474;2018-2019;Canada in space;2019.0;2019.0;actual;101.5;69060162.18
2020;95;BLM02;1474;2019-2020;Canada in space;2020.0;2020.0;actual;97.1;79779783.08
2021;95;BLM02;1474;2020-2021;Canada in space;2021.0;2021.0;actual;101.1;54262083.45
2022;95;BLM02;1474;2021-2022;Canada in space;2022.0;2022.0;actual;113.69;55146295.51
2019;95;BLM02;1475;2018-2019;Canada in space;2019.0;2019.0;actual;101.5;69060162.18
2020;95;BLM02;1475;2019-2020;Canada in space;2020.0;2020.0;actual;97.1;79779783.08
2021;95;BLM02;1475;2020-2021;Canada in space;2021.0;2021.0;actual;101.1;54262083.45
2019;1;BWO04;147;2018-2019;Science and Innovation;2019.0;2019.0;actual;10.0;8325972.71
2020;1;BWO04;147;2019-2020;Science and Innovation;2020.0;2020.0;actual;8.0;6388232.24
2021;1;BWO04;147;2020-2021;Science and Innovation;2021.0;2021.0;actual;9.0;5712118.97
2022;1;BWO04;147;2021-2022;Science and Innovation;2022.0;2022.0;actual;15.0;17169442.8
2019;123;BGE05;1480;2018-2019;Immigrant and Refugee Selection and Integration;2019.0;2019.0;actual;260.0;189066173.32
2020;123;BGE05;1480;2019-2020;Immigrant and Refugee Selection and Integration;2020.0;2020.0;actual;309.0;211277871.39
2021;123;BGE05;1480;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;296.0;137345271.66
2021;123;BGE06;1480;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;783.0;440063571.2
2022;123;BGE05;1480;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;366.0;296955738.0
2022;123;BGE06;1480;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;840.0;404148798.38
2019;123;ISS01;1481;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1481;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;ISS01;1481;2020-2021;Internal Services;2021.0;2021.0;actual;530.0;60190685.58
2022;123;ISS01;1481;2021-2022;Internal Services;2022.0;2022.0;actual;629.0;65994259.72
2019;123;BGF01;1482;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;805.0;65943732.86
2020;123;BGF01;1482;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;823.0;66823641.63
2021;123;BGF01;1482;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;917.0;83300128.27
2022;123;BGF01;1482;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;864.0;77389508.49
2023;129;BWR06;1483;2022-2023;Northern Affairs;2023.0;2023.0;actual;104.0;15974133.11
2023;129;BWR06;1483;2022-2023;Northern Affairs;2024.0;2024.0;planned;104.0;19837098.0
2023;129;BWR06;1483;2022-2023;Northern Affairs;2025.0;2025.0;planned;105.0;20872440.0
2023;129;BWR06;1483;2022-2023;Northern Affairs;2025.0;2026.0;planned;105.0;21212357.0
2023;129;BWR06;1483;2022-2023;Northern Affairs;2025.0;2027.0;planned;105.0;21513060.0
2019;129;BWR03;1483;2018-2019;Community and Regional Development;2019.0;2019.0;actual;355.0;244942336.59
2020;129;BWR03;1483;2019-2020;Community and Regional Development;2020.0;2020.0;actual;91.0;22200586.25
2021;129;BWR06;1483;2020-2021;Northern Affairs;2021.0;2021.0;actual;137.0;21379461.03
2022;129;BWR06;1483;2021-2022;Northern Affairs;2022.0;2022.0;actual;134.0;20054131.57
2019;123;BGF01;1484;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;805.0;65943732.86
2020;123;BGF01;1484;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;823.0;66823641.63
2021;123;BGF01;1484;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;917.0;83300128.27
2022;123;BGF01;1484;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;864.0;77389508.49
2019;123;BGF01;1485;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;805.0;65943732.86
2020;123;BGF01;1485;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;823.0;66823641.63
2021;123;BGF01;1485;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;917.0;83300128.27
2022;123;BGF01;1485;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;864.0;77389508.49
2019;123;BGF01;1486;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;805.0;65943732.86
2020;123;BGF01;1486;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;823.0;66823641.63
2021;123;BGF01;1486;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;917.0;83300128.27
2022;123;BGF01;1486;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;864.0;77389508.49
2019;123;BGF01;1487;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;805.0;65943732.86
2020;123;BGF01;1487;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;823.0;66823641.63
2021;123;BGF01;1487;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;917.0;83300128.27
2022;123;BGF01;1487;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;864.0;77389508.49
2023;123;BGF01;1488;2022-2023;Citizenship and Passports;2023.0;2023.0;actual;1102.0;94254592.16
2023;123;BGF01;1488;2022-2023;Citizenship and Passports;2024.0;2024.0;planned;1031.0;83327669.0
2023;123;BGF01;1488;2022-2023;Citizenship and Passports;2025.0;2025.0;planned;1037.0;89165068.0
2023;123;BGF01;1488;2022-2023;Citizenship and Passports;2025.0;2026.0;planned;1066.0;90823884.0
2023;123;BGF01;1488;2022-2023;Citizenship and Passports;2025.0;2027.0;planned;1078.0;92011918.0
2019;123;BGF01;1488;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;805.0;65943732.86
2020;123;BGF01;1488;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;823.0;66823641.63
2021;123;BGF01;1488;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;917.0;83300128.27
2022;123;BGF01;1488;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;864.0;77389508.49
2019;123;BGF01;1489;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;805.0;65943732.86
2020;123;BGF01;1489;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;823.0;66823641.63
2021;123;BGF01;1489;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;917.0;83300128.27
2022;123;BGF01;1489;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;864.0;77389508.49
2023;1;BWN01;148;2022-2023;Domestic and International Markets;2023.0;2023.0;actual;183.0;56134845.18
2023;1;BWN01;148;2022-2023;Domestic and International Markets;2024.0;2024.0;planned;180.0;12269315.0
2023;1;BWN01;148;2022-2023;Domestic and International Markets;2025.0;2025.0;planned;193.0;55423192.0
2023;1;BWN01;148;2022-2023;Domestic and International Markets;2025.0;2026.0;planned;192.0;55731994.0
2023;1;BWN01;148;2022-2023;Domestic and International Markets;2025.0;2027.0;planned;191.0;55537114.0
2019;1;BWN01;148;2018-2019;Domestic and International Markets;2019.0;2019.0;actual;183.0;52360723.82
2020;1;BWN01;148;2019-2020;Domestic and International Markets;2020.0;2020.0;actual;191.0;58764607.74
2021;1;BWN01;148;2020-2021;Domestic and International Markets;2021.0;2021.0;actual;190.0;49132118.39
2022;1;BWN01;148;2021-2022;Domestic and International Markets;2022.0;2022.0;actual;181.0;47150140.18
2019;123;BGF01;1490;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;805.0;65943732.86
2020;123;BGF01;1490;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;823.0;66823641.63
2021;123;BGF01;1490;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;917.0;83300128.27
2022;123;BGF01;1490;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;864.0;77389508.49
2019;123;BGF02;1491;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;BGF02;1491;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;859.0;101307640.56
2021;123;BGF02;1491;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;896.0;307079051.53
2022;123;BGF02;1491;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;893.0;251457202.04
2019;123;BGF02;1492;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;BGF02;1492;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;859.0;101307640.56
2021;123;BGF02;1492;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;896.0;307079051.53
2022;123;BGF02;1492;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;893.0;251457202.04
2019;123;BGF02;1493;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;BGF02;1493;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;859.0;101307640.56
2021;123;BGF02;1493;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;896.0;307079051.53
2022;123;BGF02;1493;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;893.0;251457202.04
2019;123;BGF02;1494;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;ISS01;1494;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;ISS01;1494;2020-2021;Internal Services;2021.0;2021.0;actual;530.0;60190685.58
2022;123;ISS01;1494;2021-2022;Internal Services;2022.0;2022.0;actual;629.0;65994259.72
2019;123;BGF02;1495;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;BGF02;1495;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;859.0;101307640.56
2021;123;BGF02;1495;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;896.0;307079051.53
2022;123;BGF02;1495;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;893.0;251457202.04
2019;123;BGF02;1496;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;BGF02;1496;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;859.0;101307640.56
2021;123;BGF02;1496;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;896.0;307079051.53
2022;123;BGF02;1496;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;893.0;251457202.04
2019;123;BGF02;1497;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;BGF02;1497;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;859.0;101307640.56
2021;123;BGF02;1497;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;896.0;307079051.53
2022;123;BGF02;1497;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;893.0;251457202.04
2019;123;BGF02;1498;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;BGF02;1498;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;859.0;101307640.56
2021;123;BGF02;1498;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;896.0;307079051.53
2022;123;BGF02;1498;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;893.0;251457202.04
2019;123;BGF02;1499;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2023;1;BWN01;149;2022-2023;Domestic and International Markets;2023.0;2023.0;actual;183.0;56134845.18
2023;1;BWN01;149;2022-2023;Domestic and International Markets;2024.0;2024.0;planned;180.0;12269315.0
2023;1;BWN01;149;2022-2023;Domestic and International Markets;2025.0;2025.0;planned;193.0;55423192.0
2023;1;BWN01;149;2022-2023;Domestic and International Markets;2025.0;2026.0;planned;192.0;55731994.0
2023;1;BWN01;149;2022-2023;Domestic and International Markets;2025.0;2027.0;planned;191.0;55537114.0
2019;1;BWN01;149;2018-2019;Domestic and International Markets;2019.0;2019.0;actual;183.0;52360723.82
2020;1;BWN01;149;2019-2020;Domestic and International Markets;2020.0;2020.0;actual;191.0;58764607.74
2021;1;BWN01;149;2020-2021;Domestic and International Markets;2021.0;2021.0;actual;190.0;49132118.39
2022;1;BWN01;149;2021-2022;Domestic and International Markets;2022.0;2022.0;actual;181.0;47150140.18
2019;305;BWE02;14;2018-2019;Telecommunications;2019.0;2019.0;actual;202.88;201065326.08
2019;123;BGF02;1500;2018-2019;Citizenship and Passports;2019.0;2019.0;actual;770.0;-14158031.23
2020;123;BGF02;1500;2019-2020;Citizenship and Passports;2020.0;2020.0;actual;859.0;101307640.56
2021;123;BGF02;1500;2020-2021;Citizenship and Passports;2021.0;2021.0;actual;896.0;307079051.53
2022;123;BGF02;1500;2021-2022;Citizenship and Passports;2022.0;2022.0;actual;893.0;251457202.04
2019;123;ISS01;1501;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1501;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;ISS01;1501;2020-2021;Internal Services;2021.0;2021.0;actual;530.0;60190685.58
2022;123;ISS01;1501;2021-2022;Internal Services;2022.0;2022.0;actual;629.0;65994259.72
2019;129;ISS04;1502;2018-2019;Internal Services;2019.0;2019.0;actual;205.0;19188405.46
2019;123;ISS01;1503;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1503;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;ISS01;1503;2020-2021;Internal Services;2021.0;2021.0;actual;530.0;60190685.58
2022;123;ISS01;1503;2021-2022;Internal Services;2022.0;2022.0;actual;629.0;65994259.72
2019;129;ISS04;1504;2018-2019;Internal Services;2019.0;2019.0;actual;205.0;19188405.46
2019;223;BSP03;1506;2018-2019;Content accessibility and audience engagement;2019.0;2019.0;actual;30.0;2071679.14
2020;223;BSP03;1506;2019-2020;Content accessibility and audience engagement;2020.0;2020.0;actual;28.0;4592019.8
2021;223;BSP03;1506;2020-2021;Content accessibility and audience engagement;2021.0;2021.0;actual;30.0;4432751.5
2022;223;BSP03;1506;2021-2022;Content accessibility and audience engagement;2022.0;2022.0;actual;22.0;3657908.74
2019;123;ISS01;1508;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1508;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;BGD01;1508;2020-2021;Visitors, International Students and Temporary Workers;2021.0;2021.0;actual;748.0;92522938.46
2021;123;BGE06;1508;2020-2021;Immigrant and Refugee Selection and Integration;2021.0;2021.0;actual;783.0;440063571.2
2022;123;BGD01;1508;2021-2022;Visitors, International Students and Temporary Workers;2022.0;2022.0;actual;721.0;123329957.58
2022;123;BGE06;1508;2021-2022;Immigrant and Refugee Selection and Integration;2022.0;2022.0;actual;840.0;404148798.38
2023;1;BWN01;150;2022-2023;Domestic and International Markets;2023.0;2023.0;actual;183.0;56134845.18
2023;1;BWN01;150;2022-2023;Domestic and International Markets;2024.0;2024.0;planned;180.0;12269315.0
2023;1;BWN01;150;2022-2023;Domestic and International Markets;2025.0;2025.0;planned;193.0;55423192.0
2023;1;BWN01;150;2022-2023;Domestic and International Markets;2025.0;2026.0;planned;192.0;55731994.0
2023;1;BWN01;150;2022-2023;Domestic and International Markets;2025.0;2027.0;planned;191.0;55537114.0
2019;1;BWN01;150;2018-2019;Domestic and International Markets;2019.0;2019.0;actual;183.0;52360723.82
2020;1;BWN01;150;2019-2020;Domestic and International Markets;2020.0;2020.0;actual;191.0;58764607.74
2021;1;BWN01;150;2020-2021;Domestic and International Markets;2021.0;2021.0;actual;190.0;49132118.39
2022;1;BWN01;150;2021-2022;Domestic and International Markets;2022.0;2022.0;actual;181.0;47150140.18
2019;123;ISS01;1510;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1510;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
2021;123;ISS01;1510;2020-2021;Internal Services;2021.0;2021.0;actual;530.0;60190685.58
2022;123;ISS01;1510;2021-2022;Internal Services;2022.0;2022.0;actual;629.0;65994259.72
2019;123;ISS01;1511;2018-2019;Internal Services;2019.0;2019.0;actual;513.0;65816194.1
2020;123;ISS01;1511;2019-2020;Internal Services;2020.0;2020.0;actual;428.0;53468805.76
