si_link_yr;organization_id;program_id;service_id;fiscal_yr;core_responsibility_en;report_yr;measure_yr;planned_actual;ftes;spending
2020;135;BVT02;946;2019-2020;Community Safety;2020.0;2020.0;actual;35.0;7974495.09
2021;135;BVT02;946;2020-2021;Community Safety;2021.0;2021.0;actual;44.0;9647337.61
2021;135;BVT03;946;2020-2021;Community Safety;2021.0;2021.0;actual;64.0;26851314.02
2021;135;BVT04;946;2020-2021;Community Safety;2021.0;2021.0;actual;25.0;5438897.19
2021;135;BVT05;946;2020-2021;Community Safety;2021.0;2021.0;actual;61.0;144315473.49
2022;135;BVT02;946;2021-2022;Community Safety;2022.0;2022.0;actual;55.0;36893651.58
2023;135;BVS01;947;2022-2023;National Security;2023.0;2023.0;actual;108.0;16748247.76
2023;135;BVS01;947;2022-2023;National Security;2024.0;2024.0;planned;126.0;19730746.0
2023;135;BVS01;947;2022-2023;National Security;2025.0;2025.0;planned;137.0;23347772.0
2023;135;BVS01;947;2022-2023;National Security;2025.0;2026.0;planned;123.0;20846089.0
2023;135;BVS01;947;2022-2023;National Security;2025.0;2027.0;planned;123.0;20876063.0
2019;135;BVS01;947;2018-2019;National Security;2019.0;2019.0;actual;96.0;12600774.29
2020;135;BVS01;947;2019-2020;National Security;2020.0;2020.0;actual;112.0;12676359.75
2021;135;BVS01;947;2020-2021;National Security;2021.0;2021.0;actual;105.0;15333084.31
2022;135;BVS01;947;2021-2022;National Security;2022.0;2022.0;actual;113.0;17983785.92
2023;118;BEG02;949;2022-2023;Administration Services for the Federal Courts;2023.0;2023.0;actual;352.0;32483780.24
2023;118;BEG02;949;2022-2023;Administration Services for the Federal Courts;2024.0;2024.0;planned;362.0;31635553.0
2023;118;BEG02;949;2022-2023;Administration Services for the Federal Courts;2025.0;2025.0;planned;364.0;33681830.0
2023;118;BEG02;949;2022-2023;Administration Services for the Federal Courts;2025.0;2026.0;planned;364.0;33909519.0
2023;118;BEG02;949;2022-2023;Administration Services for the Federal Courts;2025.0;2027.0;planned;364.0;34012039.0
2019;118;BEG02;949;2018-2019;Administration Services for the Federal Courts;2019.0;2019.0;actual;302.0;27206921.46
2020;118;BEG02;949;2019-2020;Administration Services for the Federal Courts;2020.0;2020.0;actual;335.0;28527740.53
2020;118;BEG03;949;2019-2020;Administration Services for the Federal Courts;2020.0;2020.0;actual;0.0;2521075.86
2021;118;BEG02;949;2020-2021;Administration Services for the Federal Courts;2021.0;2021.0;actual;344.0;32726973.44
2022;118;BEG02;949;2021-2022;Administration Services for the Federal Courts;2022.0;2022.0;actual;333.0;30502583.94
2023;137;ISS16;950;2022-2023;Internal Services;2023.0;2023.0;actual;83.0;16752442.5
2023;137;ISS16;950;2022-2023;Internal Services;2024.0;2024.0;planned;84.0;13005149.0
2023;137;ISS16;950;2022-2023;Internal Services;2025.0;2025.0;planned;66.0;13744281.0
2023;137;ISS16;950;2022-2023;Internal Services;2025.0;2026.0;planned;63.0;14441064.0
2023;137;ISS16;950;2022-2023;Internal Services;2025.0;2027.0;planned;61.0;13426489.0
2019;137;ISS16;950;2018-2019;Internal Services;2019.0;2019.0;actual;75.0;11940966.44
2020;137;ISS16;950;2019-2020;Internal Services;2020.0;2020.0;actual;81.71;13122025.92
2021;137;ISS16;950;2020-2021;Internal Services;2021.0;2021.0;actual;77.0;13382435.51
2022;137;ISS16;950;2021-2022;Internal Services;2022.0;2022.0;actual;77.0;15804569.82
2019;263;BGW02;951;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;1158.0;254436842.44
2019;263;BGW04;951;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;2650.0;606176464.17
2020;263;BGW04;951;2019-2020;Protecting and Presenting Canada's Natural and Cultural Heritage;2020.0;2020.0;actual;2642.0;589426601.9
2021;263;BGW04;951;2020-2021;Protecting and Presenting Canada's Natural and Cultural Heritage;2021.0;2021.0;actual;2373.0;528352848.31
2019;263;BGW04;952;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;2650.0;606176464.17
2019;263;BGW02;954;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;1158.0;254436842.44
2019;263;BGW04;954;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;2650.0;606176464.17
2019;263;BGW05;954;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;347.0;367006945.85
2023;263;BGW05;955;2022-2023;Protecting and Presenting Canada's Natural and Cultural Heritage;2023.0;2023.0;actual;307.0;125785928.67
2023;263;BGW05;955;2022-2023;Protecting and Presenting Canada's Natural and Cultural Heritage;2024.0;2024.0;planned;340.0;215384422.0
2023;263;BGW05;955;2022-2023;Protecting and Presenting Canada's Natural and Cultural Heritage;2025.0;2025.0;planned;301.0;174534681.0
2023;263;BGW05;955;2022-2023;Protecting and Presenting Canada's Natural and Cultural Heritage;2025.0;2026.0;planned;247.0;53252570.0
2023;263;BGW05;955;2022-2023;Protecting and Presenting Canada's Natural and Cultural Heritage;2025.0;2027.0;planned;247.0;48605970.0
2019;263;BGW02;955;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;1158.0;254436842.44
2019;263;BGW05;955;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;347.0;367006945.85
2019;263;ISS08;955;2018-2019;Internal Services;2019.0;2019.0;actual;81.0;12469396.91
2020;263;BGW05;955;2019-2020;Protecting and Presenting Canada's Natural and Cultural Heritage;2020.0;2020.0;actual;339.0;441857340.95
2021;263;BGW05;955;2020-2021;Protecting and Presenting Canada's Natural and Cultural Heritage;2021.0;2021.0;actual;330.0;324173275.52
2022;263;BGW05;955;2021-2022;Protecting and Presenting Canada's Natural and Cultural Heritage;2022.0;2022.0;actual;328.0;190882949.35
2023;125;BTF01;956;2022-2023;Fisheries;2023.0;2023.0;actual;622.0;107685186.36
2023;125;BTF01;956;2022-2023;Fisheries;2024.0;2024.0;planned;566.0;132206523.0
2023;125;BTF01;956;2022-2023;Fisheries;2025.0;2025.0;planned;564.0;107504282.0
2023;125;BTF01;956;2022-2023;Fisheries;2025.0;2026.0;planned;557.0;104858918.0
2023;125;BTF01;956;2022-2023;Fisheries;2025.0;2027.0;planned;439.0;58971835.0
2019;125;BTF01;956;2018-2019;Fisheries;2019.0;2019.0;actual;446.0;75559144.94
2020;125;BTF01;956;2019-2020;Fisheries;2020.0;2020.0;actual;498.0;103176344.14
2021;125;BTF01;956;2020-2021;Fisheries;2021.0;2021.0;actual;521.0;217921344.75
2022;125;BTF01;956;2021-2022;Fisheries;2022.0;2022.0;actual;629.0;135223230.36
2019;263;BGW04;957;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;2650.0;606176464.17
2019;263;BGW05;957;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;347.0;367006945.85
2019;305;BWE01;95;2018-2019;Telecommunications;2019.0;2019.0;actual;503.29;140986074.23
2023;136;BVY03;960;2022-2023;Government-Wide Support;2023.0;2023.0;actual;345.49;10671097.87
2023;136;BVY03;960;2022-2023;Government-Wide Support;2024.0;2024.0;planned;325.5;6643577.0
2023;136;BVY03;960;2022-2023;Government-Wide Support;2025.0;2025.0;planned;386.0;10008792.0
2023;136;BVY03;960;2022-2023;Government-Wide Support;2025.0;2026.0;planned;381.0;10263160.0
2023;136;BVY03;960;2022-2023;Government-Wide Support;2025.0;2027.0;planned;381.0;10205578.0
2019;136;BVY03;960;2018-2019;Government-Wide Support;2019.0;2019.0;actual;241.05;-2587604.7
2020;136;BVY03;960;2019-2020;Government-Wide Support;2020.0;2020.0;actual;291.0;14922332.67
2021;136;BVY03;960;2020-2021;Government-Wide Support;2021.0;2021.0;actual;310.46;26599102.6
2022;136;BVY03;960;2021-2022;Government-Wide Support;2022.0;2022.0;actual;289.5;15289576.87
2019;263;BGW02;961;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;1158.0;254436842.44
2019;263;BGW03;961;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;418.0;64388552.84
2019;263;BGW05;961;2018-2019;Protecting and Presenting Canada's Natural and Cultural Heritage;2019.0;2019.0;actual;347.0;367006945.85
2019;263;ISS03;961;2018-2019;Internal Services;2019.0;2019.0;actual;0.0;3458924.83
2019;263;ISS08;961;2018-2019;Internal Services;2019.0;2019.0;actual;81.0;12469396.91
2020;263;BGW01;961;2019-2020;Protecting and Presenting Canada's Natural and Cultural Heritage;2020.0;2020.0;actual;68.0;44078017.08
2020;263;BGW02;961;2019-2020;Protecting and Presenting Canada's Natural and Cultural Heritage;2020.0;2020.0;actual;1185.0;220420929.78
2020;263;BGW03;961;2019-2020;Protecting and Presenting Canada's Natural and Cultural Heritage;2020.0;2020.0;actual;423.0;62353466.02
2020;263;BGW04;961;2019-2020;Protecting and Presenting Canada's Natural and Cultural Heritage;2020.0;2020.0;actual;2642.0;589426601.9
2020;263;BGW05;961;2019-2020;Protecting and Presenting Canada's Natural and Cultural Heritage;2020.0;2020.0;actual;339.0;441857340.95
2021;263;BGW01;961;2020-2021;Protecting and Presenting Canada's Natural and Cultural Heritage;2021.0;2021.0;actual;66.0;27878361.61
2021;263;BGW02;961;2020-2021;Protecting and Presenting Canada's Natural and Cultural Heritage;2021.0;2021.0;actual;1247.0;229557478.5
2021;263;BGW03;961;2020-2021;Protecting and Presenting Canada's Natural and Cultural Heritage;2021.0;2021.0;actual;411.0;61441222.05
2021;263;BGW04;961;2020-2021;Protecting and Presenting Canada's Natural and Cultural Heritage;2021.0;2021.0;actual;2373.0;528352848.31
2021;263;BGW05;961;2020-2021;Protecting and Presenting Canada's Natural and Cultural Heritage;2021.0;2021.0;actual;330.0;324173275.52
2019;137;BGR01;962;2018-2019;Taking Action on Clean Growth and Climate Change;2019.0;2019.0;actual;325.0;281256193.33
2019;137;BGS02;963;2018-2019;Preventing and Managing Pollution;2019.0;2019.0;actual;611.0;102781624.19
2019;137;BGT06;963;2018-2019;Conserving Nature;2019.0;2019.0;actual;138.0;19689448.01
2019;137;BGU01;963;2018-2019;Predicting Weather and Environmental Conditions;2019.0;2019.0;actual;1329.0;207175561.55
2020;137;BGS01;963;2019-2020;Preventing and Managing Pollution;2020.0;2020.0;actual;488.32;75442313.26
2020;137;BGS02;963;2019-2020;Preventing and Managing Pollution;2020.0;2020.0;actual;625.96;98157336.73
